model,term,estimate,std_error,p_value
baseline_bin,"filing_rate_longrun_pre2019_cuts::(0-5%]5-10%]"")",0.0710416004842708,0.0120557244348237,3.81671848202458e-09
baseline_bin,"filing_rate_longrun_pre2019_cuts::(10-20%]5-10%]"")",-0.0166953557410912,0.0126412959856034,0.186606239241967
baseline_bin,"filing_rate_longrun_pre2019_cuts::20%+5-10%]"")",-0.0218561680324374,0.0121502353719809,0.0720508055998127
tenant_bin,"filing_rate_longrun_pre2019_cuts::(0-5%]5-10%]"")",0.068660598340647,0.0120135706260688,1.10025902176385e-08
tenant_bin,"filing_rate_longrun_pre2019_cuts::(10-20%]5-10%]"")",-0.0139984542799823,0.0125623655579384,0.265147511588758
tenant_bin,"filing_rate_longrun_pre2019_cuts::20%+5-10%]"")",-0.0181261014584809,0.0121120105345512,0.134518070131741
baseline_cont,filing_rate_eb_pre_covid,-0.264931928697023,0.0299373655835003,9.00644929365477e-19
tenant_cont,filing_rate_eb_pre_covid,-0.245054695699044,0.0295654246369383,1.16825003656499e-16
