zip5,year,filer_type,n_acq,units_acq,n_sell,units_sell,net_transfers,net_units,total_units
19124,2017,Single-purchase,1025,1170,1101,1289,-76,-119,12622
19124,2018,High-filer,24,35,24,31,0,4,12624
19124,2018,Low-filer,35,73,39,45,-4,28,12624
19124,2018,Small portfolio,196,275,127,179,69,96,12624
19124,2018,Single-purchase,1054,1226,1119,1354,-65,-128,12624
19124,2019,High-filer,31,53,14,18,17,35,12623
19124,2019,Low-filer,17,22,11,13,6,9,12623
19124,2019,Small portfolio,177,210,126,144,51,66,12623
19124,2019,Single-purchase,1030,1120,1104,1230,-74,-110,12623
19125,2006,High-filer,3,3,3,3,0,0,5598
19125,2006,Low-filer,9,9,4,6,5,3,5598
19125,2006,Small portfolio,60,67,39,50,21,17,5598
19125,2006,Single-purchase,961,1147,987,1167,-26,-20,5598
19125,2007,High-filer,8,9,7,7,1,2,5723
19125,2007,Low-filer,11,16,15,28,-4,-12,5723
19125,2007,Small portfolio,59,69,55,59,4,10,5723
19125,2007,Single-purchase,723,831,724,831,-1,0,5723
19125,2008,High-filer,7,54,8,8,-1,46,5752
19125,2008,Low-filer,11,12,10,10,1,2,5752
19125,2008,Small portfolio,44,164,33,35,11,129,5752
19125,2008,Single-purchase,512,540,523,717,-11,-177,5752
19125,2009,High-filer,5,6,7,7,-2,-1,5828
19125,2009,Low-filer,15,15,12,14,3,1,5828
19125,2009,Small portfolio,26,30,27,29,-1,1,5828
19125,2009,Single-purchase,526,566,526,567,0,-1,5828
19125,2010,High-filer,1,3,3,3,-2,0,5867
19125,2010,Low-filer,19,19,8,11,11,8,5867
19125,2010,Small portfolio,59,84,43,66,16,18,5867
19125,2010,Single-purchase,563,585,588,611,-25,-26,5867
19125,2011,High-filer,3,3,2,6,1,-3,5914
19125,2011,Low-filer,13,14,15,16,-2,-2,5914
19125,2011,Small portfolio,56,66,61,71,-5,-5,5914
19125,2011,Single-purchase,521,558,515,548,6,10,5914
19125,2012,High-filer,5,7,5,5,0,2,5943
19125,2012,Low-filer,14,15,19,22,-5,-7,5943
19125,2012,Small portfolio,94,114,61,85,33,29,5943
19125,2012,Single-purchase,588,665,616,689,-28,-24,5943
19125,2013,High-filer,10,24,15,19,-5,5,6009
19125,2013,Low-filer,24,68,12,46,12,22,6009
19125,2013,Small portfolio,80,90,58,66,22,24,6009
19125,2013,Single-purchase,789,880,818,931,-29,-51,6009
19125,2014,High-filer,3,4,11,12,-8,-8,6202
19125,2014,Low-filer,18,35,13,26,5,9,6202
19125,2014,Small portfolio,89,138,62,94,27,44,6202
19125,2014,Single-purchase,834,911,858,956,-24,-45,6202
19125,2015,High-filer,4,4,9,23,-5,-19,6325
19125,2015,Low-filer,25,59,21,51,4,8,6325
19125,2015,Small portfolio,92,115,59,76,33,39,6325
19125,2015,Single-purchase,919,1057,951,1085,-32,-28,6325
19125,2016,High-filer,8,8,4,6,4,2,6674
19125,2016,Low-filer,30,37,20,31,10,6,6674
19125,2016,Small portfolio,76,98,70,82,6,16,6674
19125,2016,Single-purchase,1035,1197,1055,1221,-20,-24,6674
19125,2017,High-filer,0,0,7,8,-7,-8,6936
19125,2017,Low-filer,11,21,11,23,0,-2,6936
19125,2017,Small portfolio,96,116,70,86,26,30,6936
19125,2017,Single-purchase,1061,1231,1080,1251,-19,-20,6936
19125,2018,High-filer,5,9,5,6,0,3,7219
19125,2018,Low-filer,14,50,14,34,0,16,7219
19125,2018,Small portfolio,67,111,64,109,3,2,7219
19125,2018,Single-purchase,1035,1263,1038,1284,-3,-21,7219
19125,2019,High-filer,1,1,6,6,-5,-5,7493
19125,2019,Low-filer,13,90,16,92,-3,-2,7493
19125,2019,Small portfolio,55,70,59,183,-4,-113,7493
19125,2019,Single-purchase,891,1196,879,1076,12,120,7493
19126,2006,High-filer,3,3,1,1,2,2,2462
19126,2006,Low-filer,0,0,1,44,-1,-44,2462
19126,2006,Small portfolio,7,10,8,11,-1,-1,2462
19126,2006,Single-purchase,324,445,324,402,0,43,2462
19126,2007,High-filer,6,46,7,46,-1,0,2511
19126,2007,Low-filer,1,1,2,3,-1,-2,2511
19126,2007,Small portfolio,8,22,10,18,-2,4,2511
19126,2007,Single-purchase,239,296,235,298,4,-2,2511
19126,2008,High-filer,2,2,4,5,-2,-3,2511
19126,2008,Low-filer,3,3,2,2,1,1,2511
19126,2008,Small portfolio,3,5,2,3,1,2,2511
19126,2008,Single-purchase,147,160,147,160,0,0,2511
19126,2009,High-filer,6,7,1,1,5,6,2511
19126,2009,Low-filer,4,4,2,2,2,2,2511
19126,2009,Small portfolio,6,12,5,7,1,5,2511
19126,2009,Single-purchase,168,233,176,246,-8,-13,2511
19126,2010,High-filer,3,5,1,1,2,4,2511
19126,2010,Low-filer,4,8,2,2,2,6,2511
19126,2010,Small portfolio,7,12,5,17,2,-5,2511
19126,2010,Single-purchase,136,209,142,214,-6,-5,2511
19126,2011,High-filer,1,1,1,1,0,0,2511
19126,2011,Low-filer,8,36,2,3,6,33,2511
19126,2011,Small portfolio,6,10,11,18,-5,-8,2511
19126,2011,Single-purchase,128,139,129,164,-1,-25,2511
19126,2012,High-filer,2,2,0,0,2,2,2511
19126,2012,Low-filer,2,2,5,7,-3,-5,2511
19126,2012,Small portfolio,8,12,5,8,3,4,2511
19126,2012,Single-purchase,126,138,128,139,-2,-1,2511
19126,2013,High-filer,8,11,3,3,5,8,2511
19126,2013,Low-filer,5,6,4,4,1,2,2511
19126,2013,Small portfolio,10,13,6,7,4,6,2511
19126,2013,Single-purchase,127,132,137,148,-10,-16,2511
19126,2014,High-filer,8,10,8,13,0,-3,2511
19126,2014,Low-filer,4,10,5,5,-1,5,2511
19126,2014,Small portfolio,17,19,13,17,4,2,2511
19126,2014,Single-purchase,160,170,163,174,-3,-4,2511
19126,2015,High-filer,7,32,7,32,0,0,2511
19126,2015,Low-filer,5,5,1,1,4,4,2511
19126,2015,Small portfolio,11,15,5,31,6,-16,2511
19126,2015,Single-purchase,190,272,200,260,-10,12,2511
19126,2016,High-filer,2,2,4,5,-2,-3,2511
19126,2016,Low-filer,5,6,7,9,-2,-3,2511
19126,2016,Small portfolio,9,11,6,8,3,3,2511
19126,2016,Single-purchase,189,235,188,232,1,3,2511
19126,2017,High-filer,6,13,7,12,-1,1,2511
19126,2017,Low-filer,4,47,5,8,-1,39,2511
19126,2017,Small portfolio,18,24,8,10,10,14,2511
19126,2017,Single-purchase,247,302,255,356,-8,-54,2511
19126,2018,High-filer,6,7,6,6,0,1,2511
19126,2018,Low-filer,8,41,9,24,-1,17,2511
19126,2018,Small portfolio,19,44,8,12,11,32,2511
19126,2018,Single-purchase,214,226,224,276,-10,-50,2511
19126,2019,High-filer,2,3,6,8,-4,-5,2511
19126,2019,Low-filer,3,3,1,1,2,2,2511
19126,2019,Small portfolio,28,39,23,30,5,9,2511
19126,2019,Single-purchase,183,202,186,208,-3,-6,2511
19127,2006,High-filer,0,0,0,0,0,0,2389
19127,2006,Low-filer,2,2,2,2,0,0,2389
19127,2006,Small portfolio,16,23,9,11,7,12,2389
19127,2006,Single-purchase,191,230,198,242,-7,-12,2389
19127,2007,High-filer,0,0,1,1,-1,-1,2449
19127,2007,Low-filer,0,0,1,2,-1,-2,2449
19127,2007,Small portfolio,8,10,11,13,-3,-3,2449
19127,2007,Single-purchase,153,169,148,163,5,6,2449
19127,2008,High-filer,0,0,1,1,-1,-1,2452
19127,2008,Low-filer,0,0,0,0,0,0,2452
19127,2008,Small portfolio,4,4,6,8,-2,-4,2452
19127,2008,Single-purchase,133,153,130,148,3,5,2452
19127,2009,High-filer,0,0,0,0,0,0,2456
19127,2009,Low-filer,0,0,0,0,0,0,2456
19127,2009,Small portfolio,4,4,4,4,0,0,2456
19127,2009,Single-purchase,112,123,112,123,0,0,2456
19127,2010,High-filer,0,0,0,0,0,0,2475
19127,2010,Low-filer,2,2,0,0,2,2,2475
19127,2010,Small portfolio,7,9,6,7,1,2,2475
19127,2010,Single-purchase,109,137,112,141,-3,-4,2475
19127,2011,High-filer,2,2,0,0,2,2,2484
19127,2011,Low-filer,10,19,5,7,5,12,2484
19127,2011,Small portfolio,8,11,5,5,3,6,2484
19127,2011,Single-purchase,90,103,100,123,-10,-20,2484
19127,2012,High-filer,0,0,1,1,-1,-1,2493
19127,2012,Low-filer,4,5,6,11,-2,-6,2493
19127,2012,Small portfolio,7,10,6,7,1,3,2493
19127,2012,Single-purchase,116,137,114,133,2,4,2493
19127,2013,High-filer,1,1,1,1,0,0,2500
19127,2013,Low-filer,5,12,2,2,3,10,2500
19127,2013,Small portfolio,12,19,11,14,1,5,2500
19127,2013,Single-purchase,98,117,102,132,-4,-15,2500
19127,2014,High-filer,1,1,0,0,1,1,2513
19127,2014,Low-filer,2,2,6,17,-4,-15,2513
19127,2014,Small portfolio,13,65,8,27,5,38,2513
19127,2014,Single-purchase,122,161,124,185,-2,-24,2513
19127,2015,High-filer,1,1,2,2,-1,-1,2530
19127,2015,Low-filer,5,6,1,1,4,5,2530
19127,2015,Small portfolio,19,26,12,18,7,8,2530
19127,2015,Single-purchase,120,140,130,152,-10,-12,2530
19127,2016,High-filer,2,3,2,2,0,1,2720
19127,2016,Low-filer,2,2,0,0,2,2,2720
19127,2016,Small portfolio,11,24,8,11,3,13,2720
19127,2016,Single-purchase,182,218,187,234,-5,-16,2720
19127,2017,High-filer,1,1,2,2,-1,-1,2756
19127,2017,Low-filer,3,9,2,3,1,6,2756
19127,2017,Small portfolio,19,36,15,36,4,0,2756
19127,2017,Single-purchase,187,289,191,294,-4,-5,2756
19127,2018,High-filer,0,0,0,0,0,0,2794
19127,2018,Low-filer,0,0,1,1,-1,-1,2794
19127,2018,Small portfolio,11,13,12,15,-1,-2,2794
19127,2018,Single-purchase,176,444,174,441,2,3,2794
19127,2019,High-filer,0,0,0,0,0,0,2797
19127,2019,Low-filer,1,1,1,1,0,0,2797
19127,2019,Small portfolio,18,26,11,19,7,7,2797
19127,2019,Single-purchase,163,231,170,238,-7,-7,2797
19128,2006,High-filer,0,0,0,0,0,0,7023
19128,2006,Low-filer,1,1,2,42,-1,-41,7023
19128,2006,Small portfolio,16,25,21,43,-5,-18,7023
19128,2006,Single-purchase,698,1057,692,998,6,59,7023
19128,2007,High-filer,2,2,5,62,-3,-60,7177
19128,2007,Low-filer,6,63,1,1,5,62,7177
19128,2007,Small portfolio,21,37,25,40,-4,-3,7177
19128,2007,Single-purchase,681,850,679,849,2,1,7177
19128,2008,High-filer,1,1,0,0,1,1,7313
19128,2008,Low-filer,2,3,4,5,-2,-2,7313
19128,2008,Small portfolio,18,31,17,28,1,3,7313
19128,2008,Single-purchase,511,567,511,569,0,-2,7313
19128,2009,High-filer,1,1,1,1,0,0,7297
19128,2009,Low-filer,10,19,3,3,7,16,7297
19128,2009,Small portfolio,11,19,12,20,-1,-1,7297
19128,2009,Single-purchase,495,532,501,547,-6,-15,7297
19128,2010,High-filer,1,2,0,0,1,2,7346
19128,2010,Low-filer,10,15,7,8,3,7,7346
19128,2010,Small portfolio,19,27,18,27,1,0,7346
19128,2010,Single-purchase,434,777,439,786,-5,-9,7346
19128,2011,High-filer,4,4,2,4,2,0,7357
19128,2011,Low-filer,6,11,5,6,1,5,7357
19128,2011,Small portfolio,18,34,15,28,3,6,7357
19128,2011,Single-purchase,338,507,344,518,-6,-11,7357
19128,2012,High-filer,3,5,3,5,0,0,7391
19128,2012,Low-filer,10,14,9,13,1,1,7391
19128,2012,Small portfolio,20,36,14,27,6,9,7391
19128,2012,Single-purchase,462,601,469,611,-7,-10,7391
19128,2013,High-filer,3,40,2,2,1,38,7595
19128,2013,Low-filer,10,16,9,14,1,2,7595
19128,2013,Small portfolio,39,62,36,74,3,-12,7595
19128,2013,Single-purchase,518,727,523,755,-5,-28,7595
19128,2014,High-filer,2,2,1,1,1,1,7649
19128,2014,Low-filer,10,12,10,50,0,-38,7649
19128,2014,Small portfolio,39,55,27,36,12,19,7649
19128,2014,Single-purchase,542,656,555,638,-13,18,7649
19128,2015,High-filer,0,0,1,1,-1,-1,7688
19128,2015,Low-filer,16,55,10,22,6,33,7688
19128,2015,Small portfolio,25,43,27,45,-2,-2,7688
19128,2015,Single-purchase,588,911,591,941,-3,-30,7688
19128,2016,High-filer,0,0,1,1,-1,-1,7730
19128,2016,Low-filer,11,23,6,7,5,16,7730
19128,2016,Small portfolio,37,63,23,36,14,27,7730
19128,2016,Single-purchase,715,855,733,897,-18,-42,7730
19128,2017,High-filer,2,2,1,1,1,1,7791
19128,2017,Low-filer,10,18,14,30,-4,-12,7791
19128,2017,Small portfolio,38,133,24,78,14,55,7791
19128,2017,Single-purchase,737,822,748,866,-11,-44,7791
19128,2018,High-filer,0,0,2,5,-2,-5,7846
19128,2018,Low-filer,10,47,9,44,1,3,7846
19128,2018,Small portfolio,48,64,27,43,21,21,7846
19128,2018,Single-purchase,767,1045,787,1064,-20,-19,7846
19128,2019,High-filer,1,2,0,0,1,2,8029
19128,2019,Low-filer,2,5,6,9,-4,-4,8029
19128,2019,Small portfolio,30,50,26,37,4,13,8029
19128,2019,Single-purchase,772,884,773,895,-1,-11,8029
19129,2006,High-filer,6,9,2,3,4,6,2703
19129,2006,Low-filer,8,13,0,0,8,13,2703
19129,2006,Small portfolio,5,80,7,7,-2,73,2703
19129,2006,Single-purchase,200,222,210,314,-10,-92,2703
19129,2007,High-filer,4,4,4,4,0,0,2729
19129,2007,Low-filer,2,2,5,13,-3,-11,2729
19129,2007,Small portfolio,6,14,7,11,-1,3,2729
19129,2007,Single-purchase,218,258,214,250,4,8,2729
19129,2008,High-filer,3,3,0,0,3,3,2771
19129,2008,Low-filer,7,7,4,5,3,2,2771
19129,2008,Small portfolio,10,13,7,9,3,4,2771
19129,2008,Single-purchase,132,140,141,149,-9,-9,2771
19129,2009,High-filer,1,2,1,1,0,1,2772
19129,2009,Low-filer,2,3,2,3,0,0,2772
19129,2009,Small portfolio,5,5,6,6,-1,-1,2772
19129,2009,Single-purchase,127,136,126,136,1,0,2772
19129,2010,High-filer,0,0,1,1,-1,-1,2784
19129,2010,Low-filer,2,4,5,5,-3,-1,2784
19129,2010,Small portfolio,5,12,8,15,-3,-3,2784
19129,2010,Single-purchase,119,122,112,117,7,5,2784
19129,2011,High-filer,0,0,0,0,0,0,2788
19129,2011,Low-filer,1,1,2,2,-1,-1,2788
19129,2011,Small portfolio,7,9,7,10,0,-1,2788
19129,2011,Single-purchase,76,78,75,76,1,2,2788
19129,2012,High-filer,2,2,0,0,2,2,2796
19129,2012,Low-filer,2,2,0,0,2,2,2796
19129,2012,Small portfolio,9,10,4,6,5,4,2796
19129,2012,Single-purchase,89,96,98,104,-9,-8,2796
19129,2013,High-filer,5,5,4,4,1,1,2805
19129,2013,Low-filer,3,4,2,2,1,2,2805
19129,2013,Small portfolio,7,10,3,3,4,7,2805
19129,2013,Single-purchase,133,192,139,202,-6,-10,2805
19129,2014,High-filer,2,2,3,22,-1,-20,2805
19129,2014,Low-filer,4,12,6,15,-2,-3,2805
19129,2014,Small portfolio,12,51,12,14,0,37,2805
19129,2014,Single-purchase,149,157,146,171,3,-14,2805
19129,2015,High-filer,1,1,1,1,0,0,2821
19129,2015,Low-filer,3,4,5,5,-2,-1,2821
19129,2015,Small portfolio,13,13,9,27,4,-14,2821
19129,2015,Single-purchase,187,238,189,223,-2,15,2821
19129,2016,High-filer,4,22,0,0,4,22,2844
19129,2016,Low-filer,11,23,6,15,5,8,2844
19129,2016,Small portfolio,30,42,26,36,4,6,2844
19129,2016,Single-purchase,186,265,199,301,-13,-36,2844
19129,2017,High-filer,1,1,1,1,0,0,2844
19129,2017,Low-filer,5,6,10,14,-5,-8,2844
19129,2017,Small portfolio,18,24,11,15,7,9,2844
19129,2017,Single-purchase,190,258,192,259,-2,-1,2844
19129,2018,High-filer,1,1,0,0,1,1,2846
19129,2018,Low-filer,7,7,6,6,1,1,2846
19129,2018,Small portfolio,20,43,10,20,10,23,2846
19129,2018,Single-purchase,180,201,192,226,-12,-25,2846
19129,2019,High-filer,5,6,1,1,4,5,2879
19129,2019,Low-filer,21,116,13,63,8,53,2879
19129,2019,Small portfolio,23,50,24,118,-1,-68,2879
19129,2019,Single-purchase,187,280,198,270,-11,10,2879
19130,2006,High-filer,0,0,0,0,0,0,11051
19130,2006,Low-filer,4,8,6,16,-2,-8,11051
19130,2006,Small portfolio,12,23,15,58,-3,-35,11051
19130,2006,Single-purchase,456,608,451,565,5,43,11051
19130,2007,High-filer,2,3,0,0,2,3,11129
19130,2007,Low-filer,9,24,10,33,-1,-9,11129
19130,2007,Small portfolio,15,33,19,49,-4,-16,11129
19130,2007,Single-purchase,423,533,420,511,3,22,11129
19130,2008,High-filer,3,3,5,7,-2,-4,11226
19130,2008,Low-filer,4,6,5,8,-1,-2,11226
19130,2008,Small portfolio,31,92,21,66,10,26,11226
19130,2008,Single-purchase,300,379,307,399,-7,-20,11226
19130,2009,High-filer,1,2,2,2,-1,0,11266
19130,2009,Low-filer,14,26,5,13,9,13,11266
19130,2009,Small portfolio,18,34,19,37,-1,-3,11266
19130,2009,Single-purchase,276,360,283,370,-7,-10,11266
19130,2010,High-filer,4,5,3,3,1,2,11322
19130,2010,Low-filer,11,28,14,44,-3,-16,11322
19130,2010,Small portfolio,19,30,14,30,5,0,11322
19130,2010,Single-purchase,282,338,285,324,-3,14,11322
19130,2011,High-filer,0,0,1,2,-1,-2,11408
19130,2011,Low-filer,7,34,7,34,0,0,11408
19130,2011,Small portfolio,17,51,18,63,-1,-12,11408
19130,2011,Single-purchase,278,338,276,324,2,14,11408
19130,2012,High-filer,3,5,1,2,2,3,11546
19130,2012,Low-filer,33,147,28,133,5,14,11546
19130,2012,Small portfolio,36,77,25,53,11,24,11546
19130,2012,Single-purchase,350,678,368,719,-18,-41,11546
19130,2013,High-filer,3,5,2,2,1,3,11930
19130,2013,Low-filer,11,28,5,13,6,15,11930
19130,2013,Small portfolio,31,67,25,43,6,24,11930
19130,2013,Single-purchase,373,468,386,510,-13,-42,11930
19130,2014,High-filer,0,0,0,0,0,0,12025
19130,2014,Low-filer,15,101,14,97,1,4,12025
19130,2014,Small portfolio,37,94,34,88,3,6,12025
19130,2014,Single-purchase,389,496,393,506,-4,-10,12025
19130,2015,High-filer,0,0,1,1,-1,-1,12464
19130,2015,Low-filer,17,73,20,70,-3,3,12464
19130,2015,Small portfolio,41,77,26,50,15,27,12464
19130,2015,Single-purchase,358,511,369,540,-11,-29,12464
19130,2016,High-filer,2,5,1,2,1,3,12748
19130,2016,Low-filer,17,82,11,66,6,16,12748
19130,2016,Small portfolio,32,68,33,58,-1,10,12748
19130,2016,Single-purchase,418,556,424,585,-6,-29,12748
19130,2017,High-filer,0,0,1,2,-1,-2,13071
19130,2017,Low-filer,11,35,6,10,5,25,13071
19130,2017,Small portfolio,48,132,35,79,13,53,13071
19130,2017,Single-purchase,398,585,415,661,-17,-76,13071
19130,2018,High-filer,3,4,0,0,3,4,13588
19130,2018,Low-filer,10,23,7,18,3,5,13588
19130,2018,Small portfolio,46,139,36,95,10,44,13588
19130,2018,Single-purchase,433,683,449,736,-16,-53,13588
19130,2019,High-filer,2,3,1,2,1,1,13656
19130,2019,Low-filer,14,38,15,45,-1,-7,13656
19130,2019,Small portfolio,57,162,39,74,18,88,13656
19130,2019,Single-purchase,390,559,408,641,-18,-82,13656
19131,2006,High-filer,25,25,15,15,10,10,12354
19131,2006,Low-filer,14,16,14,17,0,-1,12354
19131,2006,Small portfolio,72,80,46,46,26,34,12354
19131,2006,Single-purchase,666,959,702,1002,-36,-43,12354
19131,2007,High-filer,34,44,29,38,5,6,12404
19131,2007,Low-filer,4,4,29,30,-25,-26,12404
19131,2007,Small portfolio,60,73,77,91,-17,-18,12404
19131,2007,Single-purchase,523,596,486,558,37,38,12404
19131,2008,High-filer,17,17,17,19,0,-2,12407
19131,2008,Low-filer,14,15,9,105,5,-90,12407
19131,2008,Small portfolio,59,64,58,64,1,0,12407
19131,2008,Single-purchase,377,688,383,596,-6,92,12407
19131,2009,High-filer,20,24,13,14,7,10,12473
19131,2009,Low-filer,25,26,22,26,3,0,12473
19131,2009,Small portfolio,50,62,47,58,3,4,12473
19131,2009,Single-purchase,315,383,328,397,-13,-14,12473
19131,2010,High-filer,26,30,13,15,13,15,12502
19131,2010,Low-filer,26,28,23,24,3,4,12502
19131,2010,Small portfolio,42,49,44,47,-2,2,12502
19131,2010,Single-purchase,331,355,345,376,-14,-21,12502
19131,2011,High-filer,36,39,23,28,13,11,12511
19131,2011,Low-filer,28,129,31,35,-3,94,12511
19131,2011,Small portfolio,73,83,55,63,18,20,12511
19131,2011,Single-purchase,261,308,289,433,-28,-125,12511
19131,2012,High-filer,24,28,14,15,10,13,12486
19131,2012,Low-filer,43,99,30,36,13,63,12486
19131,2012,Small portfolio,54,69,46,55,8,14,12486
19131,2012,Single-purchase,277,794,308,884,-31,-90,12486
19131,2013,High-filer,25,29,18,21,7,8,12515
19131,2013,Low-filer,44,50,40,47,4,3,12515
19131,2013,Small portfolio,61,69,53,63,8,6,12515
19131,2013,Single-purchase,312,343,331,360,-19,-17,12515
19131,2014,High-filer,18,22,17,19,1,3,12541
19131,2014,Low-filer,37,42,43,47,-6,-5,12541
19131,2014,Small portfolio,73,82,66,73,7,9,12541
19131,2014,Single-purchase,347,738,349,745,-2,-7,12541
19131,2015,High-filer,25,29,18,25,7,4,12595
19131,2015,Low-filer,48,53,53,59,-5,-6,12595
19131,2015,Small portfolio,96,106,76,98,20,8,12595
19131,2015,Single-purchase,410,470,432,476,-22,-6,12595
19131,2016,High-filer,27,29,19,24,8,5,12659
19131,2016,Low-filer,79,215,59,180,20,35,12659
19131,2016,Small portfolio,110,140,96,126,14,14,12659
19131,2016,Single-purchase,467,691,509,745,-42,-54,12659
19131,2017,High-filer,29,33,23,29,6,4,12647
19131,2017,Low-filer,49,52,47,72,2,-20,12647
19131,2017,Small portfolio,138,189,91,107,47,82,12647
19131,2017,Single-purchase,494,705,549,771,-55,-66,12647
19131,2018,High-filer,23,414,27,415,-4,-1,12647
19131,2018,Low-filer,55,86,45,56,10,30,12647
19131,2018,Small portfolio,110,135,109,162,1,-27,12647
19131,2018,Single-purchase,502,560,509,562,-7,-2,12647
19131,2019,High-filer,18,39,19,37,-1,2,12705
19131,2019,Low-filer,30,44,31,51,-1,-7,12705
19131,2019,Small portfolio,144,179,107,127,37,52,12705
19131,2019,Single-purchase,539,638,574,685,-35,-47,12705
19132,2006,High-filer,53,57,32,38,21,19,8444
19132,2006,Low-filer,9,9,21,24,-12,-15,8444
19132,2006,Small portfolio,99,105,126,138,-27,-33,8444
19132,2006,Single-purchase,709,767,691,738,18,29,8444
19132,2007,High-filer,30,37,24,33,6,4,8444
19132,2007,Low-filer,23,24,34,36,-11,-12,8444
19132,2007,Small portfolio,126,143,142,155,-16,-12,8444
19132,2007,Single-purchase,646,691,625,671,21,20,8444
19132,2008,High-filer,11,12,15,16,-4,-4,8458
19132,2008,Low-filer,33,35,46,57,-13,-22,8458
19132,2008,Small portfolio,161,190,132,138,29,52,8458
19132,2008,Single-purchase,498,548,510,574,-12,-26,8458
19132,2009,High-filer,16,21,15,17,1,4,8468
19132,2009,Low-filer,35,38,31,35,4,3,8468
19132,2009,Small portfolio,107,179,115,186,-8,-7,8468
19132,2009,Single-purchase,420,453,417,453,3,0,8468
19132,2010,High-filer,14,16,14,97,0,-81,8460
19132,2010,Low-filer,26,30,33,37,-7,-7,8460
19132,2010,Small portfolio,87,120,81,93,6,27,8460
19132,2010,Single-purchase,392,498,391,437,1,61,8460
19132,2011,High-filer,15,19,3,3,12,16,8489
19132,2011,Low-filer,38,116,28,40,10,76,8489
19132,2011,Small portfolio,63,71,81,137,-18,-66,8489
19132,2011,Single-purchase,366,402,370,428,-4,-26,8489
19132,2012,High-filer,12,15,11,15,1,0,8518
19132,2012,Low-filer,39,49,43,50,-4,-1,8518
19132,2012,Small portfolio,111,137,79,93,32,44,8518
19132,2012,Single-purchase,395,429,424,472,-29,-43,8518
19132,2013,High-filer,31,34,19,20,12,14,8522
19132,2013,Low-filer,18,23,28,44,-10,-21,8522
19132,2013,Small portfolio,104,183,108,139,-4,44,8522
19132,2013,Single-purchase,380,517,378,554,2,-37,8522
19132,2014,High-filer,7,8,8,10,-1,-2,8700
19132,2014,Low-filer,37,41,39,41,-2,0,8700
19132,2014,Small portfolio,102,127,110,128,-8,-1,8700
19132,2014,Single-purchase,508,552,497,549,11,3,8700
19132,2015,High-filer,10,10,11,11,-1,-1,8700
19132,2015,Low-filer,45,85,64,104,-19,-19,8700
19132,2015,Small portfolio,163,185,132,165,31,20,8700
19132,2015,Single-purchase,716,761,727,761,-11,0,8700
19132,2016,High-filer,30,75,24,24,6,51,8797
19132,2016,Low-filer,51,67,65,70,-14,-3,8797
19132,2016,Small portfolio,171,176,176,186,-5,-10,8797
19132,2016,Single-purchase,980,1013,967,1051,13,-38,8797
19132,2017,High-filer,19,28,15,17,4,11,8821
19132,2017,Low-filer,95,109,83,96,12,13,8821
19132,2017,Small portfolio,191,210,176,196,15,14,8821
19132,2017,Single-purchase,1014,1113,1045,1151,-31,-38,8821
19132,2018,High-filer,21,65,23,65,-2,0,8834
19132,2018,Low-filer,71,73,65,67,6,6,8834
19132,2018,Small portfolio,198,215,145,168,53,47,8834
19132,2018,Single-purchase,1086,1133,1143,1186,-57,-53,8834
19132,2019,High-filer,22,23,14,14,8,9,8846
19132,2019,Low-filer,84,139,70,125,14,14,8846
19132,2019,Small portfolio,222,274,176,229,46,45,8846
19132,2019,Single-purchase,842,880,910,948,-68,-68,8846
19133,2006,High-filer,14,14,9,9,5,5,4721
19133,2006,Low-filer,0,0,2,4,-2,-4,4721
19133,2006,Small portfolio,38,44,45,57,-7,-13,4721
19133,2006,Single-purchase,512,557,508,545,4,12,4721
19133,2007,High-filer,5,5,8,10,-3,-5,4722
19133,2007,Low-filer,13,13,11,14,2,-1,4722
19133,2007,Small portfolio,36,43,46,57,-10,-14,4722
19133,2007,Single-purchase,433,489,422,469,11,20,4722
19133,2008,High-filer,10,11,8,8,2,3,4761
19133,2008,Low-filer,7,8,9,11,-2,-3,4761
19133,2008,Small portfolio,34,49,45,52,-11,-3,4761
19133,2008,Single-purchase,363,405,352,402,11,3,4761
19133,2009,High-filer,1,1,1,1,0,0,4917
19133,2009,Low-filer,6,6,3,3,3,3,4917
19133,2009,Small portfolio,26,29,28,35,-2,-6,4917
19133,2009,Single-purchase,307,331,308,328,-1,3,4917
19133,2010,High-filer,2,2,1,1,1,1,4932
19133,2010,Low-filer,6,14,19,33,-13,-19,4932
19133,2010,Small portfolio,19,24,18,36,1,-12,4932
19133,2010,Single-purchase,313,349,302,319,11,30,4932
19133,2011,High-filer,4,6,3,3,1,3,4944
19133,2011,Low-filer,7,10,9,14,-2,-4,4944
19133,2011,Small portfolio,25,35,21,41,4,-6,4944
19133,2011,Single-purchase,228,261,231,254,-3,7,4944
19133,2012,High-filer,4,4,4,6,0,-2,4966
19133,2012,Low-filer,17,20,16,24,1,-4,4966
19133,2012,Small portfolio,38,52,25,36,13,16,4966
19133,2012,Single-purchase,298,344,312,354,-14,-10,4966
19133,2013,High-filer,3,3,2,2,1,1,4975
19133,2013,Low-filer,9,12,5,7,4,5,4975
19133,2013,Small portfolio,20,22,24,33,-4,-11,4975
19133,2013,Single-purchase,279,318,280,313,-1,5,4975
19133,2014,High-filer,4,4,0,0,4,4,4985
19133,2014,Low-filer,4,6,14,23,-10,-17,4985
19133,2014,Small portfolio,23,44,25,55,-2,-11,4985
19133,2014,Single-purchase,292,334,284,310,8,24,4985
19133,2015,High-filer,4,8,5,7,-1,1,4998
19133,2015,Low-filer,5,6,8,12,-3,-6,4998
