zip5,year,filer_type,n_acq,units_acq,n_sell,units_sell,net_transfers,net_units,total_units
19114,2019,Small portfolio,18,25,2,4,16,21,5147
19114,2019,Single-purchase,424,500,436,515,-12,-15,5147
19115,2006,High-filer,0,0,0,0,0,0,5732
19115,2006,Low-filer,0,0,0,0,0,0,5732
19115,2006,Small portfolio,2,3,3,5,-1,-2,5732
19115,2006,Single-purchase,407,489,406,487,1,2,5732
19115,2007,High-filer,0,0,0,0,0,0,5826
19115,2007,Low-filer,3,3,3,3,0,0,5826
19115,2007,Small portfolio,2,4,7,13,-5,-9,5826
19115,2007,Single-purchase,323,342,318,333,5,9,5826
19115,2008,High-filer,4,34,0,0,4,34,5826
19115,2008,Low-filer,5,26,2,9,3,17,5826
19115,2008,Small portfolio,0,0,5,35,-5,-35,5826
19115,2008,Single-purchase,243,256,245,272,-2,-16,5826
19115,2009,High-filer,0,0,0,0,0,0,5844
19115,2009,Low-filer,0,0,2,2,-2,-2,5844
19115,2009,Small portfolio,3,3,4,5,-1,-2,5844
19115,2009,Single-purchase,257,322,254,318,3,4,5844
19115,2010,High-filer,0,0,1,58,-1,-58,6327
19115,2010,Low-filer,1,2,1,2,0,0,6327
19115,2010,Small portfolio,6,10,3,4,3,6,6327
19115,2010,Single-purchase,227,299,229,247,-2,52,6327
19115,2011,High-filer,0,0,0,0,0,0,6327
19115,2011,Low-filer,4,6,2,4,2,2,6327
19115,2011,Small portfolio,7,11,2,3,5,8,6327
19115,2011,Single-purchase,205,220,212,230,-7,-10,6327
19115,2012,High-filer,1,1,0,0,1,1,6329
19115,2012,Low-filer,5,8,6,9,-1,-1,6329
19115,2012,Small portfolio,7,9,8,12,-1,-3,6329
19115,2012,Single-purchase,244,267,243,264,1,3,6329
19115,2013,High-filer,1,1,0,0,1,1,6329
19115,2013,Low-filer,0,0,1,1,-1,-1,6329
19115,2013,Small portfolio,13,19,6,8,7,11,6329
19115,2013,Single-purchase,255,333,262,344,-7,-11,6329
19115,2014,High-filer,2,3,2,3,0,0,6329
19115,2014,Low-filer,2,4,0,0,2,4,6329
19115,2014,Small portfolio,15,39,10,31,5,8,6329
19115,2014,Single-purchase,268,276,275,288,-7,-12,6329
19115,2015,High-filer,0,0,1,1,-1,-1,6330
19115,2015,Low-filer,2,6,2,4,0,2,6330
19115,2015,Small portfolio,12,19,6,11,6,8,6330
19115,2015,Single-purchase,318,523,323,532,-5,-9,6330
19115,2016,High-filer,0,0,0,0,0,0,6330
19115,2016,Low-filer,1,1,1,4,0,-3,6330
19115,2016,Small portfolio,3,5,5,7,-2,-2,6330
19115,2016,Single-purchase,358,370,356,365,2,5,6330
19115,2017,High-filer,0,0,1,1,-1,-1,6330
19115,2017,Low-filer,1,1,3,3,-2,-2,6330
19115,2017,Small portfolio,9,100,10,101,-1,-1,6330
19115,2017,Single-purchase,347,378,343,374,4,4,6330
19115,2018,High-filer,1,1,0,0,1,1,6330
19115,2018,Low-filer,12,25,10,22,2,3,6330
19115,2018,Small portfolio,22,32,21,28,1,4,6330
19115,2018,Single-purchase,369,398,373,406,-4,-8,6330
19115,2019,High-filer,0,0,0,0,0,0,6330
19115,2019,Low-filer,8,19,10,23,-2,-4,6330
19115,2019,Small portfolio,7,8,5,6,2,2,6330
19115,2019,Single-purchase,329,436,329,434,0,2,6330
19116,2006,High-filer,0,0,0,0,0,0,5511
19116,2006,Low-filer,0,0,1,2,-1,-2,5511
19116,2006,Small portfolio,7,12,8,14,-1,-2,5511
19116,2006,Single-purchase,370,426,368,422,2,4,5511
19116,2007,High-filer,1,58,2,124,-1,-66,5515
19116,2007,Low-filer,5,10,5,10,0,0,5515
19116,2007,Small portfolio,10,18,8,14,2,4,5515
19116,2007,Single-purchase,334,433,335,371,-1,62,5515
19116,2008,High-filer,0,0,0,0,0,0,5554
19116,2008,Low-filer,2,4,1,3,1,1,5554
19116,2008,Small portfolio,5,11,6,10,-1,1,5554
19116,2008,Single-purchase,273,313,273,315,0,-2,5554
19116,2009,High-filer,0,0,0,0,0,0,5557
19116,2009,Low-filer,1,1,2,4,-1,-3,5557
19116,2009,Small portfolio,4,8,6,11,-2,-3,5557
19116,2009,Single-purchase,297,329,294,323,3,6,5557
19116,2010,High-filer,1,2,1,1,0,1,5557
19116,2010,Low-filer,1,2,2,3,-1,-1,5557
19116,2010,Small portfolio,13,22,6,10,7,12,5557
19116,2010,Single-purchase,230,265,236,277,-6,-12,5557
19116,2011,High-filer,0,0,0,0,0,0,5595
19116,2011,Low-filer,6,10,4,8,2,2,5595
19116,2011,Small portfolio,9,17,6,12,3,5,5595
19116,2011,Single-purchase,210,284,215,291,-5,-7,5595
19116,2012,High-filer,2,68,0,0,2,68,5603
19116,2012,Low-filer,5,9,4,7,1,2,5603
19116,2012,Small portfolio,13,23,9,24,4,-1,5603
19116,2012,Single-purchase,283,322,290,391,-7,-69,5603
19116,2013,High-filer,0,0,0,0,0,0,5604
19116,2013,Low-filer,8,20,5,15,3,5,5604
19116,2013,Small portfolio,16,31,10,18,6,13,5604
19116,2013,Single-purchase,257,437,266,455,-9,-18,5604
19116,2014,High-filer,0,0,0,0,0,0,5607
19116,2014,Low-filer,10,16,6,10,4,6,5607
19116,2014,Small portfolio,17,27,9,16,8,11,5607
19116,2014,Single-purchase,256,327,268,344,-12,-17,5607
19116,2015,High-filer,1,1,0,0,1,1,5636
19116,2015,Low-filer,11,19,9,15,2,4,5636
19116,2015,Small portfolio,13,21,13,21,0,0,5636
19116,2015,Single-purchase,269,323,272,328,-3,-5,5636
19116,2016,High-filer,0,0,0,0,0,0,5637
19116,2016,Low-filer,4,6,5,6,-1,0,5637
19116,2016,Small portfolio,14,34,7,11,7,23,5637
19116,2016,Single-purchase,360,411,366,434,-6,-23,5637
19116,2017,High-filer,2,4,2,4,0,0,5639
19116,2017,Low-filer,8,13,3,6,5,7,5639
19116,2017,Small portfolio,22,50,16,25,6,25,5639
19116,2017,Single-purchase,338,528,349,560,-11,-32,5639
19116,2018,High-filer,0,0,0,0,0,0,5640
19116,2018,Low-filer,9,26,7,22,2,4,5640
19116,2018,Small portfolio,18,29,18,27,0,2,5640
19116,2018,Single-purchase,382,507,384,513,-2,-6,5640
19116,2019,High-filer,0,0,0,0,0,0,5640
19116,2019,Low-filer,8,12,8,10,0,2,5640
19116,2019,Small portfolio,11,23,3,5,8,18,5640
19116,2019,Single-purchase,325,385,333,405,-8,-20,5640
19118,2006,High-filer,0,0,0,0,0,0,1914
19118,2006,Low-filer,1,1,0,0,1,1,1914
19118,2006,Small portfolio,5,6,2,9,3,-3,1914
19118,2006,Single-purchase,132,152,136,150,-4,2,1914
19118,2007,High-filer,0,0,1,2,-1,-2,1923
19118,2007,Low-filer,1,1,2,2,-1,-1,1923
19118,2007,Small portfolio,3,3,3,4,0,-1,1923
19118,2007,Single-purchase,128,163,126,159,2,4,1923
19118,2008,High-filer,0,0,0,0,0,0,1927
19118,2008,Low-filer,1,1,2,3,-1,-2,1927
19118,2008,Small portfolio,1,4,2,4,-1,0,1927
19118,2008,Single-purchase,138,157,136,155,2,2,1927
19118,2009,High-filer,0,0,0,0,0,0,1927
19118,2009,Low-filer,0,0,0,0,0,0,1927
19118,2009,Small portfolio,1,5,2,6,-1,-1,1927
19118,2009,Single-purchase,88,93,87,92,1,1,1927
19118,2010,High-filer,0,0,0,0,0,0,1927
19118,2010,Low-filer,2,2,0,0,2,2,1927
19118,2010,Small portfolio,0,0,2,2,-2,-2,1927
19118,2010,Single-purchase,97,98,97,98,0,0,1927
19118,2011,High-filer,0,0,0,0,0,0,1927
19118,2011,Low-filer,2,6,2,6,0,0,1927
19118,2011,Small portfolio,0,0,0,0,0,0,1927
19118,2011,Single-purchase,89,93,89,93,0,0,1927
19118,2012,High-filer,0,0,0,0,0,0,1927
19118,2012,Low-filer,2,5,1,1,1,4,1927
19118,2012,Small portfolio,0,0,4,7,-4,-7,1927
19118,2012,Single-purchase,93,233,90,230,3,3,1927
19118,2013,High-filer,0,0,0,0,0,0,1927
19118,2013,Low-filer,3,3,3,3,0,0,1927
19118,2013,Small portfolio,1,8,1,1,0,7,1927
19118,2013,Single-purchase,110,123,110,130,0,-7,1927
19118,2014,High-filer,0,0,0,0,0,0,1927
19118,2014,Low-filer,5,85,3,81,2,4,1927
19118,2014,Small portfolio,2,3,0,0,2,3,1927
19118,2014,Single-purchase,129,143,133,150,-4,-7,1927
19118,2015,High-filer,0,0,0,0,0,0,1928
19118,2015,Low-filer,3,16,2,9,1,7,1928
19118,2015,Small portfolio,2,3,3,9,-1,-6,1928
19118,2015,Single-purchase,105,362,105,363,0,-1,1928
19118,2016,High-filer,1,2,0,0,1,2,1928
19118,2016,Low-filer,3,7,3,8,0,-1,1928
19118,2016,Small portfolio,5,7,3,5,2,2,1928
19118,2016,Single-purchase,137,259,140,262,-3,-3,1928
19118,2017,High-filer,0,0,0,0,0,0,1930
19118,2017,Low-filer,1,1,2,2,-1,-1,1930
19118,2017,Small portfolio,3,3,1,1,2,2,1930
19118,2017,Single-purchase,119,129,120,130,-1,-1,1930
19118,2018,High-filer,2,180,1,90,1,90,1930
19118,2018,Low-filer,0,0,2,97,-2,-97,1930
19118,2018,Small portfolio,1,1,1,1,0,0,1930
19118,2018,Single-purchase,98,134,97,127,1,7,1930
19118,2019,High-filer,1,1,1,1,0,0,1930
19118,2019,Low-filer,3,10,3,10,0,0,1930
19118,2019,Small portfolio,2,2,1,1,1,1,1930
19118,2019,Single-purchase,120,136,121,137,-1,-1,1930
19119,2006,High-filer,1,1,7,28,-6,-27,4764
19119,2006,Low-filer,5,8,6,18,-1,-10,4764
19119,2006,Small portfolio,18,21,15,23,3,-2,4764
19119,2006,Single-purchase,515,664,511,625,4,39,4764
19119,2007,High-filer,3,4,6,6,-3,-2,4771
19119,2007,Low-filer,3,4,4,5,-1,-1,4771
19119,2007,Small portfolio,13,25,21,40,-8,-15,4771
19119,2007,Single-purchase,495,567,483,549,12,18,4771
19119,2008,High-filer,2,2,0,0,2,2,4772
19119,2008,Low-filer,7,10,4,4,3,6,4772
19119,2008,Small portfolio,8,13,14,22,-6,-9,4772
19119,2008,Single-purchase,351,397,350,396,1,1,4772
19119,2009,High-filer,6,42,1,1,5,41,4788
19119,2009,Low-filer,3,6,8,10,-5,-4,4788
19119,2009,Small portfolio,18,20,12,49,6,-29,4788
19119,2009,Single-purchase,322,348,328,356,-6,-8,4788
19119,2010,High-filer,4,4,1,1,3,3,4788
19119,2010,Low-filer,12,13,2,2,10,11,4788
19119,2010,Small portfolio,22,27,17,18,5,9,4788
19119,2010,Single-purchase,283,296,301,319,-18,-23,4788
19119,2011,High-filer,4,4,1,1,3,3,4791
19119,2011,Low-filer,3,7,12,15,-9,-8,4791
19119,2011,Small portfolio,13,17,13,17,0,0,4791
19119,2011,Single-purchase,259,267,253,262,6,5,4791
19119,2012,High-filer,10,10,3,3,7,7,4792
19119,2012,Low-filer,11,18,4,6,7,12,4792
19119,2012,Small portfolio,18,20,12,15,6,5,4792
19119,2012,Single-purchase,305,370,325,394,-20,-24,4792
19119,2013,High-filer,3,3,3,9,0,-6,4792
19119,2013,Low-filer,12,19,10,15,2,4,4792
19119,2013,Small portfolio,31,38,21,23,10,15,4792
19119,2013,Single-purchase,386,444,398,457,-12,-13,4792
19119,2014,High-filer,6,29,5,5,1,24,4799
19119,2014,Low-filer,13,17,8,10,5,7,4799
19119,2014,Small portfolio,25,29,19,22,6,7,4799
19119,2014,Single-purchase,373,427,385,465,-12,-38,4799
19119,2015,High-filer,4,6,2,4,2,2,4835
19119,2015,Low-filer,13,17,12,12,1,5,4835
19119,2015,Small portfolio,29,43,18,22,11,21,4835
19119,2015,Single-purchase,390,438,404,466,-14,-28,4835
19119,2016,High-filer,14,46,11,38,3,8,4816
19119,2016,Low-filer,15,61,17,60,-2,1,4816
19119,2016,Small portfolio,27,30,23,32,4,-2,4816
19119,2016,Single-purchase,487,524,492,531,-5,-7,4816
19119,2017,High-filer,6,6,5,5,1,1,4854
19119,2017,Low-filer,11,33,10,30,1,3,4854
19119,2017,Small portfolio,35,53,24,41,11,12,4854
19119,2017,Single-purchase,531,665,544,681,-13,-16,4854
19119,2018,High-filer,0,0,2,2,-2,-2,4854
19119,2018,Low-filer,11,12,6,7,5,5,4854
19119,2018,Small portfolio,32,42,22,35,10,7,4854
19119,2018,Single-purchase,454,513,467,523,-13,-10,4854
19119,2019,High-filer,9,189,9,189,0,0,4854
19119,2019,Low-filer,13,15,14,15,-1,0,4854
19119,2019,Small portfolio,23,35,21,115,2,-80,4854
19119,2019,Single-purchase,481,596,482,516,-1,80,4854
19120,2006,High-filer,26,26,10,11,16,15,9820
19120,2006,Low-filer,14,17,8,10,6,7,9820
19120,2006,Small portfolio,122,145,76,88,46,57,9820
19120,2006,Single-purchase,1496,1708,1564,1787,-68,-79,9820
19120,2007,High-filer,17,21,19,22,-2,-1,9820
19120,2007,Low-filer,19,22,19,21,0,1,9820
19120,2007,Small portfolio,95,110,128,147,-33,-37,9820
19120,2007,Single-purchase,1193,1327,1158,1290,35,37,9820
19120,2008,High-filer,17,17,15,19,2,-2,9820
19120,2008,Low-filer,21,24,18,19,3,5,9820
19120,2008,Small portfolio,59,85,79,87,-20,-2,9820
19120,2008,Single-purchase,769,812,754,813,15,-1,9820
19120,2009,High-filer,8,73,11,11,-3,62,9822
19120,2009,Low-filer,34,41,27,33,7,8,9822
19120,2009,Small portfolio,56,60,61,63,-5,-3,9822
19120,2009,Single-purchase,686,719,685,786,1,-67,9822
19120,2010,High-filer,15,35,13,16,2,19,9822
19120,2010,Low-filer,49,58,38,42,11,16,9822
19120,2010,Small portfolio,70,98,58,84,12,14,9822
19120,2010,Single-purchase,634,660,659,709,-25,-49,9822
19120,2011,High-filer,13,16,12,15,1,1,9751
19120,2011,Low-filer,38,39,50,54,-12,-15,9751
19120,2011,Small portfolio,77,92,67,81,10,11,9751
19120,2011,Single-purchase,531,566,530,563,1,3,9751
19120,2012,High-filer,17,18,11,13,6,5,9822
19120,2012,Low-filer,32,56,33,36,-1,20,9822
19120,2012,Small portfolio,70,86,62,93,8,-7,9822
19120,2012,Single-purchase,472,509,485,527,-13,-18,9822
19120,2013,High-filer,7,9,7,8,0,1,9822
19120,2013,Low-filer,30,30,29,30,1,0,9822
19120,2013,Small portfolio,97,180,69,155,28,25,9822
19120,2013,Single-purchase,541,576,570,602,-29,-26,9822
19120,2014,High-filer,11,13,5,5,6,8,9822
19120,2014,Low-filer,32,33,30,32,2,1,9822
19120,2014,Small portfolio,109,134,59,81,50,53,9822
19120,2014,Single-purchase,609,657,667,719,-58,-62,9822
19120,2015,High-filer,12,12,12,12,0,0,9822
19120,2015,Low-filer,36,42,18,20,18,22,9822
19120,2015,Small portfolio,105,118,65,73,40,45,9822
19120,2015,Single-purchase,633,700,691,767,-58,-67,9822
19120,2016,High-filer,21,25,11,11,10,14,9822
19120,2016,Low-filer,37,40,45,49,-8,-9,9822
19120,2016,Small portfolio,138,189,78,88,60,101,9822
19120,2016,Single-purchase,783,853,845,959,-62,-106,9822
19120,2017,High-filer,37,50,23,29,14,21,9751
19120,2017,Low-filer,36,40,37,58,-1,-18,9751
19120,2017,Small portfolio,153,190,95,146,58,44,9751
19120,2017,Single-purchase,810,921,881,968,-71,-47,9751
19120,2018,High-filer,11,16,15,20,-4,-4,9755
19120,2018,Low-filer,19,27,26,29,-7,-2,9755
19120,2018,Small portfolio,136,154,89,93,47,61,9755
19120,2018,Single-purchase,881,934,917,989,-36,-55,9755
19120,2019,High-filer,11,16,7,9,4,7,9826
19120,2019,Low-filer,14,35,14,33,0,2,9826
19120,2019,Small portfolio,152,201,121,162,31,39,9826
19120,2019,Single-purchase,858,927,893,975,-35,-48,9826
19121,2006,High-filer,25,33,13,14,12,19,10099
19121,2006,Low-filer,30,39,31,47,-1,-8,10099
19121,2006,Small portfolio,111,149,97,153,14,-4,10099
19121,2006,Single-purchase,610,824,635,831,-25,-7,10099
19121,2007,High-filer,18,28,11,12,7,16,10225
19121,2007,Low-filer,26,46,43,73,-17,-27,10225
19121,2007,Small portfolio,106,147,152,244,-46,-97,10225
19121,2007,Single-purchase,623,1040,567,932,56,108,10225
19121,2008,High-filer,17,23,17,28,0,-5,10325
19121,2008,Low-filer,34,66,54,96,-20,-30,10325
19121,2008,Small portfolio,143,232,147,257,-4,-25,10325
19121,2008,Single-purchase,497,764,473,704,24,60,10325
19121,2009,High-filer,8,78,5,6,3,72,10482
19121,2009,Low-filer,34,67,44,112,-10,-45,10482
19121,2009,Small portfolio,97,171,101,165,-4,6,10482
19121,2009,Single-purchase,418,636,407,669,11,-33,10482
19121,2010,High-filer,8,15,5,7,3,8,10640
19121,2010,Low-filer,46,116,36,71,10,45,10640
19121,2010,Small portfolio,99,161,97,169,2,-8,10640
19121,2010,Single-purchase,432,608,447,653,-15,-45,10640
19121,2011,High-filer,9,13,10,86,-1,-73,10864
19121,2011,Low-filer,39,82,34,74,5,8,10864
19121,2011,Small portfolio,76,136,74,127,2,9,10864
19121,2011,Single-purchase,370,654,376,598,-6,56,10864
19121,2012,High-filer,26,40,8,10,18,30,11245
19121,2012,Low-filer,60,132,53,102,7,30,11245
19121,2012,Small portfolio,123,265,92,176,31,89,11245
19121,2012,Single-purchase,377,605,433,754,-56,-149,11245
19121,2013,High-filer,20,33,9,15,11,18,11463
19121,2013,Low-filer,45,99,41,102,4,-3,11463
19121,2013,Small portfolio,100,188,86,161,14,27,11463
19121,2013,Single-purchase,412,732,441,774,-29,-42,11463
19121,2014,High-filer,23,42,8,15,15,27,11793
19121,2014,Low-filer,47,88,45,76,2,12,11793
19121,2014,Small portfolio,120,217,111,180,9,37,11793
19121,2014,Single-purchase,435,658,461,734,-26,-76,11793
19121,2015,High-filer,20,29,19,27,1,2,11915
19121,2015,Low-filer,80,103,81,105,-1,-2,11915
19121,2015,Small portfolio,175,279,102,167,73,112,11915
19121,2015,Single-purchase,565,828,638,940,-73,-112,11915
19121,2016,High-filer,21,26,18,26,3,0,12134
19121,2016,Low-filer,82,111,59,75,23,36,12134
19121,2016,Small portfolio,213,353,177,289,36,64,12134
19121,2016,Single-purchase,896,1167,958,1267,-62,-100,12134
19121,2017,High-filer,8,10,18,18,-10,-8,12489
19121,2017,Low-filer,89,154,86,157,3,-3,12489
19121,2017,Small portfolio,215,360,164,260,51,100,12489
19121,2017,Single-purchase,1076,1492,1120,1581,-44,-89,12489
19121,2018,High-filer,5,6,7,11,-2,-5,12878
19121,2018,Low-filer,81,131,61,81,20,50,12878
19121,2018,Small portfolio,237,382,196,321,41,61,12878
19121,2018,Single-purchase,971,1203,1030,1309,-59,-106,12878
19121,2019,High-filer,14,20,14,18,0,2,13569
19121,2019,Low-filer,62,153,63,159,-1,-6,13569
19121,2019,Small portfolio,206,323,190,289,16,34,13569
19121,2019,Single-purchase,788,1179,803,1209,-15,-30,13569
19122,2006,High-filer,0,0,3,3,-3,-3,3848
19122,2006,Low-filer,16,19,14,27,2,-8,3848
19122,2006,Small portfolio,7,7,17,36,-10,-29,3848
19122,2006,Single-purchase,307,378,296,338,11,40,3848
19122,2007,High-filer,1,1,0,0,1,1,3931
19122,2007,Low-filer,6,6,6,9,0,-3,3931
19122,2007,Small portfolio,27,46,37,94,-10,-48,3931
19122,2007,Single-purchase,361,490,352,440,9,50,3931
19122,2008,High-filer,2,2,0,0,2,2,3937
19122,2008,Low-filer,7,15,5,11,2,4,3937
19122,2008,Small portfolio,13,13,19,47,-6,-34,3937
19122,2008,Single-purchase,239,711,237,683,2,28,3937
19122,2009,High-filer,1,2,0,0,1,2,3968
19122,2009,Low-filer,4,5,7,13,-3,-8,3968
19122,2009,Small portfolio,16,22,18,32,-2,-10,3968
19122,2009,Single-purchase,189,232,185,216,4,16,3968
19122,2010,High-filer,0,0,2,4,-2,-4,3960
19122,2010,Low-filer,8,8,10,20,-2,-12,3960
19122,2010,Small portfolio,23,37,22,40,1,-3,3960
19122,2010,Single-purchase,176,256,173,237,3,19,3960
19122,2011,High-filer,0,0,0,0,0,0,4068
19122,2011,Low-filer,9,14,8,13,1,1,4068
19122,2011,Small portfolio,20,32,12,14,8,18,4068
19122,2011,Single-purchase,157,285,166,304,-9,-19,4068
19122,2012,High-filer,1,1,1,1,0,0,4277
19122,2012,Low-filer,16,255,17,254,-1,1,4277
19122,2012,Small portfolio,25,36,20,38,5,-2,4277
19122,2012,Single-purchase,196,249,200,248,-4,1,4277
19122,2013,High-filer,2,6,1,2,1,4,4538
19122,2013,Low-filer,10,15,4,8,6,7,4538
19122,2013,Small portfolio,35,78,29,47,6,31,4538
19122,2013,Single-purchase,230,283,243,325,-13,-42,4538
19122,2014,High-filer,3,4,1,4,2,0,4642
19122,2014,Low-filer,11,30,6,15,5,15,4642
19122,2014,Small portfolio,35,46,22,45,13,1,4642
19122,2014,Single-purchase,287,421,307,437,-20,-16,4642
19122,2015,High-filer,2,3,0,0,2,3,4800
19122,2015,Low-filer,20,34,17,35,3,-1,4800
19122,2015,Small portfolio,53,83,28,44,25,39,4800
19122,2015,Single-purchase,333,502,363,543,-30,-41,4800
19122,2016,High-filer,6,6,2,2,4,4,4979
19122,2016,Low-filer,18,40,13,35,5,5,4979
19122,2016,Small portfolio,75,140,64,99,11,41,4979
19122,2016,Single-purchase,458,640,478,690,-20,-50,4979
19122,2017,High-filer,3,90,2,89,1,1,5410
19122,2017,Low-filer,19,90,16,81,3,9,5410
19122,2017,Small portfolio,87,161,64,100,23,61,5410
19122,2017,Single-purchase,523,872,550,943,-27,-71,5410
19122,2018,High-filer,2,4,3,3,-1,1,6245
19122,2018,Low-filer,22,47,12,21,10,26,6245
19122,2018,Small portfolio,70,136,61,111,9,25,6245
19122,2018,Single-purchase,536,739,554,791,-18,-52,6245
19122,2019,High-filer,1,2,4,7,-3,-5,6820
19122,2019,Low-filer,32,145,22,64,10,81,6820
19122,2019,Small portfolio,104,234,68,120,36,114,6820
19122,2019,Single-purchase,483,783,526,973,-43,-190,6820
19123,2006,High-filer,0,0,0,0,0,0,4499
19123,2006,Low-filer,2,2,1,3,1,-1,4499
19123,2006,Small portfolio,10,16,9,18,1,-2,4499
19123,2006,Single-purchase,201,283,203,280,-2,3,4499
19123,2007,High-filer,1,1,2,2,-1,-1,4655
19123,2007,Low-filer,1,1,2,11,-1,-10,4655
19123,2007,Small portfolio,10,12,8,27,2,-15,4655
19123,2007,Single-purchase,182,474,182,448,0,26,4655
19123,2008,High-filer,1,1,0,0,1,1,4838
19123,2008,Low-filer,3,7,1,1,2,6,4838
19123,2008,Small portfolio,9,12,7,9,2,3,4838
19123,2008,Single-purchase,109,196,114,206,-5,-10,4838
19123,2009,High-filer,2,2,1,1,1,1,5005
19123,2009,Low-filer,4,5,5,9,-1,-4,5005
19123,2009,Small portfolio,7,8,12,16,-5,-8,5005
19123,2009,Single-purchase,161,303,156,292,5,11,5005
19123,2010,High-filer,0,0,2,2,-2,-2,5139
19123,2010,Low-filer,5,13,4,8,1,5,5139
19123,2010,Small portfolio,24,33,15,22,9,11,5139
19123,2010,Single-purchase,160,225,168,239,-8,-14,5139
19123,2011,High-filer,0,0,1,1,-1,-1,5400
19123,2011,Low-filer,6,6,2,2,4,4,5400
19123,2011,Small portfolio,20,41,9,62,11,-21,5400
19123,2011,Single-purchase,137,232,151,214,-14,18,5400
19123,2012,High-filer,1,1,0,0,1,1,5475
19123,2012,Low-filer,5,19,6,6,-1,13,5475
19123,2012,Small portfolio,20,30,21,32,-1,-2,5475
19123,2012,Single-purchase,193,303,192,315,1,-12,5475
19123,2013,High-filer,1,1,1,1,0,0,6842
19123,2013,Low-filer,4,10,4,5,0,5,6842
19123,2013,Small portfolio,24,35,16,18,8,17,6842
19123,2013,Single-purchase,175,248,183,270,-8,-22,6842
19123,2014,High-filer,1,2,0,0,1,2,7188
19123,2014,Low-filer,11,70,4,6,7,64,7188
19123,2014,Small portfolio,31,125,19,47,12,78,7188
19123,2014,Single-purchase,209,463,229,607,-20,-144,7188
19123,2015,High-filer,0,0,0,0,0,0,7517
19123,2015,Low-filer,10,21,9,15,1,6,7517
19123,2015,Small portfolio,16,48,15,27,1,21,7517
19123,2015,Single-purchase,222,352,224,379,-2,-27,7517
19123,2016,High-filer,0,0,0,0,0,0,7888
19123,2016,Low-filer,7,36,6,34,1,2,7888
19123,2016,Small portfolio,30,91,15,64,15,27,7888
19123,2016,Single-purchase,243,312,259,341,-16,-29,7888
19123,2017,High-filer,0,0,0,0,0,0,8121
19123,2017,Low-filer,5,15,5,5,0,10,8121
19123,2017,Small portfolio,41,58,28,43,13,15,8121
19123,2017,Single-purchase,293,667,306,692,-13,-25,8121
19123,2018,High-filer,0,0,0,0,0,0,8434
19123,2018,Low-filer,13,124,16,70,-3,54,8434
19123,2018,Small portfolio,40,90,36,127,4,-37,8434
19123,2018,Single-purchase,275,573,276,590,-1,-17,8434
19123,2019,High-filer,1,18,1,18,0,0,8607
19123,2019,Low-filer,9,17,5,10,4,7,8607
19123,2019,Small portfolio,34,49,24,36,10,13,8607
19123,2019,Single-purchase,226,485,240,505,-14,-20,8607
19124,2006,High-filer,41,60,19,22,22,38,12595
19124,2006,Low-filer,18,20,13,18,5,2,12595
19124,2006,Small portfolio,127,149,134,168,-7,-19,12595
19124,2006,Single-purchase,1838,2158,1858,2179,-20,-21,12595
19124,2007,High-filer,30,161,21,53,9,108,12595
19124,2007,Low-filer,36,40,35,46,1,-6,12595
19124,2007,Small portfolio,106,138,125,262,-19,-124,12595
19124,2007,Single-purchase,1327,1524,1318,1502,9,22,12595
19124,2008,High-filer,44,84,35,76,9,8,12601
19124,2008,Low-filer,55,101,41,79,14,22,12601
19124,2008,Small portfolio,111,152,117,150,-6,2,12601
19124,2008,Single-purchase,1007,1188,1024,1220,-17,-32,12601
19124,2009,High-filer,31,32,31,34,0,-2,12608
19124,2009,Low-filer,40,46,39,46,1,0,12608
19124,2009,Small portfolio,101,132,63,70,38,62,12608
19124,2009,Single-purchase,826,872,865,932,-39,-60,12608
19124,2010,High-filer,23,29,18,25,5,4,12608
19124,2010,Low-filer,52,63,43,51,9,12,12608
19124,2010,Small portfolio,98,122,88,101,10,21,12608
19124,2010,Single-purchase,860,970,884,1007,-24,-37,12608
19124,2011,High-filer,22,58,19,55,3,3,12609
19124,2011,Low-filer,63,85,43,54,20,31,12609
19124,2011,Small portfolio,143,193,106,169,37,24,12609
19124,2011,Single-purchase,714,814,774,872,-60,-58,12609
19124,2012,High-filer,23,64,14,14,9,50,12620
19124,2012,Low-filer,58,79,56,82,2,-3,12620
19124,2012,Small portfolio,125,149,93,115,32,34,12620
19124,2012,Single-purchase,718,834,761,915,-43,-81,12620
19124,2013,High-filer,25,27,21,22,4,5,12620
19124,2013,Low-filer,52,74,53,69,-1,5,12620
19124,2013,Small portfolio,169,225,133,160,36,65,12620
19124,2013,Single-purchase,770,832,809,907,-39,-75,12620
19124,2014,High-filer,22,67,22,30,0,37,12622
19124,2014,Low-filer,83,92,47,70,36,22,12622
19124,2014,Small portfolio,180,223,104,163,76,60,12622
19124,2014,Single-purchase,838,1006,950,1125,-112,-119,12622
19124,2015,High-filer,38,44,26,28,12,16,12622
19124,2015,Low-filer,67,72,57,61,10,11,12622
19124,2015,Small portfolio,152,184,106,125,46,59,12622
19124,2015,Single-purchase,872,967,940,1053,-68,-86,12622
19124,2016,High-filer,55,99,29,33,26,66,12622
19124,2016,Low-filer,54,93,65,74,-11,19,12622
19124,2016,Small portfolio,172,198,107,163,65,35,12622
19124,2016,Single-purchase,987,1095,1067,1215,-80,-120,12622
19124,2017,High-filer,15,16,19,24,-4,-8,12622
19124,2017,Low-filer,61,113,64,73,-3,40,12622
19124,2017,Small portfolio,218,273,135,186,83,87,12622
