nhood_type,panel,n_units,n_buildings,wtd_mean_cong_props,wtd_mean_cong_units,wtd_mean_cong_tracts,wtd_mean_cong_sd_income,wtd_mean_cong_mean_income,wtd_mean_pct_below
Above-median-rent bldg,All landlords,148294,57399,51.0214506318529,139.846379489393,3.49266996641806,326.295335399005,1193.32606993191,0.0537700469062018
Below-median-rent bldg,All landlords,119039,57287,38.1823015986357,93.80508908845,4.26741656095901,176.294478554305,639.029286362024,0.933015437496047
Above-median-rent bldg,Large portfolios (≥10 units),80691,8642,92.5894089799358,254.893135541758,5.42734629636515,358.800459696187,1242.7836975158,0.0788142018871951
Below-median-rent bldg,Large portfolios (≥10 units),51860,10498,85.6425761666024,211.995796374855,8.11669880447358,196.672320253173,670.233468098812,0.8773699042715
