zip,pc1_gent,d_log_income,d_log_hp,d_crime,d_nanda,net_units_high_filer,acq_units_high_filer,net_units_low_filer,acq_units_low_filer,net_units_small_portfolio,acq_units_small_portfolio,net_units_single_purchase,acq_units_single_purchase,total_net_units,total_acq_units,high_filer_acq_share,total_units_mean
19146,3.25388575163374,0.785975753826758,0.607066405782392,-119.913130887861,0.428373598905035,77,331,288,812,386,2804,-751,18659,0,22606,0.0146421304078563,12991.7857142857
19146,3.25388575163374,0.785975753826758,0.607066405782392,-119.913130887861,0.428373598905035,77,331,288,812,386,2804,-751,18659,0,22606,0.0146421304078563,12991.7857142857
19147,0.981230661554237,0.592750262656406,0.24042569883885,-63.4448819675428,0.262364264467491,1,21,79,483,160,991,-240,11970,0,13465,0.00155959896026736,11736.5
19147,0.981230661554237,0.592750262656406,0.24042569883885,-63.4448819675428,0.262364264467491,1,21,79,483,160,991,-240,11970,0,13465,0.00155959896026736,11736.5
19147,0.981230661554237,0.592750262656406,0.24042569883885,-63.4448819675428,0.262364264467491,1,21,79,483,160,991,-240,11970,0,13465,0.00155959896026736,11736.5
19147,0.981230661554237,0.592750262656406,0.24042569883885,-63.4448819675428,0.262364264467491,1,21,79,483,160,991,-240,11970,0,13465,0.00155959896026736,11736.5
19148,1.30510374543367,0.445236431535061,0.437376044996038,-67.1593936871054,0.440895545087665,9,55,11,289,262,1615,-282,14870,0,16829,0.00326816804325866,9429.35714285714
19148,1.30510374543367,0.445236431535061,0.437376044996038,-67.1593936871054,0.440895545087665,9,55,11,289,262,1615,-282,14870,0,16829,0.00326816804325866,9429.35714285714
19148,1.30510374543367,0.445236431535061,0.437376044996038,-67.1593936871054,0.440895545087665,9,55,11,289,262,1615,-282,14870,0,16829,0.00326816804325866,9429.35714285714
19148,1.30510374543367,0.445236431535061,0.437376044996038,-67.1593936871054,0.440895545087665,9,55,11,289,262,1615,-282,14870,0,16829,0.00326816804325866,9429.35714285714
19149,-1.72434674653488,0.0698851406715129,0.193100851393059,-34.8919555178401,0.130265194837901,129,209,40,314,193,1460,-362,12505,0,14488,0.0144257316399779,10705.1428571429
