tract_fips,pc1_gent,pc2,d_income,d_rent,d_home_val,d_pct_black,d_poverty,d_crime,d_nanda,pop_10,gent_status,gentrifiable,rank_pct_10,rank_pct_19,d_rank_pct,income_10,income_19,net_units_high_filer,acq_units_high_filer,net_units_low_filer,acq_units_low_filer,net_units_small_portfolio,acq_units_small_portfolio,net_units_single_purchase,acq_units_single_purchase,total_net_units,total_acq_units,high_filer_acq_share,total_units_mean,xsec_pred_hf
42101000100,0.314104022073617,0.15224906778501,0.349371604376712,0.215409560714474,0.164166387927095,0.000790934365858809,-0.0562778379679792,-43.918674685108,0.123106058145297,3527,Not gentrifiable,FALSE,95.2247191011236,95.2247191011236,0,73041,103585,0,3,5,34,10,94,-15,1078,0,1209,0.00248138957816377,3405.9,5.66873993857855
42101000100,0.314104022073617,0.15224906778501,0.349371604376712,0.215409560714474,0.164166387927095,0.000790934365858809,-0.0562778379679792,-43.918674685108,0.123106058145297,3527,Not gentrifiable,FALSE,95.2247191011236,95.2247191011236,0,73041,103585,0,3,5,34,10,94,-15,1078,0,1209,0.00248138957816377,3405.9,5.66873993857855
42101000100,0.314104022073617,0.15224906778501,0.349371604376712,0.215409560714474,0.164166387927095,0.000790934365858809,-0.0562778379679792,-43.918674685108,0.123106058145297,3527,Not gentrifiable,FALSE,95.2247191011236,95.2247191011236,0,73041,103585,0,3,5,34,10,94,-15,1078,0,1209,0.00248138957816377,3405.9,5.66873993857855
42101000100,0.314104022073617,0.15224906778501,0.349371604376712,0.215409560714474,0.164166387927095,0.000790934365858809,-0.0562778379679792,-43.918674685108,0.123106058145297,3527,Not gentrifiable,FALSE,95.2247191011236,95.2247191011236,0,73041,103585,0,3,5,34,10,94,-15,1078,0,1209,0.00248138957816377,3405.9,5.66873993857855
42101000200,0.18401684685565,2.06310083291843,0.143182596357262,0.662782839234968,0.185131373390856,0.0273738507453984,0.158828692000462,-65.429756239384,0.284512497690502,2285,Not gentrifiable,FALSE,64.3258426966292,57.5842696629214,-6.74157303370786,43218,49871,0,0,6,12,7,46,-13,129,0,187,0,1553.2,7.72496924309963
42101000200,0.18401684685565,2.06310083291843,0.143182596357262,0.662782839234968,0.185131373390856,0.0273738507453984,0.158828692000462,-65.429756239384,0.284512497690502,2285,Not gentrifiable,FALSE,64.3258426966292,57.5842696629214,-6.74157303370786,43218,49871,0,0,6,12,7,46,-13,129,0,187,0,1553.2,7.72496924309963
42101000200,0.18401684685565,2.06310083291843,0.143182596357262,0.662782839234968,0.185131373390856,0.0273738507453984,0.158828692000462,-65.429756239384,0.284512497690502,2285,Not gentrifiable,FALSE,64.3258426966292,57.5842696629214,-6.74157303370786,43218,49871,0,0,6,12,7,46,-13,129,0,187,0,1553.2,7.72496924309963
42101000200,0.18401684685565,2.06310083291843,0.143182596357262,0.662782839234968,0.185131373390856,0.0273738507453984,0.158828692000462,-65.429756239384,0.284512497690502,2285,Not gentrifiable,FALSE,64.3258426966292,57.5842696629214,-6.74157303370786,43218,49871,0,0,6,12,7,46,-13,129,0,187,0,1553.2,7.72496924309963
42101000300,0.58529769552763,0.751723080262382,0.274558222357152,0.263869155646912,0.319728834893468,-0.0477329525291288,0.00222489774376571,-44.914385489141,0.270290329739912,3438,Not gentrifiable,FALSE,91.5730337078652,91.5730337078652,0,65577,86296,0,11,9,371,3,172,-12,991,0,1545,0.00711974110032363,2002.4,6.98827022213773
42101000300,0.58529769552763,0.751723080262382,0.274558222357152,0.263869155646912,0.319728834893468,-0.0477329525291288,0.00222489774376571,-44.914385489141,0.270290329739912,3438,Not gentrifiable,FALSE,91.5730337078652,91.5730337078652,0,65577,86296,0,11,9,371,3,172,-12,991,0,1545,0.00711974110032363,2002.4,6.98827022213773
42101000300,0.58529769552763,0.751723080262382,0.274558222357152,0.263869155646912,0.319728834893468,-0.0477329525291288,0.00222489774376571,-44.914385489141,0.270290329739912,3438,Not gentrifiable,FALSE,91.5730337078652,91.5730337078652,0,65577,86296,0,11,9,371,3,172,-12,991,0,1545,0.00711974110032363,2002.4,6.98827022213773
42101000300,0.58529769552763,0.751723080262382,0.274558222357152,0.263869155646912,0.319728834893468,-0.0477329525291288,0.00222489774376571,-44.914385489141,0.270290329739912,3438,Not gentrifiable,FALSE,91.5730337078652,91.5730337078652,0,65577,86296,0,11,9,371,3,172,-12,991,0,1545,0.00711974110032363,2002.4,6.98827022213773
42101000401,2.87483727875595,-1.98624927302197,1.05953569606826,0.572797524637487,0.356162708485495,0.0487544632385517,-0.168528532474785,20.570453540056,-0.0465200156348926,2566,Gentrified,TRUE,16.8539325842697,75.561797752809,58.7078651685393,21832,62986,0,0,0,11,2,15,-2,325,0,351,0,2126.9,-7.83355987091984
42101000401,2.87483727875595,-1.98624927302197,1.05953569606826,0.572797524637487,0.356162708485495,0.0487544632385517,-0.168528532474785,20.570453540056,-0.0465200156348926,2566,Gentrified,TRUE,16.8539325842697,75.561797752809,58.7078651685393,21832,62986,0,0,0,11,2,15,-2,325,0,351,0,2126.9,-7.83355987091984
42101000401,2.87483727875595,-1.98624927302197,1.05953569606826,0.572797524637487,0.356162708485495,0.0487544632385517,-0.168528532474785,20.570453540056,-0.0465200156348926,2566,Gentrified,TRUE,16.8539325842697,75.561797752809,58.7078651685393,21832,62986,0,0,0,11,2,15,-2,325,0,351,0,2126.9,-7.83355987091984
42101000401,2.87483727875595,-1.98624927302197,1.05953569606826,0.572797524637487,0.356162708485495,0.0487544632385517,-0.168528532474785,20.570453540056,-0.0465200156348926,2566,Gentrified,TRUE,16.8539325842697,75.561797752809,58.7078651685393,21832,62986,0,0,0,11,2,15,-2,325,0,351,0,2126.9,-7.83355987091984
42101000700,1.21294319681239,-1.50971312172962,0.546411948961788,0.441646237310672,0.204123226635179,0.0643952816546102,-0.119574086784107,18.024886278702,0.103739769760093,3097,Not gentrifiable,FALSE,57.3033707865169,80.3370786516854,23.0337078651685,38750,66923,4,25,37,252,-7,3,-34,427,0,707,0.0353606789250354,3068.6,-1.28337894716456
42101000700,1.21294319681239,-1.50971312172962,0.546411948961788,0.441646237310672,0.204123226635179,0.0643952816546102,-0.119574086784107,18.024886278702,0.103739769760093,3097,Not gentrifiable,FALSE,57.3033707865169,80.3370786516854,23.0337078651685,38750,66923,4,25,37,252,-7,3,-34,427,0,707,0.0353606789250354,3068.6,-1.28337894716456
42101000700,1.21294319681239,-1.50971312172962,0.546411948961788,0.441646237310672,0.204123226635179,0.0643952816546102,-0.119574086784107,18.024886278702,0.103739769760093,3097,Not gentrifiable,FALSE,57.3033707865169,80.3370786516854,23.0337078651685,38750,66923,4,25,37,252,-7,3,-34,427,0,707,0.0353606789250354,3068.6,-1.28337894716456
42101000700,1.21294319681239,-1.50971312172962,0.546411948961788,0.441646237310672,0.204123226635179,0.0643952816546102,-0.119574086784107,18.024886278702,0.103739769760093,3097,Not gentrifiable,FALSE,57.3033707865169,80.3370786516854,23.0337078651685,38750,66923,4,25,37,252,-7,3,-34,427,0,707,0.0353606789250354,3068.6,-1.28337894716456
42101000801,-0.463243698544207,-0.245311587098133,0.481402027573569,0.220371089309926,-0.386958848702495,-0.0430656040312492,0.0276625700027351,-14.1311478356204,0.441832752279039,1764,Not gentrifiable,FALSE,97.1910112359551,99.1573033707865,1.96629213483146,79000,127849,0,0,-2,21,13,20,-11,238,0,279,0,1095.7,8.4724254069849
42101000801,-0.463243698544207,-0.245311587098133,0.481402027573569,0.220371089309926,-0.386958848702495,-0.0430656040312492,0.0276625700027351,-14.1311478356204,0.441832752279039,1764,Not gentrifiable,FALSE,97.1910112359551,99.1573033707865,1.96629213483146,79000,127849,0,0,-2,21,13,20,-11,238,0,279,0,1095.7,8.4724254069849
42101000801,-0.463243698544207,-0.245311587098133,0.481402027573569,0.220371089309926,-0.386958848702495,-0.0430656040312492,0.0276625700027351,-14.1311478356204,0.441832752279039,1764,Not gentrifiable,FALSE,97.1910112359551,99.1573033707865,1.96629213483146,79000,127849,0,0,-2,21,13,20,-11,238,0,279,0,1095.7,8.4724254069849
42101000801,-0.463243698544207,-0.245311587098133,0.481402027573569,0.220371089309926,-0.386958848702495,-0.0430656040312492,0.0276625700027351,-14.1311478356204,0.441832752279039,1764,Not gentrifiable,FALSE,97.1910112359551,99.1573033707865,1.96629213483146,79000,127849,0,0,-2,21,13,20,-11,238,0,279,0,1095.7,8.4724254069849
42101000803,0.129634701530062,-0.414211823409991,0.0786537851147049,0.333613606815916,0.443982068953202,0.0219043860201076,-0.0309326168593336,-2.54493616741759,-0.163629423781802,3688,Not gentrifiable,FALSE,85.9550561797753,77.5280898876405,-8.42696629213484,59135,63974,0,12,0,117,13,75,-13,405,0,609,0.0197044334975369,2520.2,9.27905199986485
42101000803,0.129634701530062,-0.414211823409991,0.0786537851147049,0.333613606815916,0.443982068953202,0.0219043860201076,-0.0309326168593336,-2.54493616741759,-0.163629423781802,3688,Not gentrifiable,FALSE,85.9550561797753,77.5280898876405,-8.42696629213484,59135,63974,0,12,0,117,13,75,-13,405,0,609,0.0197044334975369,2520.2,9.27905199986485
42101000803,0.129634701530062,-0.414211823409991,0.0786537851147049,0.333613606815916,0.443982068953202,0.0219043860201076,-0.0309326168593336,-2.54493616741759,-0.163629423781802,3688,Not gentrifiable,FALSE,85.9550561797753,77.5280898876405,-8.42696629213484,59135,63974,0,12,0,117,13,75,-13,405,0,609,0.0197044334975369,2520.2,9.27905199986485
42101000803,0.129634701530062,-0.414211823409991,0.0786537851147049,0.333613606815916,0.443982068953202,0.0219043860201076,-0.0309326168593336,-2.54493616741759,-0.163629423781802,3688,Not gentrifiable,FALSE,85.9550561797753,77.5280898876405,-8.42696629213484,59135,63974,0,12,0,117,13,75,-13,405,0,609,0.0197044334975369,2520.2,9.27905199986485
42101000804,1.83354780590487,-0.663248617875397,0.548250972829758,0.2578291093021,0.77728335239023,0.0226576852418861,-0.0690448618651586,0.560759306283202,0.245672664374238,3785,Not gentrifiable,FALSE,89.3258426966292,96.6292134831461,7.30337078651687,62589,108293,0,3,7,74,-12,15,5,412,0,504,0.00595238095238095,3549.9,-4.43611769690311
42101000804,1.83354780590487,-0.663248617875397,0.548250972829758,0.2578291093021,0.77728335239023,0.0226576852418861,-0.0690448618651586,0.560759306283202,0.245672664374238,3785,Not gentrifiable,FALSE,89.3258426966292,96.6292134831461,7.30337078651687,62589,108293,0,3,7,74,-12,15,5,412,0,504,0.00595238095238095,3549.9,-4.43611769690311
42101000804,1.83354780590487,-0.663248617875397,0.548250972829758,0.2578291093021,0.77728335239023,0.0226576852418861,-0.0690448618651586,0.560759306283202,0.245672664374238,3785,Not gentrifiable,FALSE,89.3258426966292,96.6292134831461,7.30337078651687,62589,108293,0,3,7,74,-12,15,5,412,0,504,0.00595238095238095,3549.9,-4.43611769690311
42101000804,1.83354780590487,-0.663248617875397,0.548250972829758,0.2578291093021,0.77728335239023,0.0226576852418861,-0.0690448618651586,0.560759306283202,0.245672664374238,3785,Not gentrifiable,FALSE,89.3258426966292,96.6292134831461,7.30337078651687,62589,108293,0,3,7,74,-12,15,5,412,0,504,0.00595238095238095,3549.9,-4.43611769690311
42101000901,-0.177535211538882,-0.531649326737547,0.220036730905855,0.222496092567085,-0.067487272256459,-0.0571919764596827,-0.036140153270746,-0.0209986539859983,0.280301965154158,1853,Not gentrifiable,FALSE,58.4269662921348,56.4606741573034,-1.96629213483146,39265,48929,7,7,56,67,6,86,-69,234,0,394,0.0177664974619289,1774,10.7825357835696
42101000901,-0.177535211538882,-0.531649326737547,0.220036730905855,0.222496092567085,-0.067487272256459,-0.0571919764596827,-0.036140153270746,-0.0209986539859983,0.280301965154158,1853,Not gentrifiable,FALSE,58.4269662921348,56.4606741573034,-1.96629213483146,39265,48929,7,7,56,67,6,86,-69,234,0,394,0.0177664974619289,1774,10.7825357835696
42101000901,-0.177535211538882,-0.531649326737547,0.220036730905855,0.222496092567085,-0.067487272256459,-0.0571919764596827,-0.036140153270746,-0.0209986539859983,0.280301965154158,1853,Not gentrifiable,FALSE,58.4269662921348,56.4606741573034,-1.96629213483146,39265,48929,7,7,56,67,6,86,-69,234,0,394,0.0177664974619289,1774,10.7825357835696
42101000901,-0.177535211538882,-0.531649326737547,0.220036730905855,0.222496092567085,-0.067487272256459,-0.0571919764596827,-0.036140153270746,-0.0209986539859983,0.280301965154158,1853,Not gentrifiable,FALSE,58.4269662921348,56.4606741573034,-1.96629213483146,39265,48929,7,7,56,67,6,86,-69,234,0,394,0.0177664974619289,1774,10.7825357835696
42101000902,3.72333103334496,-1.87953719128997,1.29975321701484,0.212303936276157,0.539570117740976,-0.0134312009874299,-0.245665724293431,1.27826638569019,0.470003629245736,2599,Gentrified,TRUE,6.46067415730337,73.314606741573,66.8539325842697,16429,60268,0,2,4,15,0,10,-4,106,0,133,0.0150375939849624,1163,-15.6149961871624
42101000902,3.72333103334496,-1.87953719128997,1.29975321701484,0.212303936276157,0.539570117740976,-0.0134312009874299,-0.245665724293431,1.27826638569019,0.470003629245736,2599,Gentrified,TRUE,6.46067415730337,73.314606741573,66.8539325842697,16429,60268,0,2,4,15,0,10,-4,106,0,133,0.0150375939849624,1163,-15.6149961871624
42101000902,3.72333103334496,-1.87953719128997,1.29975321701484,0.212303936276157,0.539570117740976,-0.0134312009874299,-0.245665724293431,1.27826638569019,0.470003629245736,2599,Gentrified,TRUE,6.46067415730337,73.314606741573,66.8539325842697,16429,60268,0,2,4,15,0,10,-4,106,0,133,0.0150375939849624,1163,-15.6149961871624
42101000902,3.72333103334496,-1.87953719128997,1.29975321701484,0.212303936276157,0.539570117740976,-0.0134312009874299,-0.245665724293431,1.27826638569019,0.470003629245736,2599,Gentrified,TRUE,6.46067415730337,73.314606741573,66.8539325842697,16429,60268,0,2,4,15,0,10,-4,106,0,133,0.0150375939849624,1163,-15.6149961871624
