tract_fips,pc1_gent,pc2,d_income,d_rent,d_home_val,d_pct_black,d_poverty,d_crime,d_nanda,pop_10,gent_status,gentrifiable,rank_pct_10,rank_pct_19,d_rank_pct,income_10,income_19,net_units_high_filer,acq_units_high_filer,net_units_low_filer,acq_units_low_filer,net_units_small_portfolio,acq_units_small_portfolio,net_units_single_purchase,acq_units_single_purchase,total_net_units,total_acq_units,high_filer_acq_share,total_units_mean,xsec_pred_hf
42101001001,-0.00363463426365035,0.370380751039749,0.22495690753966,0.336031562382507,0.22318474511043,-0.0085943103036099,0.0340853852896645,-29.1713483146067,0,2400,Not gentrifiable,FALSE,97.752808988764,96.0674157303371,-1.68539325842697,85179,106667,0,2,7,23,0,26,-7,157,0,208,0.00961538461538462,1584.8,9.8062471482431
42101001001,-0.00363463426365035,0.370380751039749,0.22495690753966,0.336031562382507,0.22318474511043,-0.0085943103036099,0.0340853852896645,-29.1713483146067,0,2400,Not gentrifiable,FALSE,97.752808988764,96.0674157303371,-1.68539325842697,85179,106667,0,2,7,23,0,26,-7,157,0,208,0.00961538461538462,1584.8,9.8062471482431
42101001001,-0.00363463426365035,0.370380751039749,0.22495690753966,0.336031562382507,0.22318474511043,-0.0085943103036099,0.0340853852896645,-29.1713483146067,0,2400,Not gentrifiable,FALSE,97.752808988764,96.0674157303371,-1.68539325842697,85179,106667,0,2,7,23,0,26,-7,157,0,208,0.00961538461538462,1584.8,9.8062471482431
42101001001,-0.00363463426365035,0.370380751039749,0.22495690753966,0.336031562382507,0.22318474511043,-0.0085943103036099,0.0340853852896645,-29.1713483146067,0,2400,Not gentrifiable,FALSE,97.752808988764,96.0674157303371,-1.68539325842697,85179,106667,0,2,7,23,0,26,-7,157,0,208,0.00961538461538462,1584.8,9.8062471482431
42101001002,0.39956385032341,1.4239288317228,0.223648390839976,0.179048231448985,0.35600179736115,0.0080295077979548,-0.0472706155632987,-94.014410203982,0.15276275455241,3340,Not gentrifiable,FALSE,98.876404494382,97.4719101123596,-1.40449438202246,90699,113431,0,0,6,15,4,37,-10,474,0,526,0,2357.3,5.17468736466282
42101001002,0.39956385032341,1.4239288317228,0.223648390839976,0.179048231448985,0.35600179736115,0.0080295077979548,-0.0472706155632987,-94.014410203982,0.15276275455241,3340,Not gentrifiable,FALSE,98.876404494382,97.4719101123596,-1.40449438202246,90699,113431,0,0,6,15,4,37,-10,474,0,526,0,2357.3,5.17468736466282
42101001002,0.39956385032341,1.4239288317228,0.223648390839976,0.179048231448985,0.35600179736115,0.0080295077979548,-0.0472706155632987,-94.014410203982,0.15276275455241,3340,Not gentrifiable,FALSE,98.876404494382,97.4719101123596,-1.40449438202246,90699,113431,0,0,6,15,4,37,-10,474,0,526,0,2357.3,5.17468736466282
42101001002,0.39956385032341,1.4239288317228,0.223648390839976,0.179048231448985,0.35600179736115,0.0080295077979548,-0.0472706155632987,-94.014410203982,0.15276275455241,3340,Not gentrifiable,FALSE,98.876404494382,97.4719101123596,-1.40449438202246,90699,113431,0,0,6,15,4,37,-10,474,0,526,0,2357.3,5.17468736466282
42101001101,-0.135190943023134,0.251545005580139,0.377339107054835,0.21006043581199,0.0508426193917018,0.0453227032077234,-0.027319903044305,-51.4971857410887,0.0930904230660117,3198,Not gentrifiable,FALSE,67.4157303370787,78.6516853932584,11.2359550561798,45203,65924,5,25,11,105,-10,48,-6,546,0,724,0.0345303867403315,1806.1,4.8072906925013
42101001101,-0.135190943023134,0.251545005580139,0.377339107054835,0.21006043581199,0.0508426193917018,0.0453227032077234,-0.027319903044305,-51.4971857410887,0.0930904230660117,3198,Not gentrifiable,FALSE,67.4157303370787,78.6516853932584,11.2359550561798,45203,65924,5,25,11,105,-10,48,-6,546,0,724,0.0345303867403315,1806.1,4.8072906925013
42101001101,-0.135190943023134,0.251545005580139,0.377339107054835,0.21006043581199,0.0508426193917018,0.0453227032077234,-0.027319903044305,-51.4971857410887,0.0930904230660117,3198,Not gentrifiable,FALSE,67.4157303370787,78.6516853932584,11.2359550561798,45203,65924,5,25,11,105,-10,48,-6,546,0,724,0.0345303867403315,1806.1,4.8072906925013
42101001101,-0.135190943023134,0.251545005580139,0.377339107054835,0.21006043581199,0.0508426193917018,0.0453227032077234,-0.027319903044305,-51.4971857410887,0.0930904230660117,3198,Not gentrifiable,FALSE,67.4157303370787,78.6516853932584,11.2359550561798,45203,65924,5,25,11,105,-10,48,-6,546,0,724,0.0345303867403315,1806.1,4.8072906925013
42101001102,-0.896509350427423,-0.268186778767956,0.185373452324532,0.291974466367088,0.0590569268174157,0.0700935144318852,0.00201514795973798,-26.8102145309707,-0.405465108108165,2433,Not gentrifiable,FALSE,92.9775280898876,89.0449438202247,-3.93258426966293,68214,82107,0,5,9,76,11,107,-20,276,0,464,0.0107758620689655,1365.4,11.7381308319854
42101001102,-0.896509350427423,-0.268186778767956,0.185373452324532,0.291974466367088,0.0590569268174157,0.0700935144318852,0.00201514795973798,-26.8102145309707,-0.405465108108165,2433,Not gentrifiable,FALSE,92.9775280898876,89.0449438202247,-3.93258426966293,68214,82107,0,5,9,76,11,107,-20,276,0,464,0.0107758620689655,1365.4,11.7381308319854
42101001102,-0.896509350427423,-0.268186778767956,0.185373452324532,0.291974466367088,0.0590569268174157,0.0700935144318852,0.00201514795973798,-26.8102145309707,-0.405465108108165,2433,Not gentrifiable,FALSE,92.9775280898876,89.0449438202247,-3.93258426966293,68214,82107,0,5,9,76,11,107,-20,276,0,464,0.0107758620689655,1365.4,11.7381308319854
42101001102,-0.896509350427423,-0.268186778767956,0.185373452324532,0.291974466367088,0.0590569268174157,0.0700935144318852,0.00201514795973798,-26.8102145309707,-0.405465108108165,2433,Not gentrifiable,FALSE,92.9775280898876,89.0449438202247,-3.93258426966293,68214,82107,0,5,9,76,11,107,-20,276,0,464,0.0107758620689655,1365.4,11.7381308319854
42101001201,0.495573033648194,-0.342325786009675,0.418592384341395,0.295334283705061,0.256621944223193,0.0360824062480565,-0.0074638888202021,-8.7522227769391,0.27443684570176,4012,Not gentrifiable,FALSE,97.4719101123596,98.314606741573,0.842696629213478,80547,122417,8,14,4,44,-7,30,-5,315,0,403,0.0347394540942928,1163.1,1.38502202362199
42101001201,0.495573033648194,-0.342325786009675,0.418592384341395,0.295334283705061,0.256621944223193,0.0360824062480565,-0.0074638888202021,-8.7522227769391,0.27443684570176,4012,Not gentrifiable,FALSE,97.4719101123596,98.314606741573,0.842696629213478,80547,122417,8,14,4,44,-7,30,-5,315,0,403,0.0347394540942928,1163.1,1.38502202362199
42101001201,0.495573033648194,-0.342325786009675,0.418592384341395,0.295334283705061,0.256621944223193,0.0360824062480565,-0.0074638888202021,-8.7522227769391,0.27443684570176,4012,Not gentrifiable,FALSE,97.4719101123596,98.314606741573,0.842696629213478,80547,122417,8,14,4,44,-7,30,-5,315,0,403,0.0347394540942928,1163.1,1.38502202362199
42101001201,0.495573033648194,-0.342325786009675,0.418592384341395,0.295334283705061,0.256621944223193,0.0360824062480565,-0.0074638888202021,-8.7522227769391,0.27443684570176,4012,Not gentrifiable,FALSE,97.4719101123596,98.314606741573,0.842696629213478,80547,122417,8,14,4,44,-7,30,-5,315,0,403,0.0347394540942928,1163.1,1.38502202362199
42101001202,0.92009335076648,-0.275387712739827,0.361978523180085,0.283529817351014,0.382176473471111,-0.0204601661750744,-0.0407922591855817,-9.0087399187304,0.263814591045138,5046,Not gentrifiable,FALSE,87.6404494382023,91.8539325842697,4.2134831460674,60346,86667,15,43,35,155,-16,134,-34,569,0,901,0.0477247502774695,2487,3.48064660844659
42101001202,0.92009335076648,-0.275387712739827,0.361978523180085,0.283529817351014,0.382176473471111,-0.0204601661750744,-0.0407922591855817,-9.0087399187304,0.263814591045138,5046,Not gentrifiable,FALSE,87.6404494382023,91.8539325842697,4.2134831460674,60346,86667,15,43,35,155,-16,134,-34,569,0,901,0.0477247502774695,2487,3.48064660844659
42101001202,0.92009335076648,-0.275387712739827,0.361978523180085,0.283529817351014,0.382176473471111,-0.0204601661750744,-0.0407922591855817,-9.0087399187304,0.263814591045138,5046,Not gentrifiable,FALSE,87.6404494382023,91.8539325842697,4.2134831460674,60346,86667,15,43,35,155,-16,134,-34,569,0,901,0.0477247502774695,2487,3.48064660844659
42101001202,0.92009335076648,-0.275387712739827,0.361978523180085,0.283529817351014,0.382176473471111,-0.0204601661750744,-0.0407922591855817,-9.0087399187304,0.263814591045138,5046,Not gentrifiable,FALSE,87.6404494382023,91.8539325842697,4.2134831460674,60346,86667,15,43,35,155,-16,134,-34,569,0,901,0.0477247502774695,2487,3.48064660844659
42101001300,3.62418718566961,-0.0253270965415404,0.785652702323993,0.667048427592584,0.335577582121816,-0.176282156116449,-0.178130231600568,-34.313759922154,0.125163142954006,5562,Not gentrifiable,FALSE,80.6179775280899,98.0337078651685,17.4157303370786,53947,118351,0,1,97,135,49,233,-146,905,0,1274,0.000784929356357928,3202.2,4.61161532817863
42101001300,3.62418718566961,-0.0253270965415404,0.785652702323993,0.667048427592584,0.335577582121816,-0.176282156116449,-0.178130231600568,-34.313759922154,0.125163142954006,5562,Not gentrifiable,FALSE,80.6179775280899,98.0337078651685,17.4157303370786,53947,118351,0,1,97,135,49,233,-146,905,0,1274,0.000784929356357928,3202.2,4.61161532817863
42101001300,3.62418718566961,-0.0253270965415404,0.785652702323993,0.667048427592584,0.335577582121816,-0.176282156116449,-0.178130231600568,-34.313759922154,0.125163142954006,5562,Not gentrifiable,FALSE,80.6179775280899,98.0337078651685,17.4157303370786,53947,118351,0,1,97,135,49,233,-146,905,0,1274,0.000784929356357928,3202.2,4.61161532817863
42101001300,3.62418718566961,-0.0253270965415404,0.785652702323993,0.667048427592584,0.335577582121816,-0.176282156116449,-0.178130231600568,-34.313759922154,0.125163142954006,5562,Not gentrifiable,FALSE,80.6179775280899,98.0337078651685,17.4157303370786,53947,118351,0,1,97,135,49,233,-146,905,0,1274,0.000784929356357928,3202.2,4.61161532817863
42101001400,0.20062345398554,-0.0929671093562452,0.360056746076106,0.166184519390982,0.230112220630303,0.058944969014695,0.00456111407013798,-14.3551608788776,0.67116827384117,4374,Not gentrifiable,FALSE,84.5505617977528,90.1685393258427,5.6179775280899,58125,83317,-1,3,17,40,-11,140,-5,517,0,700,0.00428571428571429,1528,-2.59449497502084
42101001400,0.20062345398554,-0.0929671093562452,0.360056746076106,0.166184519390982,0.230112220630303,0.058944969014695,0.00456111407013798,-14.3551608788776,0.67116827384117,4374,Not gentrifiable,FALSE,84.5505617977528,90.1685393258427,5.6179775280899,58125,83317,-1,3,17,40,-11,140,-5,517,0,700,0.00428571428571429,1528,-2.59449497502084
42101001400,0.20062345398554,-0.0929671093562452,0.360056746076106,0.166184519390982,0.230112220630303,0.058944969014695,0.00456111407013798,-14.3551608788776,0.67116827384117,4374,Not gentrifiable,FALSE,84.5505617977528,90.1685393258427,5.6179775280899,58125,83317,-1,3,17,40,-11,140,-5,517,0,700,0.00428571428571429,1528,-2.59449497502084
42101001400,0.20062345398554,-0.0929671093562452,0.360056746076106,0.166184519390982,0.230112220630303,0.058944969014695,0.00456111407013798,-14.3551608788776,0.67116827384117,4374,Not gentrifiable,FALSE,84.5505617977528,90.1685393258427,5.6179775280899,58125,83317,-1,3,17,40,-11,140,-5,517,0,700,0.00428571428571429,1528,-2.59449497502084
42101001500,-0.126623053931167,-0.0540133070585999,0.128506085386229,0.296265816143173,0.221171952348737,-0.00124609663655201,0.00440110749969901,-11.7512611704227,0.106972119552168,2758,Not gentrifiable,FALSE,89.6067415730337,83.4269662921348,-6.17977528089888,62591,71174,0,1,43,47,0,50,-43,323,0,421,0.00237529691211401,1412,9.24668637612936
42101001500,-0.126623053931167,-0.0540133070585999,0.128506085386229,0.296265816143173,0.221171952348737,-0.00124609663655201,0.00440110749969901,-11.7512611704227,0.106972119552168,2758,Not gentrifiable,FALSE,89.6067415730337,83.4269662921348,-6.17977528089888,62591,71174,0,1,43,47,0,50,-43,323,0,421,0.00237529691211401,1412,9.24668637612936
42101001500,-0.126623053931167,-0.0540133070585999,0.128506085386229,0.296265816143173,0.221171952348737,-0.00124609663655201,0.00440110749969901,-11.7512611704227,0.106972119552168,2758,Not gentrifiable,FALSE,89.6067415730337,83.4269662921348,-6.17977528089888,62591,71174,0,1,43,47,0,50,-43,323,0,421,0.00237529691211401,1412,9.24668637612936
42101001500,-0.126623053931167,-0.0540133070585999,0.128506085386229,0.296265816143173,0.221171952348737,-0.00124609663655201,0.00440110749969901,-11.7512611704227,0.106972119552168,2758,Not gentrifiable,FALSE,89.6067415730337,83.4269662921348,-6.17977528089888,62591,71174,0,1,43,47,0,50,-43,323,0,421,0.00237529691211401,1412,9.24668637612936
42101001600,0.725581778634554,-0.491087737139061,0.50115579190483,0.351952891807536,0.117107222965933,-0.0363053893399409,-0.0447865155936593,-13.1710798304782,-0.0411580724935074,1942,Not gentrifiable,FALSE,89.0449438202247,94.9438202247191,5.89887640449439,62266,102778,0,0,2,42,55,116,-57,259,0,417,0,1045.4,7.64036816613132
42101001600,0.725581778634554,-0.491087737139061,0.50115579190483,0.351952891807536,0.117107222965933,-0.0363053893399409,-0.0447865155936593,-13.1710798304782,-0.0411580724935074,1942,Not gentrifiable,FALSE,89.0449438202247,94.9438202247191,5.89887640449439,62266,102778,0,0,2,42,55,116,-57,259,0,417,0,1045.4,7.64036816613132
42101001600,0.725581778634554,-0.491087737139061,0.50115579190483,0.351952891807536,0.117107222965933,-0.0363053893399409,-0.0447865155936593,-13.1710798304782,-0.0411580724935074,1942,Not gentrifiable,FALSE,89.0449438202247,94.9438202247191,5.89887640449439,62266,102778,0,0,2,42,55,116,-57,259,0,417,0,1045.4,7.64036816613132
