nhood_type,panel,n_units,n_buildings,wtd_mean_cong_props,wtd_mean_cong_units,wtd_mean_cong_tracts,wtd_mean_cong_sd_income,wtd_mean_cong_mean_income,wtd_mean_pct_below
Above-median-income nhood,All landlords,178334,74721,37.6692554420357,103.715606670629,2.71049827851111,8544.28964969651,52064.9606715569,0.0387344265197319
Below-median-income nhood,All landlords,175861,106570,27.4904214123655,70.0099226093335,4.10513985477167,6806.45735588326,25543.8969276794,0.905930409983735
Above-median-income nhood,Large portfolios (≥10 units),82362,8717,80.0064957140429,221.641837255045,4.52889682134965,8997.72785910937,53502.437841243,0.0600969681262127
Below-median-income nhood,Large portfolios (≥10 units),62220,17252,74.8391192542591,193.590292510447,9.24686595949855,7783.20631534487,25918.2431134623,0.834708204706128
