term,Estimate,Std. Error,t value,Pr(>|t|),model
log_income,0.791475519964801,2.82729856089228,0.279940552056524,0.779684342225463,hf_acq_on_nhood
log_rent,-1.46797776961282,3.07067854202201,-0.47806299146057,0.6328963428306,hf_acq_on_nhood
rate_total,0.00966646292207719,0.00619830727215913,1.5595327075016,0.119751427956823,hf_acq_on_nhood
log_income,3.95096384687221,2.63307662266142,1.50051229533864,0.134360688183986,lf_acq_on_nhood
log_rent,-6.67348966735838,7.35402348588266,-0.907461021870452,0.364771771054317,lf_acq_on_nhood
rate_total,0.00833551873321303,0.0152836955163531,0.54538633829065,0.585826517864697,lf_acq_on_nhood
lag_hf,-1.59561757510091e-06,0.00027597681607346,-0.00578170876018872,0.995390100968058,nhood_on_lagged_acq
lag_lf,0.000115187100792327,0.000157800936200815,0.72995194810341,0.465895586985392,nhood_on_lagged_acq
