term,estimate,std_error,t_value,p_value,spec,n,r2,treated_pids,treated_rows,treated_event_rows,control_pids
event_time::3,-0.006075,0.006943,-0.87,0.3816,occupancy_rate_port_single_purchase,2249077,0.605,40971,563058,286992,123376
event_time::4,-0.00503,0.007021,-0.72,0.4738,occupancy_rate_port_single_purchase,2249077,0.605,40971,563058,286992,123376
event_time::5,-0.014214,0.004946,-2.87,0.0041,occupancy_rate_port_single_purchase,2249077,0.605,40971,563058,286992,123376
event_time::-3,0.003229,0.008087,0.4,0.6896,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::-1,0.008653,0.009134,0.95,0.3435,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::0,0.002981,0.009615,0.31,0.7565,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::1,-0.006323,0.010835,-0.58,0.5595,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::2,-0.011762,0.010383,-1.13,0.2573,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::3,-0.011716,0.010058,-1.16,0.2441,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::4,-0.013725,0.010328,-1.33,0.1839,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::5,-0.016648,0.008275,-2.01,0.0442,occupancy_rate_port_2_4,1816302,0.605,9478,130205,66218,123376
event_time::-3,-0.007225,0.010215,-0.71,0.4794,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::-1,-0.024037,0.013444,-1.79,0.0738,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::0,-0.031672,0.014137,-2.24,0.0251,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::1,-0.030976,0.014185,-2.18,0.029,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::2,-0.036262,0.013575,-2.67,0.0076,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::3,-0.040609,0.013742,-2.96,0.0031,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::4,-0.024255,0.011145,-2.18,0.0295,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::5,-0.026896,0.009647,-2.79,0.0053,occupancy_rate_port_5_9,1743708,0.6059,4212,57596,29094,123376
event_time::-3,-0.011063,0.00706,-1.57,0.1172,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::-1,-0.021761,0.008115,-2.68,0.0073,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::0,-0.029997,0.008681,-3.46,5e-04,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::1,-0.041988,0.009529,-4.41,0,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::2,-0.043291,0.0098,-4.42,0,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::3,-0.036557,0.010466,-3.49,5e-04,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::4,-0.034234,0.009303,-3.68,2e-04,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
event_time::5,-0.028123,0.008838,-3.18,0.0015,occupancy_rate_port_10_,1801688,0.6083,8452,115609,58468,123376
