term,estimate,std_error,t_value,p_value,spec,n,r2,treated_pids,treated_rows,treated_event_rows,control_pids
event_time::-1,0.013944,0.004128,3.38,7e-04,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::0,0.013717,0.0041,3.35,8e-04,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::1,-0.000759,0.005355,-0.14,0.8873,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::2,0.003763,0.006027,0.62,0.5324,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::3,-0.009028,0.00763,-1.18,0.2367,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::4,-0.016627,0.007484,-2.22,0.0263,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::5,-0.013619,0.008251,-1.65,0.0988,pct_white_port_5_9,1328693,0.8919,4006,41673,20144,117404
event_time::-3,0.002595,0.003128,0.83,0.4067,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::-1,0.010315,0.005674,1.82,0.0691,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::0,0.004251,0.00422,1.01,0.3138,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::1,0.002176,0.003815,0.57,0.5685,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::2,-0.001347,0.004399,-0.31,0.7595,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::3,-0.008645,0.0044,-1.96,0.0494,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::4,-0.005848,0.006038,-0.97,0.3328,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
event_time::5,-0.00948,0.004652,-2.04,0.0416,pct_white_port_10_,1365907,0.892,7955,79020,37904,117404
