term,estimate,std_error,t_value,p_value,spec,n,r2,treated_pids,treated_rows,treated_event_rows,control_pids
event_time::-3,0.006961,0.024107,0.29,0.7728,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::-1,-0.018554,0.028871,-0.64,0.5204,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::0,-0.017958,0.030361,-0.59,0.5542,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::1,-0.060715,0.031164,-1.95,0.0514,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::2,-0.072783,0.034894,-2.09,0.037,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::3,-0.036671,0.036398,-1.01,0.3137,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::4,-0.137925,0.10702,-1.29,0.1975,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::5,-0.155015,0.112145,-1.38,0.1669,log_income_port_5_9,1278495,0.6837,3973,41506,20119,113043
event_time::-3,0.02868,0.020066,1.43,0.1529,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::-1,0.018227,0.029874,0.61,0.5418,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::0,-0.010361,0.020883,-0.5,0.6198,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::1,-0.036685,0.017751,-2.07,0.0388,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::2,-0.029312,0.017775,-1.65,0.0991,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::3,-0.014313,0.019707,-0.73,0.4677,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::4,-0.015792,0.019238,-0.82,0.4117,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
event_time::5,-0.00172,0.022296,-0.08,0.9385,log_income_port_10_,1315546,0.682,7907,78688,37873,113043
