term,estimate,std_error,t_value,p_value,spec,n,r2
q_relative::3,0.004938,0.002062,2.39,0.0167,portfolio_10+,118279,0.0614
q_relative::4,0.007207,0.002293,3.14,0.0017,portfolio_10+,118279,0.0614
q_relative::5,0.006877,0.002186,3.15,0.0017,portfolio_10+,118279,0.0614
q_relative::6,0.006935,0.002246,3.09,0.002,portfolio_10+,118279,0.0614
q_relative::7,0.006605,0.002303,2.87,0.0042,portfolio_10+,118279,0.0614
q_relative::8,0.010004,0.002335,4.28,0,portfolio_10+,118279,0.0614
q_relative::9,0.007333,0.002315,3.17,0.0015,portfolio_10+,118279,0.0614
q_relative::10,0.009516,0.002418,3.94,1e-04,portfolio_10+,118279,0.0614
q_relative::11,0.004838,0.002248,2.15,0.0314,portfolio_10+,118279,0.0614
q_relative::12,0.005275,0.00224,2.35,0.0186,portfolio_10+,118279,0.0614
q_relative::13,0.008105,0.002511,3.23,0.0013,portfolio_10+,118279,0.0614
q_relative::14,0.005073,0.002395,2.12,0.0342,portfolio_10+,118279,0.0614
q_relative::15,0.003858,0.002401,1.61,0.1082,portfolio_10+,118279,0.0614
q_relative::16,0.008004,0.002523,3.17,0.0015,portfolio_10+,118279,0.0614
q_relative::17,0.007447,0.002621,2.84,0.0045,portfolio_10+,118279,0.0614
q_relative::18,0.006995,0.002434,2.87,0.0041,portfolio_10+,118279,0.0614
q_relative::19,0.005768,0.002463,2.34,0.0192,portfolio_10+,118279,0.0614
q_relative::20,0.005673,0.002625,2.16,0.0307,portfolio_10+,118279,0.0614
