term,estimate,std_error,t_value,p_value,spec,n,r2
q_relative::4,0.004061,0.002012,2.02,0.0437,size_5-9 units,45800,0.2464
q_relative::5,0.003252,0.002218,1.47,0.1427,size_5-9 units,45800,0.2464
q_relative::6,0.003381,0.002076,1.63,0.1036,size_5-9 units,45800,0.2464
q_relative::7,0.003875,0.002246,1.73,0.0846,size_5-9 units,45800,0.2464
q_relative::8,0.00297,0.002481,1.2,0.2313,size_5-9 units,45800,0.2464
q_relative::9,0.004158,0.002553,1.63,0.1036,size_5-9 units,45800,0.2464
q_relative::10,0.003192,0.002389,1.34,0.1817,size_5-9 units,45800,0.2464
q_relative::11,0.005419,0.003012,1.8,0.0722,size_5-9 units,45800,0.2464
q_relative::12,0.003412,0.002806,1.22,0.2241,size_5-9 units,45800,0.2464
q_relative::13,0.003458,0.002402,1.44,0.1501,size_5-9 units,45800,0.2464
q_relative::14,0.004022,0.002798,1.44,0.1508,size_5-9 units,45800,0.2464
q_relative::15,0.004649,0.002567,1.81,0.0703,size_5-9 units,45800,0.2464
q_relative::16,0.002634,0.002367,1.11,0.266,size_5-9 units,45800,0.2464
q_relative::17,0.004714,0.002557,1.84,0.0654,size_5-9 units,45800,0.2464
q_relative::18,0.003547,0.002538,1.4,0.1624,size_5-9 units,45800,0.2464
q_relative::19,0.002379,0.002578,0.92,0.3562,size_5-9 units,45800,0.2464
q_relative::20,0.00231,0.002374,0.97,0.3306,size_5-9 units,45800,0.2464
q_relative::-12,-0.000924,0.001811,-0.51,0.6099,size_10+ units,33622,0.3649
q_relative::-11,0.001383,0.001906,0.73,0.4683,size_10+ units,33622,0.3649
q_relative::-10,-0.001478,0.001895,-0.78,0.4357,size_10+ units,33622,0.3649
q_relative::-9,0.001568,0.00187,0.84,0.402,size_10+ units,33622,0.3649
q_relative::-8,-0.001151,0.00181,-0.64,0.5249,size_10+ units,33622,0.3649
q_relative::-7,0.001928,0.001737,1.11,0.2672,size_10+ units,33622,0.3649
q_relative::-6,-0.001345,0.001997,-0.67,0.5006,size_10+ units,33622,0.3649
q_relative::-5,7.3e-05,0.001706,0.04,0.9657,size_10+ units,33622,0.3649
q_relative::-3,-0.001386,0.001886,-0.74,0.4624,size_10+ units,33622,0.3649
q_relative::-2,-0.000182,0.002154,-0.08,0.9326,size_10+ units,33622,0.3649
q_relative::-1,-0.002887,0.0019,-1.52,0.129,size_10+ units,33622,0.3649
q_relative::0,-0.002772,0.001899,-1.46,0.1445,size_10+ units,33622,0.3649
q_relative::1,0.004139,0.002528,1.64,0.1018,size_10+ units,33622,0.3649
q_relative::2,0.001052,0.002094,0.5,0.6155,size_10+ units,33622,0.3649
q_relative::3,-0.000863,0.001888,-0.46,0.6475,size_10+ units,33622,0.3649
q_relative::4,0.000931,0.002067,0.45,0.6523,size_10+ units,33622,0.3649
q_relative::5,0.000698,0.001963,0.36,0.7224,size_10+ units,33622,0.3649
q_relative::6,5.4e-05,0.00202,0.03,0.9786,size_10+ units,33622,0.3649
q_relative::7,0.001039,0.002218,0.47,0.6396,size_10+ units,33622,0.3649
q_relative::8,0.001157,0.001906,0.61,0.5438,size_10+ units,33622,0.3649
q_relative::9,0.001765,0.002056,0.86,0.3907,size_10+ units,33622,0.3649
q_relative::10,0.001179,0.002475,0.48,0.6341,size_10+ units,33622,0.3649
q_relative::11,0.001768,0.002232,0.79,0.4285,size_10+ units,33622,0.3649
q_relative::12,-0.000944,0.002137,-0.44,0.6589,size_10+ units,33622,0.3649
q_relative::13,0.001057,0.002232,0.47,0.6359,size_10+ units,33622,0.3649
q_relative::14,0.001913,0.002243,0.85,0.3939,size_10+ units,33622,0.3649
q_relative::15,0.000239,0.002109,0.11,0.91,size_10+ units,33622,0.3649
q_relative::16,0.002075,0.002275,0.91,0.3619,size_10+ units,33622,0.3649
q_relative::17,0.002435,0.002301,1.06,0.2903,size_10+ units,33622,0.3649
q_relative::18,0.002074,0.002376,0.87,0.3829,size_10+ units,33622,0.3649
q_relative::19,0.000658,0.002256,0.29,0.7708,size_10+ units,33622,0.3649
q_relative::20,0.001255,0.002529,0.5,0.6199,size_10+ units,33622,0.3649
