term,estimate,std_error,t_value,p_value,spec,n,r2
q_relative::4,0.002492,0.001975,1.26,0.2072,individual_5plus,25980,0.1509
q_relative::5,0.000109,0.001985,0.05,0.9563,individual_5plus,25980,0.1509
q_relative::6,0.000256,0.001879,0.14,0.8914,individual_5plus,25980,0.1509
q_relative::7,-0.000282,0.002217,-0.13,0.8989,individual_5plus,25980,0.1509
q_relative::8,-0.000178,0.002185,-0.08,0.9349,individual_5plus,25980,0.1509
q_relative::9,0.000733,0.002414,0.3,0.7615,individual_5plus,25980,0.1509
q_relative::10,-0.000881,0.002191,-0.4,0.6876,individual_5plus,25980,0.1509
q_relative::11,0.002605,0.003246,0.8,0.4225,individual_5plus,25980,0.1509
q_relative::12,-0.000422,0.002287,-0.18,0.8536,individual_5plus,25980,0.1509
q_relative::13,-0.001529,0.002231,-0.69,0.4933,individual_5plus,25980,0.1509
q_relative::14,5e-06,0.001975,0,0.9978,individual_5plus,25980,0.1509
q_relative::15,0.001998,0.002479,0.81,0.4204,individual_5plus,25980,0.1509
q_relative::16,0.002272,0.002693,0.84,0.3989,individual_5plus,25980,0.1509
q_relative::17,-0.001413,0.00227,-0.62,0.5337,individual_5plus,25980,0.1509
q_relative::18,-0.001041,0.002222,-0.47,0.6395,individual_5plus,25980,0.1509
q_relative::19,0.000787,0.002101,0.37,0.7079,individual_5plus,25980,0.1509
q_relative::20,-0.001324,0.002238,-0.59,0.5543,individual_5plus,25980,0.1509
