term,estimate,std_error,t_value,p_value,spec,n,r2,treated_pids,treated_rows,treated_event_rows,control_pids
event_time::2,0.02392,0.017468,1.37,0.1709,rent_port_2_4,117954,0.8276,707,3106,2119,33175
event_time::3,0.004835,0.022927,0.21,0.833,rent_port_2_4,117954,0.8276,707,3106,2119,33175
event_time::4,-0.022092,0.02121,-1.04,0.2976,rent_port_2_4,117954,0.8276,707,3106,2119,33175
event_time::5,0.002894,0.016591,0.17,0.8615,rent_port_2_4,117954,0.8276,707,3106,2119,33175
event_time::-3,0.13115,0.079592,1.65,0.0994,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::-1,0.065995,0.023027,2.87,0.0042,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::0,0.056766,0.021086,2.69,0.0071,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::1,0.059403,0.030754,1.93,0.0534,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::2,0.11415,0.018424,6.2,0,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::3,0.111034,0.062965,1.76,0.0778,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::4,0.053423,0.017912,2.98,0.0029,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::5,0.023611,0.027392,0.86,0.3887,rent_port_5_9,116426,0.8255,371,1578,1056,33175
event_time::-3,-0.028535,0.031721,-0.9,0.3684,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::-1,-0.063095,0.026415,-2.39,0.0169,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::0,0.003059,0.025527,0.12,0.9046,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::1,0.047491,0.023675,2.01,0.0449,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::2,0.089017,0.035989,2.47,0.0134,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::3,0.060389,0.029413,2.05,0.0401,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::4,0.096156,0.025964,3.7,2e-04,rent_port_10_,118122,0.8246,709,3274,2142,33175
event_time::5,0.049294,0.037105,1.33,0.184,rent_port_10_,118122,0.8246,709,3274,2142,33175
