term,estimate,std_error,t_value,p_value,spec
post_treat,0.016572336151141,0.0051701235535929,3.20540427696825,0.00134985877760108,acq_rate_pooled_did
post_treat:acq_rate_demean,0.174430447977475,0.0892591572777334,1.95420227231956,0.0506847252225233,acq_rate_pooled_did
