b,nhood,theta,theta_bad,units,year_built,old_bldg,new_bldg,first_year_active,exposure_years,unit_years,eta_sort,s,mbar,cbar,fbar,x,M_total,C_total,F_total,M,C,F,m_rate,c_rate,f_rate
478,122,B,1,1,1915,1,0,2011,9,9,-0.715115871639668,0.337373494663887,0.319549600962081,0.14277397730266,0.254673720536662,0.254673720536662,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
479,71,G,0,1,1900,1,0,2011,9,9,0.267878470183418,0.243285361655108,0.345688570566939,0.136641615228235,0.111274384279136,0.111274384279136,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
480,260,G,0,2,1950,0,0,2011,9,18,0.952593131595694,0.392101630682747,0.228310665990588,0.0983162911935611,0.112422379867418,0.112422379867418,6,1,0,0.666666666666667,0.111111111111111,0,0.333333333333333,0.0555555555555556,0
481,81,B,1,1,1925,1,0,2011,9,9,-0.643123675458102,0.354337023560312,0.319471453415021,0.142078379569353,0.25497185922258,0.25497185922258,5,0,4,0.555555555555556,0,0.444444444444444,0.555555555555556,0,0.444444444444444
482,264,G,0,1,1935,1,0,2011,9,9,-0.0154976245027393,0.194364169663305,0.345688570566939,0.136641615228235,0.110899563492327,0.110899563492327,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
483,67,G,0,1,1935,1,0,2011,9,9,-0.886386944602757,0.0910642895307429,0.345688570566939,0.136641615228235,0.110112250555932,0.110112250555932,4,1,0,0.444444444444444,0.111111111111111,0,0.444444444444444,0.111111111111111,0
484,238,G,0,2,1905,1,0,2011,9,18,0.157853433555417,0.223338633922255,0.345688570566939,0.136641615228235,0.111121405190407,0.111121405190407,10,4,2,1.11111111111111,0.444444444444444,0.222222222222222,0.555555555555556,0.222222222222222,0.111111111111111
485,270,B,1,1,1940,1,0,2011,9,9,0.566059817066132,0.660120168559903,0.318129204726413,0.130104280984537,0.260406331785997,0.260406331785997,6,0,2,0.666666666666667,0,0.222222222222222,0.666666666666667,0,0.222222222222222
486,134,G,0,1,1948,0,0,2011,9,9,-0.285835688868666,0.155086028763147,0.228310665990588,0.0983162911935611,0.1105995391124,0.1105995391124,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
487,137,B,1,1,1920,1,0,2011,9,9,-0.427946408742886,0.407217808357777,0.319230394634595,0.139931622792159,0.255903495261428,0.255903495261428,6,2,4,0.666666666666667,0.222222222222222,0.444444444444444,0.666666666666667,0.222222222222222,0.444444444444444
488,161,G,0,2,1972,0,0,2011,9,18,-0.340487745552479,0.147990282965289,0.228310665990588,0.0983162911935611,0.110545425190291,0.110545425190291,6,3,2,0.666666666666667,0.333333333333333,0.222222222222222,0.333333333333333,0.166666666666667,0.111111111111111
489,116,G,0,1,1925,1,0,2011,9,9,-0.344739535007173,0.147449768317372,0.345688570566939,0.136641615228235,0.11054130417657,0.11054130417657,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
490,46,G,0,1,1900,1,0,2011,9,9,0.0204297454393984,0.200122700986306,0.345688570566939,0.136641615228235,0.11094361813983,0.11094361813983,6,1,3,0.666666666666667,0.111111111111111,0.333333333333333,0.666666666666667,0.111111111111111,0.333333333333333
491,64,G,0,2,1920,1,0,2011,9,18,0.00742389907528702,0.19802325864416,0.345688570566939,0.136641615228235,0.110927554692709,0.110927554692709,7,4,2,0.777777777777778,0.444444444444444,0.222222222222222,0.388888888888889,0.222222222222222,0.111111111111111
492,19,G,0,1,1977,0,0,2011,9,9,0.205827084187814,0.231887792280571,0.228310665990588,0.0983162911935611,0.111186946187601,0.111186946187601,1,0,0,0.111111111111111,0,0,0.111111111111111,0,0
493,229,G,0,1,1955,0,0,2011,9,9,0.636179618772094,0.318510262126839,0.228310665990588,0.0983162911935611,0.111853210036021,0.111853210036021,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
494,98,B,1,1,1960,0,0,2011,9,9,-0.251534947241697,0.452386157663327,0.210667171260374,0.0993238075978751,0.256701951286158,0.256701951286158,1,0,2,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0.222222222222222
495,129,G,0,2,1925,1,0,2011,9,18,-1.1125188912895,0.0739081263112474,0.345688570566939,0.136641615228235,0.109982035019838,0.109982035019838,7,3,2,0.777777777777778,0.333333333333333,0.222222222222222,0.388888888888889,0.166666666666667,0.111111111111111
496,220,G,0,2,1986,0,0,2011,9,18,-0.657080727515499,0.112067290232509,0.228310665990588,0.0983162911935611,0.110271873565389,0.110271873565389,5,2,3,0.555555555555556,0.222222222222222,0.333333333333333,0.277777777777778,0.111111111111111,0.166666666666667
497,180,B,1,1,1960,0,0,2011,9,9,0.946373191208829,0.74251349899746,0.210078023528255,0.0913592240416978,0.261890359740201,0.261890359740201,1,0,2,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0.222222222222222
498,222,G,0,2,1920,1,0,2011,9,18,0.333772092183358,0.255804469267176,0.345688570566939,0.136641615228235,0.111370505658653,0.111370505658653,9,3,3,1,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.166666666666667
499,90,B,1,1,1948,0,0,2011,9,9,0.83269490317626,0.719339461977786,0.210123236239911,0.0919712366476091,0.261472107673203,0.261472107673203,1,0,2,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0.222222222222222
500,122,G,0,1,1925,1,0,2011,9,9,-0.715115871639668,0.106379648905147,0.345688570566939,0.136641615228235,0.110228624603417,0.110228624603417,0,0,3,0,0,0.333333333333333,0,0,0.333333333333333
501,275,G,0,1,1942,0,0,2011,9,9,0.0469946541069341,0.2044632907826,0.228310665990588,0.0983162911935611,0.110976836637962,0.110976836637962,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
502,291,G,0,1,1925,1,0,2011,9,9,0.216064163490419,0.233741801198127,0.345688570566939,0.136641615228235,0.111201164802823,0.111201164802823,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
503,231,G,0,1,1970,0,0,2011,9,9,-0.0679443667202555,0.186187763847537,0.228310665990588,0.0983162911935611,0.110837041366209,0.110837041366209,5,0,0,0.555555555555556,0,0,0.555555555555556,0,0
504,197,G,0,1,1950,0,0,2011,9,9,0.18672781624882,0.228456685254839,0.228310665990588,0.0983162911935611,0.111160637414535,0.111160637414535,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111,0
505,169,G,0,1,1920,1,0,2011,9,9,0.385432216312551,0.265914883075176,0.345688570566939,0.136641615228235,0.111448193752577,0.111448193752577,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
506,217,G,0,2,,0,0,2011,9,18,0.0984744026691663,0.213075560256549,0.228310665990588,0.0983162911935611,0.111042775713671,0.111042775713671,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667
507,49,G,0,1,1990,0,0,2011,9,9,-0.399590118780461,0.140623790770221,0.228310665990588,0.0983162911935611,0.110489274500052,0.110489274500052,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
508,69,G,0,2,1958,0,0,2011,9,18,0.296037530135811,0.248583191870236,0.228310665990588,0.0983162911935611,0.111315050751033,0.111315050751033,4,3,2,0.444444444444444,0.333333333333333,0.222222222222222,0.222222222222222,0.166666666666667,0.111111111111111
509,76,G,0,1,1950,0,0,2011,9,9,-0.5375169878128,0.124632890327618,0.228310665990588,0.0983162911935611,0.110367482858354,0.110367482858354,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
510,2,G,0,1,1925,1,0,2011,9,9,-1.27834669584169,0.0632815370910234,0.345688570566939,0.136641615228235,0.109901456290393,0.109901456290393,5,2,1,0.555555555555556,0.222222222222222,0.111111111111111,0.555555555555556,0.222222222222222,0.111111111111111
511,274,G,0,1,1920,1,0,2011,9,9,0.812554796311554,0.358672673013853,0.345688570566939,0.136641615228235,0.112163475747382,0.112163475747382,6,2,0,0.666666666666667,0.222222222222222,0,0.666666666666667,0.222222222222222,0
512,260,G,0,1,1950,0,0,2011,9,9,0.952593131595694,0.392101630682747,0.228310665990588,0.0983162911935611,0.112422379867418,0.112422379867418,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
513,106,B,1,1,1996,0,0,2011,9,9,0.363839554930955,0.611305634363799,0.210338171265183,0.0948788630074921,0.259531078552861,0.259531078552861,3,1,5,0.333333333333333,0.111111111111111,0.555555555555556,0.333333333333333,0.111111111111111,0.555555555555556
514,111,G,0,3,1915,1,0,2011,9,27,0.160871144938416,0.223869632722993,0.345688570566939,0.136641615228235,0.111125474897292,0.111125474897292,8,4,5,0.888888888888889,0.444444444444444,0.555555555555556,0.296296296296296,0.148148148148148,0.185185185185185
515,72,B,1,1,1925,1,0,2011,9,9,0.445129790790486,0.631275540040505,0.318250605419274,0.131189362547447,0.25988878635888,0.25988878635888,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
516,229,G,0,2,1890,1,0,2011,9,18,0.636179618772094,0.318510262126839,0.345688570566939,0.136641615228235,0.111853210036021,0.111853210036021,10,3,0,1.11111111111111,0.333333333333333,0,0.555555555555556,0.166666666666667,0
517,11,G,0,1,1850,1,0,2011,9,9,-0.609988590168154,0.116877639959807,0.345688570566939,0.136641615228235,0.110308464825387,0.110308464825387,2,2,2,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222
518,207,B,1,1,1953,0,0,2011,9,9,0.617414746537682,0.672020086636468,0.210216529615945,0.0932336677728307,0.260620146534857,0.260620146534857,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
519,56,G,0,1,1950,0,0,2011,9,9,-0.00732721252919126,0.195662467237356,0.228310665990588,0.0983162911935611,0.110909494365604,0.110909494365604,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
520,106,G,0,1,1920,1,0,2011,9,9,0.363839554930955,0.261657665050888,0.345688570566939,0.136641615228235,0.111415474823377,0.111415474823377,3,1,2,0.333333333333333,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111,0.222222222222222
521,271,G,0,4,1880,1,0,2011,9,36,0.554059403163074,0.300665484530944,0.345688570566939,0.136641615228235,0.111715629728622,0.111715629728622,15,4,3,1.66666666666667,0.444444444444444,0.333333333333333,0.416666666666667,0.111111111111111,0.0833333333333333
522,207,G,0,1,1915,1,0,2011,9,9,0.617414746537682,0.314382015972384,0.345688570566939,0.136641615228235,0.111821366878566,0.111821366878566,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
523,89,G,0,1,1953,0,0,2011,9,9,-0.13388128440739,0.176292384633136,0.228310665990588,0.0983162911935611,0.110761421990541,0.110761421990541,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
524,292,G,0,2,1915,1,0,2011,9,18,-0.0844631986760108,0.18366871600337,0.345688570566939,0.136641615228235,0.110817786188675,0.110817786188675,6,2,2,0.666666666666667,0.222222222222222,0.222222222222222,0.333333333333333,0.111111111111111,0.111111111111111
525,263,B,1,1,1950,0,0,2011,9,9,0.397002744723476,0.61950406526272,0.210321617099266,0.0946550248905405,0.259677872050086,0.259677872050086,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333
526,68,G,0,2,1923,1,0,2011,9,18,0.545178781639103,0.298770734433966,0.345688570566939,0.136641615228235,0.111701031457932,0.111701031457932,5,2,3,0.555555555555556,0.222222222222222,0.333333333333333,0.277777777777778,0.111111111111111,0.166666666666667
527,120,G,0,1,1925,1,0,2011,9,9,-0.644177167125597,0.113367744385631,0.345688570566939,0.136641615228235,0.110281764633433,0.110281764633433,6,2,2,0.666666666666667,0.222222222222222,0.222222222222222,0.666666666666667,0.222222222222222,0.222222222222222
528,232,B,1,1,1955,0,0,2011,9,9,-0.730506015085425,0.333801264576614,0.210923019840661,0.102775647247487,0.254610982059787,0.254610982059787,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
529,53,G,0,1,1905,1,0,2011,9,9,0.735179082552238,0.340762389742441,0.345688570566939,0.136641615228235,0.11202500768459,0.11202500768459,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
530,280,G,0,18,1920,1,0,2011,9,162,0.615383978924867,0.313937020561739,0.345688570566939,0.136641615228235,0.111817934955233,0.111817934955233,67,16,18,7.44444444444445,1.77777777777778,2,0.41358024691358,0.0987654320987654,0.111111111111111
531,230,G,0,1,1950,0,0,2011,9,9,-0.455951417302076,0.133889682730402,0.228310665990588,0.0983162911935611,0.110437969078099,0.110437969078099,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
532,11,G,0,1,1915,1,0,2011,9,9,-0.609988590168154,0.116877639959807,0.345688570566939,0.136641615228235,0.110308464825387,0.110308464825387,3,1,2,0.333333333333333,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111,0.222222222222222
533,74,G,0,3,2018,0,1,2018,2,6,0.402297995399404,0.269271198790931,0.262644956523924,0.102986179132146,0.111473995553605,0.111473995553605,3,0,0,1.5,0,0,0.5,0,0
534,256,G,0,1,1875,1,0,2011,9,9,-0.383621388034403,0.142583053381036,0.345688570566939,0.136641615228235,0.11050420608914,0.11050420608914,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
535,88,G,0,1,1930,1,0,2011,9,9,-0.363104979536149,0.1451339561738,0.345688570566939,0.136641615228235,0.110523649606681,0.110523649606681,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
536,11,G,0,3,1921,1,0,2011,9,27,-0.609988590168154,0.116877639959807,0.345688570566939,0.136641615228235,0.110308464825387,0.110308464825387,7,2,4,0.777777777777778,0.222222222222222,0.444444444444444,0.259259259259259,0.0740740740740741,0.148148148148148
537,74,G,0,1,1976,0,0,2011,9,9,0.402297995399404,0.269271198790931,0.228310665990588,0.0983162911935611,0.111473995553605,0.111473995553605,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
538,243,G,0,1,1905,1,0,2011,9,9,-0.0021390854314059,0.196490316186671,0.345688570566939,0.136641615228235,0.110915827170951,0.110915827170951,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
539,188,G,0,1,1940,1,0,2011,9,9,-0.720501735749917,0.105865010696118,0.345688570566939,0.136641615228235,0.110224712118996,0.110224712118996,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111,0
540,287,G,0,1,1920,1,0,2011,9,9,-0.298039797024043,0.153477556477432,0.345688570566939,0.136641615228235,0.110587270181418,0.110587270181418,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
541,173,G,0,2,1979,0,0,2011,9,18,-0.230439875708873,0.162562364036425,0.228310665990588,0.0983162911935611,0.110656584163781,0.110656584163781,4,1,0,0.444444444444444,0.111111111111111,0,0.222222222222222,0.0555555555555556,0
542,280,G,0,1,1925,1,0,2011,9,9,0.615383978924867,0.313937020561739,0.345688570566939,0.136641615228235,0.111817934955233,0.111817934955233,3,0,2,0.333333333333333,0,0.222222222222222,0.333333333333333,0,0.222222222222222
543,291,G,0,2,1920,1,0,2011,9,18,0.216064163490419,0.233741801198127,0.345688570566939,0.136641615228235,0.111201164802823,0.111201164802823,7,1,6,0.777777777777778,0.111111111111111,0.666666666666667,0.388888888888889,0.0555555555555556,0.333333333333333
544,242,B,1,1,1915,1,0,2011,9,9,-0.134078743598155,0.482975716518963,0.318891682269126,0.136912467769229,0.257244107588426,0.257244107588426,4,3,1,0.444444444444444,0.333333333333333,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111
545,266,G,0,1,1915,1,0,2011,9,9,0.585689556810217,0.307470196762344,0.345688570566939,0.136641615228235,0.111768072970633,0.111768072970633,5,0,1,0.555555555555556,0,0.111111111111111,0.555555555555556,0,0.111111111111111
546,64,B,1,2,1935,1,0,2011,9,18,0.00742389907528702,0.519987939011932,0.318728992976664,0.135461176289081,0.257901627569195,0.257901627569195,4,4,2,0.444444444444444,0.444444444444444,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111
547,172,G,0,2,1915,1,0,2011,9,18,0.113105426655624,0.215571630020027,0.345688570566939,0.136641615228235,0.111061893972001,0.111061893972001,10,0,3,1.11111111111111,0,0.333333333333333,0.555555555555556,0,0.166666666666667
548,298,G,0,3,1925,1,0,2011,9,27,-0.746800690908548,0.103383701767603,0.345688570566939,0.136641615228235,0.11020585017012,0.11020585017012,8,2,3,0.888888888888889,0.222222222222222,0.333333333333333,0.296296296296296,0.0740740740740741,0.111111111111111
549,160,B,1,2,1935,1,0,2011,9,18,0.733648562284068,0.69810522203046,0.317970932158612,0.12868901649224,0.261089452120245,0.261089452120245,5,3,9,0.555555555555556,0.333333333333333,1,0.277777777777778,0.166666666666667,0.5
550,167,G,0,1,1925,1,0,2011,9,9,-0.717937817452279,0.106109725770418,0.345688570566939,0.136641615228235,0.110226572523036,0.110226572523036,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
551,166,B,1,1,1920,1,0,2011,9,9,0.135995859893343,0.553434884814583,0.318583527358939,0.134162903650674,0.258497256091588,0.258497256091588,6,2,2,0.666666666666667,0.222222222222222,0.222222222222222,0.666666666666667,0.222222222222222,0.222222222222222
552,17,B,1,2,1969,0,0,2011,9,18,-0.408935171553629,0.412021600289618,0.210753244921373,0.100485557919838,0.255988295342369,0.255988295342369,1,1,6,0.111111111111111,0.111111111111111,0.666666666666667,0.0555555555555556,0.0555555555555556,0.333333333333333
553,229,G,0,1,1925,1,0,2011,9,9,0.636179618772094,0.318510262126839,0.345688570566939,0.136641615228235,0.111853210036021,0.111853210036021,4,1,3,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0.333333333333333
554,79,G,0,2,1950,0,0,2011,9,18,0.193936370153267,0.229747400575476,0.228310665990588,0.0983162911935611,0.111170533529634,0.111170533529634,8,1,1,0.888888888888889,0.111111111111111,0.111111111111111,0.444444444444444,0.0555555555555556,0.0555555555555556
555,227,B,1,1,1925,1,0,2011,9,9,0.14313055999845,0.555279209596989,0.318575548673005,0.13409167717679,0.258530140109427,0.258530140109427,6,2,5,0.666666666666667,0.222222222222222,0.555555555555556,0.666666666666667,0.222222222222222,0.555555555555556
556,110,G,0,1,1900,1,0,2011,9,9,0.216607288438517,0.233840456367207,0.345688570566939,0.136641615228235,0.111201921452015,0.111201921452015,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
557,243,G,0,1,1950,0,0,2011,9,9,-0.0021390854314059,0.196490316186671,0.228310665990588,0.0983162911935611,0.110915827170951,0.110915827170951,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
558,265,G,0,1,1920,1,0,2011,9,9,-0.217654557037024,0.1643290510386,0.345688570566939,0.136641615228235,0.11067006842778,0.11067006842778,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
559,23,G,0,2,1925,1,0,2011,9,18,-0.214063519599819,0.164828060225531,0.345688570566939,0.136641615228235,0.110673877420185,0.110673877420185,8,3,1,0.888888888888889,0.333333333333333,0.111111111111111,0.444444444444444,0.166666666666667,0.0555555555555556
560,281,G,0,1,1953,0,0,2011,9,9,0.553349899688006,0.30051385046788,0.228310665990588,0.0983162911935611,0.111714461380264,0.111714461380264,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
561,112,G,0,1,1920,1,0,2011,9,9,0.275544458904565,0.244719901229732,0.345688570566939,0.136641615228235,0.1112853944265,0.1112853944265,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
562,93,G,0,1,1920,1,0,2011,9,9,-0.438595748011566,0.135933518125946,0.345688570566939,0.136641615228235,0.110453538011159,0.110453538011159,4,3,2,0.444444444444444,0.333333333333333,0.222222222222222,0.444444444444444,0.333333333333333,0.222222222222222
563,277,G,0,1,1942,0,0,2011,9,9,-0.341569153375386,0.147852650902614,0.228310665990588,0.0983162911935611,0.110544375835752,0.110544375835752,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111,0
564,119,G,0,1,1949,0,0,2011,9,9,0.408824015864362,0.270577155979589,0.228310665990588,0.0983162911935611,0.111484036762003,0.111484036762003,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
565,48,G,0,1,1925,1,0,2011,9,9,-0.514044047028275,0.127238582782342,0.345688570566939,0.136641615228235,0.110387319458169,0.110387319458169,0,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111
566,248,G,0,1,1900,1,0,2011,9,9,-0.0433783927504954,0.189983704198304,0.345688570566939,0.136641615228235,0.110866063214615,0.110866063214615,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
567,105,B,1,1,1953,0,0,2011,9,9,0.364483585390599,0.611465491674931,0.210337848097232,0.0948744934416849,0.259533940016178,0.259533940016178,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
568,171,G,0,1,1950,0,0,2011,9,9,-0.226189932281441,0.163147902233489,0.228310665990588,0.0983162911935611,0.11066105311047,0.11066105311047,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
569,184,B,1,1,1925,1,0,2011,9,9,0.178104536628625,0.564296165187081,0.31853660438061,0.133743992251298,0.258690971226168,0.258690971226168,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
570,4,G,0,8,1960,0,0,2011,9,72,0.240788464101498,0.238262516911791,0.228310665990588,0.0983162911935611,0.111235842332687,0.111235842332687,19,4,12,2.11111111111111,0.444444444444444,1.33333333333333,0.263888888888889,0.0555555555555556,0.166666666666667
571,50,G,0,1,1905,1,0,2011,9,9,0.0332467314107276,0.202208149892391,0.345688570566939,0.136641615228235,0.110959576822026,0.110959576822026,1,2,2,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222
572,139,G,0,1,1945,0,0,2011,9,9,-0.0881584502461465,0.183108878395099,0.228310665990588,0.0983162911935611,0.110813507338611,0.110813507338611,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
573,246,G,0,1,1920,1,0,2011,9,9,-1.02062227515937,0.0804867507906826,0.345688570566939,0.136641615228235,0.110031948665502,0.110031948665502,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
574,250,G,0,1,1920,1,0,2011,9,9,-0.54846706599264,0.123433203178158,0.345688570566939,0.136641615228235,0.1103583510857,0.1103583510857,4,1,2,0.444444444444444,0.111111111111111,0.222222222222222,0.444444444444444,0.111111111111111,0.222222222222222
575,230,G,0,1,1900,1,0,2011,9,9,-0.455951417302076,0.133889682730402,0.345688570566939,0.136641615228235,0.110437969078099,0.110437969078099,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
576,85,G,0,1,1935,1,0,2011,9,9,0.304857297333016,0.250258564587161,0.345688570566939,0.136641615228235,0.111327914108324,0.111327914108324,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
577,121,G,0,1,1920,1,0,2011,9,9,-0.109614268620497,0.179884738694393,0.345688570566939,0.136641615228235,0.110788868389573,0.110788868389573,4,0,2,0.444444444444444,0,0.222222222222222,0.444444444444444,0,0.222222222222222
578,114,G,0,1,1920,1,0,2011,9,9,0.419147091451905,0.272651209819256,0.345688570566939,0.136641615228235,0.111499985550109,0.111499985550109,0,0,1,0,0,0.111111111111111,0,0,0.111111111111111
579,195,G,0,1,1920,1,0,2011,9,9,-0.187298311102981,0.168586135580751,0.345688570566939,0.136641615228235,0.110702567437351,0.110702567437351,0,4,0,0,0.444444444444444,0,0,0.444444444444444,0
580,99,G,0,1,1930,1,0,2011,9,9,0.0885121336599392,0.211388244890034,0.345688570566939,0.136641615228235,0.11102985384824,0.11102985384824,3,2,2,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222
581,98,G,0,7,1890,1,0,2011,9,63,-0.251534947241697,0.159681287658085,0.345688570566939,0.136641615228235,0.110634597831029,0.110634597831029,17,16,6,1.88888888888889,1.77777777777778,0.666666666666667,0.26984126984127,0.253968253968254,0.0952380952380952
582,58,G,0,1,1900,1,0,2011,9,9,-0.681589846160667,0.109633341908407,0.345688570566939,0.136641615228235,0.110253363686889,0.110253363686889,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
583,13,B,1,1,1920,1,0,2011,9,9,-0.00400418900022034,0.517001415422609,0.318742053217558,0.135577709242695,0.257848509874557,0.257848509874557,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333
584,8,G,0,2,1935,1,0,2011,9,18,0.839174982303046,0.364931699024035,0.345688570566939,0.136641615228235,0.112211905903821,0.112211905903821,9,6,0,1,0.666666666666667,0,0.5,0.333333333333333,0
585,258,G,0,1,1920,1,0,2011,9,9,0.834988216252089,0.3639441382955,0.345688570566939,0.136641615228235,0.112204263114762,0.112204263114762,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
586,123,B,1,2,1920,1,0,2011,9,18,-0.0710287457659208,0.499468031053416,0.318818965203397,0.136263877019155,0.257536885280469,0.257536885280469,2,4,2,0.222222222222222,0.444444444444444,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111
587,262,B,1,11,1960,0,0,2011,9,99,0.152528670997323,0.557706206027446,0.210447399338674,0.0963553556847818,0.258573419444675,0.258573419444675,17,11,32,1.88888888888889,1.22222222222222,3.55555555555556,0.171717171717172,0.111111111111111,0.323232323232323
588,87,G,0,2,1970,0,0,2011,9,18,0.54356443523172,0.298427050521607,0.228310665990588,0.0983162911935611,0.11169838371905,0.11169838371905,5,0,2,0.555555555555556,0,0.222222222222222,0.277777777777778,0,0.111111111111111
589,17,B,1,2,1925,1,0,2011,9,18,-0.408935171553629,0.412021600289618,0.319208686388103,0.139738219723878,0.255988295342369,0.255988295342369,6,2,4,0.666666666666667,0.222222222222222,0.444444444444444,0.333333333333333,0.111111111111111,0.222222222222222
590,206,G,0,1,1920,1,0,2011,9,9,0.25529860438975,0.240943859343493,0.345688570566939,0.136641615228235,0.111256415497276,0.111256415497276,5,1,0,0.555555555555556,0.111111111111111,0,0.555555555555556,0.111111111111111,0
591,199,G,0,1,1920,1,0,2011,9,9,-1.36583633712324,0.0582683639654148,0.345688570566939,0.136641615228235,0.109863463168194,0.109863463168194,5,1,0,0.555555555555556,0.111111111111111,0,0.555555555555556,0.111111111111111,0
592,77,G,0,1,1935,1,0,2011,9,9,0.0317329219690409,0.201960985022833,0.345688570566939,0.136641615228235,0.110957685298504,0.110957685298504,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
593,234,G,0,6,1920,1,0,2011,9,54,0.105686959042233,0.214303353343244,0.345688570566939,0.136641615228235,0.111052179392648,0.111052179392648,23,5,5,2.55555555555556,0.555555555555556,0.555555555555556,0.425925925925926,0.0925925925925926,0.0925925925925926
