b,nhood,theta,theta_bad,units,year_built,old_bldg,new_bldg,first_year_active,exposure_years,unit_years,eta_sort,s,mbar,cbar,fbar,x,M_total,C_total,F_total,M,C,F,m_rate,c_rate,f_rate
5929,221,G,0,3,1963,0,0,2011,9,27,-0.0419434127062703,0.190207280643986,0.228310665990588,0.0983162911935611,0.110867772804485,0.110867772804485,11,1,3,1.22222222222222,0.111111111111111,0.333333333333333,0.407407407407407,0.037037037037037,0.111111111111111
5930,267,G,0,1,1948,0,0,2011,9,9,-0.72363251024912,0.105566871394179,0.228310665990588,0.0983162911935611,0.110222445608932,0.110222445608932,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
5931,158,B,1,2,1935,1,0,2011,9,18,-0.311600464280032,0.436873278018875,0.319096883071715,0.138741933451544,0.256427444431135,0.256427444431135,5,4,8,0.555555555555556,0.444444444444444,0.888888888888889,0.277777777777778,0.222222222222222,0.444444444444444
5932,175,G,0,2,1920,1,0,2011,9,18,0.10361200819825,0.213949601141574,0.345688570566939,0.136641615228235,0.111049469919491,0.111049469919491,5,4,1,0.555555555555556,0.444444444444444,0.111111111111111,0.277777777777778,0.222222222222222,0.0555555555555556
5933,278,G,0,1,1920,1,0,2011,9,9,-0.916824940189593,0.0885606109245147,0.345688570566939,0.136641615228235,0.110093237994323,0.110093237994323,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
5934,191,G,0,2,1920,1,0,2011,9,18,1.06418244384725,0.419516959996651,0.345688570566939,0.136641615228235,0.112635154972092,0.112635154972092,7,1,4,0.777777777777778,0.111111111111111,0.444444444444444,0.388888888888889,0.0555555555555556,0.222222222222222
5935,237,G,0,3,1906,1,0,2011,9,27,-0.223505933397009,0.163518575001125,0.345688570566939,0.136641615228235,0.110663882253762,0.110663882253762,5,4,8,0.555555555555556,0.444444444444444,0.888888888888889,0.185185185185185,0.148148148148148,0.296296296296296
5936,238,G,0,1,2012,0,1,2012,8,8,0.157853433555417,0.223338633922255,0.262644956523924,0.102986179132146,0.111121405190407,0.111121405190407,4,1,2,0.5,0.125,0.25,0.5,0.125,0.25
5937,112,B,1,1,1925,1,0,2011,9,9,0.275544458904565,0.589167469354313,0.318429731447187,0.13278963904988,0.259135107544949,0.259135107544949,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
5938,126,G,0,1,1930,1,0,2011,9,9,-0.6309926739954,0.11471019359501,0.345688570566939,0.136641615228235,0.1102919760405,0.1102919760405,0,0,0,0,0,0,0,0,0
5939,152,G,0,1,1949,0,0,2011,9,9,-0.935505107932715,0.0870551954256415,0.228310665990588,0.0983162911935611,0.110081807674155,0.110081807674155,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
5940,30,G,0,1,1925,1,0,2011,9,9,-0.450693160134232,0.134506121362622,0.345688570566939,0.136641615228235,0.110442664573346,0.110442664573346,1,4,2,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222
5941,284,G,0,1,1925,1,0,2011,9,9,0.402988961252392,0.269409280125928,0.345688570566939,0.136641615228235,0.11147505718689,0.11147505718689,3,2,2,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222
5942,83,G,0,1,1950,0,0,2011,9,9,-0.0754089069506072,0.185046130183334,0.228310665990588,0.0983162911935611,0.110828314496209,0.110828314496209,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
5943,243,B,1,1,1915,1,0,2011,9,9,-0.0021390854314059,0.517488917204641,0.318739920541365,0.135558680283048,0.257857179733828,0.257857179733828,5,1,3,0.555555555555556,0.111111111111111,0.333333333333333,0.555555555555556,0.111111111111111,0.333333333333333
5944,47,G,0,1,1925,1,0,2011,9,9,1.07332683376034,0.421788755461063,0.345688570566939,0.136641615228235,0.11265280482649,0.11265280482649,3,4,2,0.333333333333333,0.444444444444444,0.222222222222222,0.333333333333333,0.444444444444444,0.222222222222222
5945,80,G,0,1,1950,0,0,2011,9,9,-0.389207444198508,0.141895079809146,0.228310665990588,0.0983162911935611,0.110498962795576,0.110498962795576,3,0,0,0.333333333333333,0,0,0.333333333333333,0,0
5946,68,G,0,1,1925,1,0,2011,9,9,0.545178781639103,0.298770734433966,0.345688570566939,0.136641615228235,0.111701031457932,0.111701031457932,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
5947,55,G,0,20,2019,0,1,2019,1,20,0.879034877569272,0.374390809848906,0.262644956523924,0.102986179132146,0.112285136882912,0.112285136882912,4,3,0,4,3,0,0.2,0.15,0
5948,159,B,1,2,1935,1,0,2011,9,18,1.06840875042257,0.765911020668746,0.3176928584563,0.126200791613034,0.262313324076863,0.262313324076863,4,0,1,0.444444444444444,0,0.111111111111111,0.222222222222222,0,0.0555555555555556
5949,295,G,0,1,1925,1,0,2011,9,9,-0.612185894381345,0.116649229585149,0.345688570566939,0.136641615228235,0.110306727083942,0.110306727083942,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
5950,148,G,0,1,1925,1,0,2011,9,9,-0.620503186923837,0.115788178796715,0.345688570566939,0.136641615228235,0.110300176473318,0.110300176473318,6,0,0,0.666666666666667,0,0,0.666666666666667,0,0
5951,195,B,1,2,1920,1,0,2011,9,18,-0.187298311102981,0.469084106209223,0.318953213530764,0.137461172648672,0.256997756828661,0.256997756828661,6,2,7,0.666666666666667,0.222222222222222,0.777777777777778,0.333333333333333,0.111111111111111,0.388888888888889
5952,171,G,0,1,1910,1,0,2011,9,9,-0.226189932281441,0.163147902233489,0.345688570566939,0.136641615228235,0.11066105311047,0.11066105311047,4,2,3,0.444444444444444,0.222222222222222,0.333333333333333,0.444444444444444,0.222222222222222,0.333333333333333
5953,139,G,0,1,1950,0,0,2011,9,9,-0.0881584502461465,0.183108878395099,0.228310665990588,0.0983162911935611,0.110813507338611,0.110813507338611,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
5954,2,G,0,1,1920,1,0,2011,9,9,-1.27834669584169,0.0632815370910234,0.345688570566939,0.136641615228235,0.109901456290393,0.109901456290393,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
5955,112,G,0,1,1950,0,0,2011,9,9,0.275544458904565,0.244719901229732,0.228310665990588,0.0983162911935611,0.1112853944265,0.1112853944265,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
5956,299,G,0,1,1928,1,0,2011,9,9,0.423214370925583,0.273471152286026,0.345688570566939,0.136641615228235,0.111506291265788,0.111506291265788,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
5957,174,B,1,1,1925,1,0,2011,9,9,-0.524897572859402,0.383026444611992,0.319340194443127,0.14090964955148,0.255476878195437,0.255476878195437,3,0,0,0.333333333333333,0,0,0.333333333333333,0,0
5958,75,G,0,2,1920,1,0,2011,9,18,0.214184653423208,0.233400626715159,0.345688570566939,0.136641615228235,0.111198548158569,0.111198548158569,8,5,2,0.888888888888889,0.555555555555556,0.222222222222222,0.444444444444444,0.277777777777778,0.111111111111111
5959,21,G,0,1,1925,1,0,2011,9,9,0.0889310553290431,0.211458997878577,0.345688570566939,0.136641615228235,0.111030395661376,0.111030395661376,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
5960,263,B,1,4,1896,1,0,2011,9,36,0.397002744723476,0.61950406526272,0.31830045244218,0.131634776358649,0.259677872050086,0.259677872050086,10,8,9,1.11111111111111,0.888888888888889,1,0.277777777777778,0.222222222222222,0.25
5961,220,G,0,1,1925,1,0,2011,9,9,-0.657080727515499,0.112067290232509,0.345688570566939,0.136641615228235,0.110271873565389,0.110271873565389,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
5962,150,G,0,1,1950,0,0,2011,9,9,-0.912156068125789,0.0889405477466656,0.228310665990588,0.0983162911935611,0.110096122966537,0.110096122966537,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
5963,186,G,0,1,1940,1,0,2011,9,9,-0.216576319616461,0.164478753492473,0.345688570566939,0.136641615228235,0.11067121110943,0.11067121110943,5,2,3,0.555555555555556,0.222222222222222,0.333333333333333,0.555555555555556,0.222222222222222,0.333333333333333
5964,257,B,1,1,1915,1,0,2011,9,9,-0.374608733693527,0.420739359738383,0.319169371255698,0.139387919933889,0.256142259444402,0.256142259444402,6,2,4,0.666666666666667,0.222222222222222,0.444444444444444,0.666666666666667,0.222222222222222,0.444444444444444
5965,69,B,1,1,1925,1,0,2011,9,9,0.296037530135811,0.594343015848439,0.318407592330785,0.132591901292148,0.25922762504693,0.25922762504693,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
5966,198,G,0,1,1915,1,0,2011,9,9,0.630163874501606,0.317183603569898,0.345688570566939,0.136641615228235,0.11184297588882,0.11184297588882,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
5967,26,G,0,1,1942,0,0,2011,9,9,-1.20568122582518,0.0677495998324555,0.228310665990588,0.0983162911935611,0.109935329281056,0.109935329281056,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
5968,132,B,1,4,1915,1,0,2011,9,36,-0.177109465809003,0.471740413415708,0.318941427796163,0.137356081583777,0.257044844946332,0.257044844946332,14,4,8,1.55555555555556,0.444444444444444,0.888888888888889,0.388888888888889,0.111111111111111,0.222222222222222
5969,119,G,0,2,1953,0,0,2011,9,18,0.408824015864362,0.270577155979589,0.228310665990588,0.0983162911935611,0.111484036762003,0.111484036762003,4,2,0,0.444444444444444,0.222222222222222,0,0.222222222222222,0.111111111111111,0
5970,43,G,0,1,1935,1,0,2011,9,9,0.836553293560432,0.364313167384545,0.345688570566939,0.136641615228235,0.112207118991107,0.112207118991107,2,0,0,0.222222222222222,0,0,0.222222222222222,0,0
5971,31,G,0,2,1981,0,0,2011,9,18,0.328456664115033,0.254778844355256,0.228310665990588,0.0983162911935611,0.111362627815941,0.111362627815941,5,1,5,0.555555555555556,0.111111111111111,0.555555555555556,0.277777777777778,0.0555555555555556,0.277777777777778
5972,207,B,1,1,1950,0,0,2011,9,9,0.617414746537682,0.672020086636468,0.210216529615945,0.0932336677728307,0.260620146534857,0.260620146534857,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333
5973,239,G,0,2,1955,0,0,2011,9,18,-1.36612894300311,0.0582522424079276,0.228310665990588,0.0983162911935611,0.109863341009621,0.109863341009621,6,1,4,0.666666666666667,0.111111111111111,0.444444444444444,0.333333333333333,0.0555555555555556,0.222222222222222
5974,177,G,0,1,1900,1,0,2011,9,9,0.0995930879734599,0.213265652878237,0.345688570566939,0.136641615228235,0.111044231582776,0.111044231582776,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111
5975,263,G,0,1,1925,1,0,2011,9,9,0.397002744723476,0.268214514097071,0.345688570566939,0.136641615228235,0.111465871606778,0.111465871606778,5,1,1,0.555555555555556,0.111111111111111,0.111111111111111,0.555555555555556,0.111111111111111,0.111111111111111
5976,150,G,0,1,1953,0,0,2011,9,9,-0.912156068125789,0.0889405477466656,0.228310665990588,0.0983162911935611,0.110096122966537,0.110096122966537,1,0,0,0.111111111111111,0,0,0.111111111111111,0,0
5977,83,G,0,1,1955,0,0,2011,9,9,-0.0754089069506072,0.185046130183334,0.228310665990588,0.0983162911935611,0.110828314496209,0.110828314496209,1,1,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111
5978,63,B,1,1,1915,1,0,2011,9,9,0.124233609334735,0.550391020376147,0.318596705038343,0.134280538120254,0.258442993620036,0.258442993620036,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
5979,76,G,0,1,1925,1,0,2011,9,9,-0.5375169878128,0.124632890327618,0.345688570566939,0.136641615228235,0.110367482858354,0.110367482858354,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
5980,269,B,1,1,1915,1,0,2011,9,9,0.620616035505907,0.672754533670024,0.318076360264491,0.129631826990709,0.260633348645822,0.260633348645822,2,3,3,0.222222222222222,0.333333333333333,0.333333333333333,0.222222222222222,0.333333333333333,0.333333333333333
5981,201,G,0,1,1925,1,0,2011,9,9,-0.294967139524374,0.153881221224645,0.345688570566939,0.136641615228235,0.110590349083803,0.110590349083803,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
5982,144,G,0,1,1925,1,0,2011,9,9,0.899614506037511,0.379313655336845,0.345688570566939,0.136641615228235,0.112323267700857,0.112323267700857,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
5983,164,G,0,1,1920,1,0,2011,9,9,1.31232214576778,0.482078510229823,0.345688570566939,0.136641615228235,0.113122215217216,0.113122215217216,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
5984,105,G,0,1,1935,1,0,2011,9,9,0.364483585390599,0.261783993725552,0.345688570566939,0.136641615228235,0.111416445586479,0.111416445586479,5,0,0,0.555555555555556,0,0,0.555555555555556,0,0
5985,162,B,1,1,1925,1,0,2011,9,9,-0.354748884023402,0.425807285031049,0.319146563530575,0.139184682186011,0.256231806489019,0.256231806489019,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
5986,121,G,0,1,1960,0,0,2011,9,9,-0.109614268620497,0.179884738694393,0.228310665990588,0.0983162911935611,0.110788868389573,0.110788868389573,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
5987,175,G,0,1,1950,0,0,2011,9,9,0.10361200819825,0.213949601141574,0.228310665990588,0.0983162911935611,0.111049469919491,0.111049469919491,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
5988,36,G,0,1,1940,1,0,2011,9,9,-0.35869721902099,0.145686961933583,0.345688570566939,0.136641615228235,0.110527865184082,0.110527865184082,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
5989,6,G,0,1,1923,1,0,2011,9,9,-0.427302342695525,0.13727765501183,0.345688570566939,0.136641615228235,0.110463778181361,0.110463778181361,5,1,0,0.555555555555556,0.111111111111111,0,0.555555555555556,0.111111111111111,0
5990,160,G,0,1,1950,0,0,2011,9,9,0.733648562284068,0.34041254625016,0.228310665990588,0.0983162911935611,0.112022304675813,0.112022304675813,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
5991,118,G,0,1,1920,1,0,2011,9,9,0.270111410952252,0.243702614409971,0.345688570566939,0.136641615228235,0.11127758659801,0.11127758659801,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
5992,150,G,0,1,1945,0,0,2011,9,9,-0.912156068125789,0.0889405477466656,0.228310665990588,0.0983162911935611,0.110096122966537,0.110096122966537,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
5993,162,G,0,2,1942,0,0,2011,9,18,-0.354748884023402,0.146183824809389,0.228310665990588,0.0983162911935611,0.11053165291994,0.11053165291994,5,3,4,0.555555555555556,0.333333333333333,0.444444444444444,0.277777777777778,0.166666666666667,0.222222222222222
5994,51,G,0,2,2006,0,1,2011,9,18,-0.269824371645071,0.157217340029009,0.262644956523924,0.102986179132146,0.110615798194787,0.110615798194787,5,0,2,0.555555555555556,0,0.222222222222222,0.277777777777778,0,0.111111111111111
5995,51,G,0,1,1900,1,0,2011,9,9,-0.269824371645071,0.157217340029009,0.345688570566939,0.136641615228235,0.110615798194787,0.110615798194787,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
5996,161,G,0,1,1950,0,0,2011,9,9,-0.340487745552479,0.147990282965289,0.228310665990588,0.0983162911935611,0.110545425190291,0.110545425190291,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
5997,193,B,1,1,1940,1,0,2011,9,9,0.373085333262353,0.613598158814475,0.318325527950424,0.131858815098344,0.259572118008951,0.259572118008951,4,1,3,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0.333333333333333
5998,300,G,0,3,2017,0,1,2017,3,9,0.636981589838643,0.318687348808357,0.262644956523924,0.102986179132146,0.111854576193983,0.111854576193983,1,0,1,0.333333333333333,0,0.333333333333333,0.111111111111111,0,0.111111111111111
5999,290,G,0,1,1953,0,0,2011,9,9,-0.599046247614024,0.118020931318213,0.228310665990588,0.0983162911935611,0.110317163374055,0.110317163374055,4,3,1,0.444444444444444,0.333333333333333,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111
6000,62,G,0,1,1925,1,0,2011,9,9,-0.342705763970702,0.147708108289278,0.345688570566939,0.136641615228235,0.110543273803505,0.110543273803505,5,2,3,0.555555555555556,0.222222222222222,0.333333333333333,0.555555555555556,0.222222222222222,0.333333333333333
6001,112,B,1,33,1979,0,0,2011,9,297,0.275544458904565,0.589167469354313,0.21038307462795,0.0954859378303273,0.259135107544949,0.259135107544949,67,17,74,7.44444444444445,1.88888888888889,8.22222222222222,0.225589225589226,0.0572390572390572,0.249158249158249
6002,118,B,1,1,1960,0,0,2011,9,9,0.270111410952252,0.587791841618535,0.210385874619542,0.0955237882661907,0.259110522529264,0.259110522529264,1,0,6,0.111111111111111,0,0.666666666666667,0.111111111111111,0,0.666666666666667
6003,113,B,1,3,1935,1,0,2011,9,27,0.4394788684568,0.629901456626436,0.318256414961656,0.131241277970955,0.259864157518011,0.259864157518011,6,5,4,0.666666666666667,0.555555555555556,0.444444444444444,0.222222222222222,0.185185185185185,0.148148148148148
6004,10,G,0,1,1920,1,0,2011,9,9,0.786705621430334,0.352641502418151,0.345688570566939,0.136641615228235,0.112116828431326,0.112116828431326,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
6005,27,B,1,1,1925,1,0,2011,9,9,0.0740002418149295,0.537350223585632,0.31865329897742,0.134785685439658,0.258210646384598,0.258210646384598,3,2,3,0.333333333333333,0.222222222222222,0.333333333333333,0.333333333333333,0.222222222222222,0.333333333333333
6006,147,B,1,1,1925,1,0,2011,9,9,0.791613718495567,0.710647260332986,0.317919068840133,0.128225104482367,0.261315400491877,0.261315400491877,2,1,2,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222
6007,45,B,1,1,1942,0,0,2011,9,9,0.95926020231972,0.745057451478875,0.210073079199868,0.0912922881755273,0.261936314502195,0.261936314502195,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
6008,168,G,0,1,1925,1,0,2011,9,9,-0.59499161217452,0.11844704649118,0.345688570566939,0.136641615228235,0.110320405578374,0.110320405578374,3,2,0,0.333333333333333,0.222222222222222,0,0.333333333333333,0.222222222222222,0
6009,186,G,0,1,1950,0,0,2011,9,9,-0.216576319616461,0.164478753492473,0.228310665990588,0.0983162911935611,0.11067121110943,0.11067121110943,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
6010,284,G,0,7,2016,0,1,2016,4,28,0.402988961252392,0.269409280125928,0.262644956523924,0.102986179132146,0.11147505718689,0.11147505718689,8,6,4,2,1.5,1,0.285714285714286,0.214285714285714,0.142857142857143
6011,181,B,1,1,1939,1,0,2011,9,9,-0.333061339876416,0.431360339460709,0.319121612525197,0.138962329207567,0.256329961404098,0.256329961404098,1,3,1,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111
6012,85,G,0,1,1945,0,0,2011,9,9,0.304857297333016,0.250258564587161,0.228310665990588,0.0983162911935611,0.111327914108324,0.111327914108324,5,0,1,0.555555555555556,0,0.111111111111111,0.555555555555556,0,0.111111111111111
6013,217,G,0,1,1965,0,0,2011,9,9,0.0984744026691663,0.213075560256549,0.228310665990588,0.0983162911935611,0.111042775713671,0.111042775713671,0,3,1,0,0.333333333333333,0.111111111111111,0,0.333333333333333,0.111111111111111
6014,85,G,0,1,1905,1,0,2011,9,9,0.304857297333016,0.250258564587161,0.345688570566939,0.136641615228235,0.111327914108324,0.111327914108324,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
6015,62,G,0,1,1935,1,0,2011,9,9,-0.342705763970702,0.147708108289278,0.345688570566939,0.136641615228235,0.110543273803505,0.110543273803505,1,0,0,0.111111111111111,0,0,0.111111111111111,0,0
6016,248,G,0,1,1950,0,0,2011,9,9,-0.0433783927504954,0.189983704198304,0.228310665990588,0.0983162911935611,0.110866063214615,0.110866063214615,2,0,2,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222
6017,224,G,0,1,1920,1,0,2011,9,9,0.320242901584233,0.253199390667261,0.345688570566939,0.136641615228235,0.111350497094639,0.111350497094639,6,2,2,0.666666666666667,0.222222222222222,0.222222222222222,0.666666666666667,0.222222222222222,0.222222222222222
6018,120,G,0,1,1923,1,0,2011,9,9,-0.644177167125597,0.113367744385631,0.345688570566939,0.136641615228235,0.110281764633433,0.110281764633433,5,2,2,0.555555555555556,0.222222222222222,0.222222222222222,0.555555555555556,0.222222222222222,0.222222222222222
6019,28,G,0,44,2017,0,1,2017,3,132,0.84226477280794,0.365661253227934,0.262644956523924,0.102986179132146,0.112217552299946,0.112217552299946,38,11,12,12.6666666666667,3.66666666666667,4,0.287878787878788,0.0833333333333333,0.0909090909090909
6020,39,B,1,1,1925,1,0,2011,9,9,0.214578736952811,0.573652931967905,0.318496304073068,0.133384156426758,0.258857969172775,0.258857969172775,6,0,2,0.666666666666667,0,0.222222222222222,0.666666666666667,0,0.222222222222222
6021,195,G,0,1,1945,0,0,2011,9,9,-0.187298311102981,0.168586135580751,0.228310665990588,0.0983162911935611,0.110702567437351,0.110702567437351,0,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111
6022,156,G,0,1,1920,1,0,2011,9,9,0.0351259550497827,0.202515295288559,0.345688570566939,0.136641615228235,0.110961927414359,0.110961927414359,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
6023,11,B,1,1,1900,1,0,2011,9,9,-0.609988590168154,0.362278447318431,0.319435006201106,0.141753901717717,0.255111551847228,0.255111551847228,5,0,2,0.555555555555556,0,0.222222222222222,0.555555555555556,0,0.222222222222222
6024,253,G,0,1,1920,1,0,2011,9,9,-0.0738108033412424,0.185290084145998,0.345688570566939,0.136641615228235,0.110830179270068,0.110830179270068,2,4,3,0.222222222222222,0.444444444444444,0.333333333333333,0.222222222222222,0.444444444444444,0.333333333333333
6025,156,B,1,1,1925,1,0,2011,9,9,0.0351259550497827,0.527220848105257,0.318697411693356,0.135179365416252,0.258030315948995,0.258030315948995,3,1,2,0.333333333333333,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111,0.222222222222222
6026,225,G,0,1,2013,0,1,2013,7,7,0.147867237999854,0.221587946675804,0.262644956523924,0.102986179132146,0.111107988543616,0.111107988543616,0,0,1,0,0,0.142857142857143,0,0,0.142857142857143
6027,222,B,1,2,1915,1,0,2011,9,18,0.333772092183358,0.603815256823639,0.31836716272049,0.132230764678626,0.259397035343889,0.259397035343889,4,3,7,0.444444444444444,0.333333333333333,0.777777777777778,0.222222222222222,0.166666666666667,0.388888888888889
6028,111,B,1,1,1915,1,0,2011,9,9,0.160871144938416,0.559858197909486,0.318555758777108,0.133915003233189,0.258611800830449,0.258611800830449,4,1,4,0.444444444444444,0.111111111111111,0.444444444444444,0.444444444444444,0.111111111111111,0.444444444444444
6029,160,G,0,18,1950,0,0,2011,9,162,0.733648562284068,0.34041254625016,0.228310665990588,0.0983162911935611,0.112022304675813,0.112022304675813,50,11,20,5.55555555555556,1.22222222222222,2.22222222222222,0.308641975308642,0.0679012345679012,0.123456790123457
6030,258,G,0,2,1950,0,0,2011,9,18,0.834988216252089,0.3639441382955,0.228310665990588,0.0983162911935611,0.112204263114762,0.112204263114762,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,0.0555555555555556,0.166666666666667
6031,80,G,0,1,1925,1,0,2011,9,9,-0.389207444198508,0.141895079809146,0.345688570566939,0.136641615228235,0.110498962795576,0.110498962795576,6,1,0,0.666666666666667,0.111111111111111,0,0.666666666666667,0.111111111111111,0
6032,24,G,0,1,1925,1,0,2011,9,9,-0.254842005089957,0.159233432453304,0.345688570566939,0.136641615228235,0.110631180509889,0.110631180509889,5,1,0,0.555555555555556,0.111111111111111,0,0.555555555555556,0.111111111111111,0
6033,292,B,1,1,1935,1,0,2011,9,9,-0.0844631986760108,0.495952462138985,0.318834435573281,0.136401875428548,0.257474447663792,0.257474447663792,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
6034,137,G,0,1,1925,1,0,2011,9,9,-0.427946408742886,0.137200696174809,0.345688570566939,0.136641615228235,0.110463191852665,0.110463191852665,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
6035,125,G,0,2,1906,1,0,2011,9,18,-0.0582306376451048,0.187681611443619,0.345688570566939,0.136641615228235,0.110848461665972,0.110848461665972,6,2,1,0.666666666666667,0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,0.0555555555555556
6036,223,B,1,1,1950,0,0,2011,9,9,-0.210010431838725,0.463169792722568,0.210644350866013,0.0990157173839387,0.256892945310373,0.256892945310373,0,0,5,0,0,0.555555555555556,0,0,0.555555555555556
6037,216,G,0,1,1930,1,0,2011,9,9,0.250051860918712,0.239971902214166,0.345688570566939,0.136641615228235,0.111248957511858,0.111248957511858,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
6038,56,G,0,1,1945,0,0,2011,9,9,-0.00732721252919126,0.195662467237356,0.228310665990588,0.0983162911935611,0.110909494365604,0.110909494365604,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
6039,71,G,0,1,1920,1,0,2011,9,9,0.267878470183418,0.243285361655108,0.345688570566939,0.136641615228235,0.111274384279136,0.111274384279136,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
6040,241,G,0,2,1925,1,0,2011,9,18,0.114705103486773,0.215845835998565,0.345688570566939,0.136641615228235,0.111063994410718,0.111063994410718,5,2,1,0.555555555555556,0.222222222222222,0.111111111111111,0.277777777777778,0.111111111111111,0.0555555555555556
6041,61,B,1,2,1915,1,0,2011,9,18,1.22615840845044,0.793835536988025,0.31757997574108,0.1251900874704,0.262819018553285,0.262819018553285,4,1,5,0.444444444444444,0.111111111111111,0.555555555555556,0.222222222222222,0.0555555555555556,0.277777777777778
6042,10,G,0,1,1925,1,0,2011,9,9,0.786705621430334,0.352641502418151,0.345688570566939,0.136641615228235,0.112116828431326,0.112116828431326,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
6043,292,B,1,1,1915,1,0,2011,9,9,-0.0844631986760108,0.495952462138985,0.318834435573281,0.136401875428548,0.257474447663792,0.257474447663792,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
