scenario,c_source,bC_M_note,m0,bM_C,mean_m_rate_cf,zero_share_m_cf,beta_maint_on_c_rate_cf
fixed_cbar,cbar,current_expected_panel,0.3,0.5,0.280173349816804,0,0.00300671107093249
fixed_cbar,cbar,current_expected_panel,0.3,0.75,0.289589460746258,0,0.00300118077990771
fixed_cbar,cbar,current_expected_panel,0.3,1,0.299322862594914,0,0.00299571604461786
fixed_cbar,cbar,current_expected_panel,0.3,1.25,0.309384277497566,0,0.00299031742859189
fixed_cbar,cbar,current_expected_panel,0.3,1.5,0.319784791035366,0,0.00298498549757258
fixed_cbar,cbar,current_expected_panel,0.3,1.75,0.330535864596595,0,0.00297972081951207
fixed_cbar,cbar,current_expected_panel,0.3,2,0.341649348158582,0,0.0029745239645675
fixed_cbar,cbar,current_expected_panel,0.3,2.25,0.353137493506364,0,0.00296939550509716
fixed_cbar,cbar,current_expected_panel,0.3,2.5,0.365012967902835,0,0.00296433601565531
fixed_cbar,cbar,current_expected_panel,0.3,2.75,0.377288868224784,0,0.00295934607298774
fixed_cbar,cbar,current_expected_panel,0.3,3,0.389978735582518,0,0.00295442625602682
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,-0.5,0.0165830761556023,0,-0.338208751661509
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,-0.25,0.0170113823193185,0,-0.165490100108623
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,0,0.0174834572058506,0,0.00301796607720028
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,0.25,0.018006395478567,0,0.167161724290667
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,0.5,0.0185887495077057,0,0.326868099465594
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,0.75,0.0192408749409933,0,0.482201324261569
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,1,0.0199753679712662,0,0.63340675774413
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,1.25,0.0208076210585187,0,0.780919047418444
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,1.5,0.0217565322962929,0,0.925321603813772
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,1.75,0.0228454148647394,0,1.06726694084777
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,2,0.0241031680712346,0,1.20738607939034
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,2.25,0.0255657916872208,0,1.34621411104196
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,2.5,0.0272783524794644,0,1.48414240814259
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,2.75,0.0292975485101242,0,1.62139551170099
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.02,3,0.0316950663730133,0,1.75803192986917
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,-0.5,0.0331661523112046,0,-0.338208751734403
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,-0.25,0.0340227646386369,0,-0.165490100112796
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,0,0.0349669144117012,0,0.00301796607716319
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,0.25,0.036012790957134,0,0.167161724290808
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,0.5,0.0371774990154113,0,0.326868099465709
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,0.75,0.0384817498819865,0,0.482201324181962
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,1,0.0399507359425324,0,0.63340675767395
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,1.25,0.0416152421170374,0,0.780919047353461
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,1.5,0.0435130645925859,0,0.925321603752288
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,1.75,0.0456908297294788,0,1.06726694079059
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,2,0.0482063361424693,0,1.20738607933953
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,2.25,0.0511315833744415,0,1.34621411099948
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,2.5,0.0545567049589288,0,1.48414240810947
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,2.75,0.0585950970202484,0,1.62139551167726
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.04,3,0.0633901327460265,0,1.75803192985369
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,-0.5,0.0663323046224092,0,-0.338208751733062
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,-0.25,0.0680455292772738,0,-0.165490100112729
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,0,0.0699338288234023,0,0.00301796607716353
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,0.25,0.0720255819142681,0,0.167161724290806
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,0.5,0.0743549980308227,0,0.326868099465707
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,0.75,0.076963499763973,0,0.482201324261654
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,1,0.0799014718850648,0,0.633406757744204
