n_buildings,s_weighted_mean,mean_f_rate,mean_m_rate,mean_c_rate,mean_m_rate_pos,m_rate_pos_p50,m_rate_pos_p90,zero_share_f,zero_share_m,zero_share_c,share_high_filing,high_filing_threshold,filing_p85,sorting_coef_high_filing_nhood,sorting_coef_high_bin_nhood,sorting_gap_high_minus_low,beta_ppml_s,beta_ppml_high_filing,beta_ppml_s_x_high_filing,beta_ppml_above_mean_s,beta_ppml_interaction,filing_resid_sd_nhood_fe,nhood_mean_s_sd,nhood_mean_s_p90_p10,nhood_mean_f_rate_sd,nhood_mean_f_rate_p90_p10,beta_maint_on_c_rate,beta_maint_on_log1p_c_rate,beta_maint_on_log1p_cbar
10000,0.299999999999735,0.15378534682289,0.29392126790964,0.120645914089999,0.32550032768567,0.333333333333333,0.555555555555556,0.2395,0.0612,0.267,0.3933,0.15,0.15,0.142142721611696,0.141957883909876,0.142142721611696,0.114867497687312,0.030646716153572,-0.118110760623899,0.114867497687312,-0.118110760623899,0.13359036397119,0.119730794139628,0.316028468733076,0.0347233195005798,0.0879596835073807,0.511667933580653,0.511667933580653,0.511667933580653
