model,term,estimate,std_error,p_value
baseline_bin,"filing_rate_longrun_pre2019_cuts::(0-5%]5-10%]"")",0.066214376477694,0.0118372826028452,2.23182312735021e-08
baseline_bin,"filing_rate_longrun_pre2019_cuts::(10-20%]5-10%]"")",-0.0147604553809154,0.012007208343268,0.218964120992171
baseline_bin,"filing_rate_longrun_pre2019_cuts::20%+5-10%]"")",-0.0170536319657309,0.0116864532630736,0.14449717686271
tenant_bin,"filing_rate_longrun_pre2019_cuts::(0-5%]5-10%]"")",0.0658277804463075,0.0118000660885563,2.43462913607712e-08
tenant_bin,"filing_rate_longrun_pre2019_cuts::(10-20%]5-10%]"")",-0.0137398981666523,0.0120061367028471,0.252459535797669
tenant_bin,"filing_rate_longrun_pre2019_cuts::20%+5-10%]"")",-0.0171612426248471,0.0116554322902455,0.140922887787976
baseline_cont,filing_rate_eb_pre_covid,-0.219720004357468,0.0271351261729456,5.7209818186917e-16
tenant_cont,filing_rate_eb_pre_covid,-0.218191751105549,0.0273965007765554,1.69028281560533e-15
