apt_id,place_id,place_name,formatted_address,rating,user_ratings_total,url,types,text_search_query
5100 lebanon ave,ChIJXbGOXUDHxokRhQmz5wqBsho,Bryn Mawr Apartments,"5100 Lebanon Ave, Philadelphia, PA 19131, USA",4,37,https://maps.google.com/?cid=1923741874677549445,establishment|point_of_interest|real_estate_agency,"5100 lebanon ave, philadelphia, PA 19131 apartments"
4203 chester ave,ChIJ--z18vPGxokRJZAT1PMtSg8,Chester Hall Apartments,"4205 Chester Ave, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=1101743584103862309,establishment|point_of_interest,"4203 chester ave, philadelphia, PA 19104 apartments"
5220 wayne ave,ChIJgZ1yWU64xokRr0II2Sgmwkc,Wayne Manor Apartments,"6200 Wayne Ave b209, Philadelphia, PA 19144, USA",3.2,25,https://maps.google.com/?cid=5170737279056495279,establishment|point_of_interest,"5220 wayne ave, philadelphia, PA 19144 apartments"
5926 greene st,ChIJm5cyH024xokR6UnIaQED2x8,Greene Manor Apartments,"259 W Johnson St, Philadelphia, PA 19144, USA",3.1,79,https://maps.google.com/?cid=2295431739679984105,establishment|point_of_interest|real_estate_agency,"5926 greene st, philadelphia, PA 19144 apartments"
2014 walnut st,ChIJvcJD_EfGxokRq9G9vwnWjJI,Roosevelt Apartments,"2220 Walnut St, Philadelphia, PA 19103, USA",3.4,63,https://maps.google.com/?cid=10560050563636908459,establishment|point_of_interest,"2014 walnut st, philadelphia, PA 19103 apartments"
315 n 12th st,ChIJc_ptLivGxokRST2DzofAQQ8,Goldtex,"315 N 12th St, Philadelphia, PA 19107, USA",3.6,84,https://maps.google.com/?cid=1099371473572937033,establishment|point_of_interest|real_estate_agency,"315 n 12th st, philadelphia, PA 19107 apartments"
4901 stenton ave,ChIJhU-SjSi4xokRJUhwxrkN4lg,Hilltop Crescent Apartments,"4901 Stenton Ave # 417, Philadelphia, PA 19144, USA",3.7,130,https://maps.google.com/?cid=6404696711623624741,establishment|lodging|point_of_interest|real_estate_agency,"4901 stenton ave, philadelphia, PA 19144 apartments"
2323 race st,ChIJ030EgkrGxokRfZsF-U8dmRI,Edgewater,"2323 Race St, Philadelphia, PA 19103, USA",4.4,139,https://maps.google.com/?cid=1340134593436949373,establishment|point_of_interest|real_estate_agency,"2323 race st, philadelphia, PA 19103 apartments"
1604 w allegheny ave,ChIJp1hCuwG4xokRQSLALhKoKuY,Bancroft Court,"1604 W Allegheny Ave, Philadelphia, PA 19132, USA",3.3,4,https://maps.google.com/?cid=16585253373792494145,establishment|point_of_interest,"1604 w allegheny ave, philadelphia, PA 19132 apartments"
2101 w venango st,ChIJmaAPKxu4xokRMJwPFDqHXJI,James Widener Ray Homes,"2101 W Venango St, Philadelphia, PA 19140, USA",3.9,38,https://maps.google.com/?cid=10546453110909279280,establishment|point_of_interest,"2101 w venango st, philadelphia, PA 19140 apartments"
545 e wister st,ChIJz6rHLSy4xokR8-IkRSwqp4A,Wister Apartments,"292 E Ashmead St, Philadelphia, PA 19144, USA",3.3,13,https://maps.google.com/?cid=9270424727592428275,establishment|point_of_interest,"545 e wister st, philadelphia, PA 19144 apartments"
2101 w venango st,ChIJmaAPKxu4xokRMJwPFDqHXJI,James Widener Ray Homes,"2101 W Venango St, Philadelphia, PA 19140, USA",3.9,38,https://maps.google.com/?cid=10546453110909279280,establishment|point_of_interest,"2101 w venango st, philadelphia, PA 19140 apartments"
1501 locust st,ChIJO6d8szrGxokR8bH-fzbT3mE,1501 Locust,"1501 Locust St, Philadelphia, PA 19102, USA",1,1,https://maps.google.com/?cid=7052306297537868273,establishment|point_of_interest|real_estate_agency,"1501 locust st, philadelphia, PA 19102 apartments"
1500 n 15th st,ChIJVVUFK9zHxokRD5hm65NOiP0,University Apartments,"1500 N 15th St, Philadelphia, PA 19121, USA",2.6,15,https://maps.google.com/?cid=18268938285644945423,establishment|point_of_interest,"1500 n 15th st, philadelphia, PA 19121 apartments"
6615 ridge ave,ChIJ6-uSXue4xokRTm-bLzJL260,Ridgeview Apartments,"6725 Ridge Ave, Philadelphia, PA 19128, USA",4.2,64,https://maps.google.com/?cid=12527689467380330318,establishment|point_of_interest|real_estate_agency,"6615 ridge ave, philadelphia, PA 19128 apartments"
8049 pine rd,ChIJzQgfsXyxxokRkGwzobAcE14,Fox Chase Gardens,"8049 Pine Rd, Philadelphia, PA 19111, USA",4.5,8,https://maps.google.com/?cid=6778793409067052176,establishment|point_of_interest,"8049 pine rd, philadelphia, PA 19111 apartments"
164 w chelten ave,ChIJ70KKHEi4xokR1d9CE37B2aQ,Chelten Lofts,"164 W Chelten Ave, Philadelphia, PA 19144, USA",,,https://maps.google.com/?cid=11878738239399583701,establishment|point_of_interest,"164 w chelten ave, philadelphia, PA 19144 apartments"
201 e evergreen ave,ChIJTfLqWXC5xokRpWEkNdMuCo0,Hill House at Chestnut Hill,"201 W Evergreen Ave, Philadelphia, PA 19118, USA",4.1,28,https://maps.google.com/?cid=10162986993779499429,establishment|point_of_interest|real_estate_agency,"201 e evergreen ave, philadelphia, PA 19118 apartments"
2300 walnut st,ChIJFa_Z4kfGxokRKBNaLuZwDOY,The Riverloft Apartment Homes,"2300 Walnut St, Philadelphia, PA 19103, USA",3.5,65,https://maps.google.com/?cid=16576748462366397224,establishment|point_of_interest,"2300 walnut st, philadelphia, PA 19103 apartments"
17 w allens ln,ChIJ4Z3fm5y5xokRXxEItpVlTR8,Martoni Apartments,"31 W Allens Ln, Philadelphia, PA 19119, USA",5,3,https://maps.google.com/?cid=2255570682061001055,establishment|point_of_interest,"17 w allens ln, philadelphia, PA 19119 apartments"
131 s 48th st,ChIJz6g98-XGxokRSt309tXZnjs,Walnut Court Apartments,"131 S 48th St, Philadelphia, PA 19139, USA",3.5,4,https://maps.google.com/?cid=4296110607552535882,establishment|point_of_interest|real_estate_agency,"131 s 48th st, philadelphia, PA 19139 apartments"
2300 pine st,ChIJFa_Z4kfGxokRKBNaLuZwDOY,The Riverloft Apartment Homes,"2300 Walnut St, Philadelphia, PA 19103, USA",3.5,65,https://maps.google.com/?cid=16576748462366397224,establishment|point_of_interest,"2300 pine st, philadelphia, PA 19103 apartments"
5031 race st,ChIJMW8Z4ODGxokRUSWAZRz-o5s,Dunlap Apartments,"5031 Race St, Philadelphia, PA 19139, USA",3.6,5,https://maps.google.com/?cid=11215086894998103377,establishment|point_of_interest,"5031 race st, philadelphia, PA 19139 apartments"
117 spring garden st,ChIJVcj_VBTJxokRFZfupiFnFh8,117 Spring Garden St - Apartments,"117 Spring Garden St, Philadelphia, PA 19123, USA",3.9,30,https://maps.google.com/?cid=2240091258895636245,establishment|point_of_interest|real_estate_agency,"117 spring garden st, philadelphia, PA 19123 apartments"
8410 bustleton ave,ChIJvT2sHvqzxokRrN_Hmk-l2q0,Tustin Court Apartments,"8410 Bustleton Ave, Philadelphia, PA 19152, USA",3.3,29,https://maps.google.com/?cid=12527507074802245548,establishment|point_of_interest,"8410 bustleton ave, philadelphia, PA 19152 apartments"
2000 n 11th st,ChIJOXsofwnIxokRcBran8eMoAw,Norris Apartments,"2013 N 11th St, Philadelphia, PA 19122, USA",3.9,17,https://maps.google.com/?cid=909881913737091696,establishment|point_of_interest,"2000 n 11th st, philadelphia, PA 19122 apartments"
1204 chestnut st,ChIJW0IGNS_GxokR5TImZTfAY2w,Found Residences Philadelphia,"1204 Chestnut St, Philadelphia, PA 19107, USA",3,3,https://maps.google.com/?cid=7810297522943308517,establishment|point_of_interest,"1204 chestnut st, philadelphia, PA 19107 apartments"
8532 marsden st,ChIJmxmOzRy1xokRyquxwOGMiHE,Marsden Place,"8532 Marsden St, Philadelphia, PA 19136, USA",3.2,17,https://maps.google.com/?cid=8180943624346905546,establishment|point_of_interest,"8532 marsden st, philadelphia, PA 19136 apartments"
4001 baring st,ChIJlz98lenHxokREwz_YXxMinc,Baring Courts,"4001 Baring St, Philadelphia, PA 19104, USA",,,https://maps.google.com/?cid=8613781334403255315,establishment|point_of_interest|real_estate_agency,"4001 baring st, philadelphia, PA 19104 apartments"
2525 welsh rd,ChIJDegaet-zxokRStB-BHAviYc,Stoneywood Terrace,"2525 Welsh Rd, Philadelphia, PA 19114, USA",2.3,3,https://maps.google.com/?cid=9766389425087893578,establishment|point_of_interest,"2525 welsh rd, philadelphia, PA 19114 apartments"
2740 axe factory rd,ChIJg8890Ha0xokRjrLgw6fBK9M,Holme Circle Apartments,"2140, 2800 Axe Factory Rd A208, Philadelphia, PA 19152, USA",3.5,37,https://maps.google.com/?cid=15216468692291334798,establishment|point_of_interest|real_estate_agency,"2740 axe factory rd, philadelphia, PA 19152 apartments"
-98 chestnut st,ChIJuSwyK1PHxokRvcUuU0x9E1c,The Chestnut,"3720 Chestnut St, Philadelphia, PA 19104, USA",4.1,82,https://maps.google.com/?cid=6274496472623793597,establishment|point_of_interest|real_estate_agency,"-98 chestnut st, philadelphia, PA 19104 apartments"
201 n 34th st,ChIJE23uc__GxokR9Dt8oxYrdcA,University City Apartments at UPENN / DREXEL / PENN Medicine,"437 N 40th St, Philadelphia, PA 19104, USA",4.7,33,https://maps.google.com/?cid=13868038003789413364,establishment|point_of_interest,"201 n 34th st, philadelphia, PA 19104 apartments"
1030 n 2nd st,ChIJ51tgnG_IxokRGzavO9ZffRA,Liberties Walk,"1022-1030 N 2nd St, Philadelphia, PA 19123, USA",,,https://maps.google.com/?cid=1188211250424657435,establishment|point_of_interest,"1030 n 2nd st, philadelphia, PA 19123 apartments"
415 s van pelt st,ChIJQ9mwp4THxokRD_8ydZdlJR4,415-417 S. 10th Street Apartments,"415-17 S 10th St, Philadelphia, PA 19147, USA",,,https://maps.google.com/?cid=2172254096456875791,establishment|point_of_interest,"415 s van pelt st, philadelphia, PA 19146 apartments"
7100 oxford ave,ChIJH6vslSi3xokRxfeeqp5VH9M,Oxford Towers Apartments,"7210 Oxford Ave Ste #2M, Philadelphia, PA 19111, USA",3.7,19,https://maps.google.com/?cid=15212972206236563397,establishment|point_of_interest,"7100 oxford ave, philadelphia, PA 19111 apartments"
221 w johnson st,ChIJ4RNhzEy4xokRF9pmfk9vpFw,Nugent Senior Apartments,"221 W Johnson St, Philadelphia, PA 19144, USA",3.5,4,https://maps.google.com/?cid=6675582934883686935,establishment|point_of_interest,"221 w johnson st, philadelphia, PA 19144 apartments"
8229 leon st,ChIJS6WlZma0xokRq346FpBgdCc,8229 Leon St,"8229 Leon St, Philadelphia, PA 19136, USA",,,https://maps.google.com/?cid=2843003436742114987,street_address|subpremise,"8229 leon st, philadelphia, PA 19136 apartments"
5000 woodbine ave,ChIJ27nu9ULHxokRmCoGL-lXOz0,The Metropolitan Wynnefield,"5000 Woodbine Ave, Philadelphia, PA 19131, USA",3.7,25,https://maps.google.com/?cid=4412216918967462552,establishment|point_of_interest,"5000 woodbine ave, philadelphia, PA 19131 apartments"
525 armstrong st,ChIJHz50Zyu4xokRFJMgTcvcGZc,Armstrong Lofts,"525 Armstrong St, Philadelphia, PA 19144, USA",,,https://maps.google.com/?cid=10887976339875336980,establishment|point_of_interest,"525 armstrong st, philadelphia, PA 19144 apartments"
9601 ashton rd,ChIJv6OrVJ2zxokRLCpT6FLMmbI,Victoria Woods,"9601 Ashton Rd, Philadelphia, PA 19114, USA",3.7,124,https://maps.google.com/?cid=12869542066645051948,establishment|point_of_interest,"9601 ashton rd, philadelphia, PA 19114 apartments"
249 s 13th st,ChIJLy9xjiXGxokRB-nfw67bxWI,Walnut Square Apartments,"201 S 13th St Fl 1, Philadelphia, PA 19107, USA",3.1,32,https://maps.google.com/?cid=7117336329785960711,establishment|point_of_interest,"249 s 13th st, philadelphia, PA 19107 apartments"
1721 n 10th st,ChIJKaLIQnbIxokRepUNskyaLz4,Harrison Plaza,"1350 N 10th St, Philadelphia, PA 19122, USA",3.6,11,https://maps.google.com/?cid=4480969808452359546,establishment|local_government_office|point_of_interest,"1721 n 10th st, philadelphia, PA 19122 apartments"
450 domino ln,ChIJn_dPJ9q4xokRZf6dAD5WtFU,the metropolitan manayunk hill,"450 Domino Ln, Philadelphia, PA 19128, USA",4.3,32,https://maps.google.com/?cid=6175655813330108005,establishment|point_of_interest,"450 domino ln, philadelphia, PA 19128 apartments"
5501 wayne ave,ChIJH9EYFzi4xokR8OVfrso3R64,Fairfax Apartments in Germantown,"5501 Wayne Ave, Philadelphia, PA 19144, USA",4.5,4,https://maps.google.com/?cid=12558067429594359280,establishment|point_of_interest,"5501 wayne ave, philadelphia, PA 19144 apartments"
2200 spruce st,ChIJTSb8EwzHxokR3NBZCXxLHMs,2220 Spruce Street,"2220 Spruce St, Philadelphia, PA 19103, USA",,,https://maps.google.com/?cid=14635655885152178396,establishment|point_of_interest,"2200 spruce st, philadelphia, PA 19103 apartments"
2237 bryn mawr ave,ChIJSVwFjEHHxokRb_mM_VlTTZI,Westfield Apartments,"2237 Bryn Mawr Ave, Philadelphia, PA 19131, USA",2.6,11,https://maps.google.com/?cid=10542173948715268463,establishment|point_of_interest|real_estate_agency,"2237 bryn mawr ave, philadelphia, PA 19131 apartments"
1030 n american st,ChIJjT2Z6HbJxokROuonlLygCsc,The Fountain Building,"1136 N American St, Philadelphia, PA 19123, USA",3.2,17,https://maps.google.com/?cid=14342452695114705466,establishment|point_of_interest,"1030 n american st, philadelphia, PA 19123 apartments"
116 chestnut st,ChIJuSwyK1PHxokRvcUuU0x9E1c,The Chestnut,"3720 Chestnut St, Philadelphia, PA 19104, USA",4.1,82,https://maps.google.com/?cid=6274496472623793597,establishment|point_of_interest|real_estate_agency,"116 chestnut st, philadelphia, PA 19106 apartments"
3700 gateway dr,ChIJC6cnKcjFxokRDgzjyxX92CQ,Gateway Towers Apartments,"3900 Gateway Dr, Philadelphia, PA 19145, USA",4.4,296,https://maps.google.com/?cid=2655150250391702542,establishment|point_of_interest,"3700 gateway dr, philadelphia, PA 19145 apartments"
1940 e allegheny ave,ChIJE1HqutW3xokREWZd9siHY4c,Impact Services Corporation,"1952 E Allegheny Ave suite 500, Philadelphia, PA 19134, USA",4.2,226,https://maps.google.com/?cid=9755790515011151377,establishment|point_of_interest,"1940 e allegheny ave, philadelphia, PA 19134 apartments"
201 s 13th st,ChIJLy9xjiXGxokRB-nfw67bxWI,Walnut Square Apartments,"201 S 13th St Fl 1, Philadelphia, PA 19107, USA",3.1,32,https://maps.google.com/?cid=7117336329785960711,establishment|point_of_interest,"201 s 13th st, philadelphia, PA 19107 apartments"
10103 northeast blvd,ChIJDe2DrlKyxokRYBkyP9_llMw,Lion's Gate Apartments,"10101 Northeast Ave, Philadelphia, PA 19116, USA",3.3,48,https://maps.google.com/?cid=14741660227291191648,establishment|point_of_interest,"10103 northeast blvd, philadelphia, PA 19116 apartments"
1735 n lambert st,ChIJJzvSXye5xokR-cgsSkD47iI,St. Bridget's Lofts,"3640 Stanton St, Philadelphia, PA 19129, USA",3.2,6,https://maps.google.com/?cid=2517222196752730361,establishment|point_of_interest,"1735 n lambert st, philadelphia, PA 19121 apartments"
5516 haverford ave,ChIJb9tKwnPHxokRgXKwoNN2vwc,Haverford Apartments,"5516 Haverford Ave, Philadelphia, PA 19139, USA",5,1,https://maps.google.com/?cid=558295530123326081,establishment|point_of_interest,"5516 haverford ave, philadelphia, PA 19139 apartments"
1520 hamilton st,ChIJfZ8E79LHxokRyrgcbvXwnOs,The Hamilton,"1500 Hamilton St, Philadelphia, PA 19130, USA",4.2,116,https://maps.google.com/?cid=16977709632184957130,establishment|point_of_interest|real_estate_agency,"1520 hamilton st, philadelphia, PA 19130 apartments"
1210 chestnut st,ChIJw8mcFi_GxokR7qxNnoGidu4,1300 Chestnut Street,"1300 Chestnut St, Philadelphia, PA 19107, USA",3.5,2,https://maps.google.com/?cid=17183100105869077742,establishment|point_of_interest,"1210 chestnut st, philadelphia, PA 19107 apartments"
1414 71st ave,ChIJ55gYe0O3xokRimerves17I4,Mount West Apartments,"1414 71st Ave, Philadelphia, PA 19126, USA",1.8,4,https://maps.google.com/?cid=10298665734505195402,establishment|point_of_interest,"1414 71st ave, philadelphia, PA 19126 apartments"
2275 winchester ave,ChIJpYRmoO2zxokR1NJa1RJqsS0,Winmont Apartments,"2100 Tremont St, Philadelphia, PA 19115, USA",2.3,3,https://maps.google.com/?cid=3292529431705998036,establishment|point_of_interest,"2275 winchester ave, philadelphia, PA 19115 apartments"
740 vernon rd,ChIJGQJmGeu5xokROa1QmN_UVE4,Crittenden Manor Apartments,"811 Vernon Rd, Philadelphia, PA 19119, USA",3.7,3,https://maps.google.com/?cid=5644370289800293689,establishment|point_of_interest,"740 vernon rd, philadelphia, PA 19119 apartments"
2938 midvale ave,ChIJBc7yCxq5xokR1Q-VO-Lo1Pw,The Vale,"3515 Midvale Ave, Philadelphia, PA 19129, USA",3.4,5,https://maps.google.com/?cid=18218442450980376533,establishment|point_of_interest,"2938 midvale ave, philadelphia, PA 19129 apartments"
4908 germantown ave,ChIJO-i4G-W5xokRFkCW6NLkDxo,Germantown Apartments,"333 W Abbottsford Ave Suite 304, Philadelphia, PA 19144, USA",2.5,13,https://maps.google.com/?cid=1877971164133212182,establishment|point_of_interest,"4908 germantown ave, philadelphia, PA 19144 apartments"
2201 bryn mawr ave,ChIJU9MTtkHHxokRkqsTJP6cc6I,The Dane,"2201 Bryn Mawr Ave #13, Philadelphia, PA 19131, USA",2.9,86,https://maps.google.com/?cid=11705872471806946194,establishment|point_of_interest,"2201 bryn mawr ave, philadelphia, PA 19131 apartments"
4511 walnut st,ChIJOScWqPrGxokR0Pdrk6FXy3g,Mercy Douglas Residences,"4511 Walnut St, Philadelphia, PA 19139, USA",4.1,25,https://maps.google.com/?cid=8704147056298293200,establishment|point_of_interest,"4511 walnut st, philadelphia, PA 19139 apartments"
8231 frankford ave,ChIJbR_THGe0xokRwiUSKFoVQRw,Creekview Terrace,"8239 Frankford Ave, Philadelphia, PA 19136, USA",3.9,76,https://maps.google.com/?cid=2035931983511692738,establishment|point_of_interest,"8231 frankford ave, philadelphia, PA 19136 apartments"
1227 bainbridge st,ChIJrRB7I5nIxokRD3Dg_dlcF1M,Bainbridge Lofts,"715 S 3rd St Suite 201, Philadelphia, PA 19147, USA",3.4,14,https://maps.google.com/?cid=5987356320949366799,establishment|point_of_interest,"1227 bainbridge st, philadelphia, PA 19147 apartments"
1300 lombard st,ChIJn9YmgiTGxokRQvbDcTVorzw,Casa Farnese Apartments,"1300 Lombard St, Philadelphia, PA 19147, USA",4.1,26,https://maps.google.com/?cid=4372828341951264322,establishment|point_of_interest,"1300 lombard st, philadelphia, PA 19147 apartments"
515 s 12th st,ChIJn_tnjR_HxokRK9xcYuUkS_g,210 South 12th Apartments,"210 S 12th St, Philadelphia, PA 19107, USA",4.9,57,https://maps.google.com/?cid=17891434512275790891,establishment|point_of_interest|real_estate_agency,"515 s 12th st, philadelphia, PA 19147 apartments"
2103 w godfrey ave,ChIJJ4bhG9i5xokRn6-xgD9lT1w,Corinthian Square Senior Apartments,"2103 W Godfrey Ave #6200, Philadelphia, PA 19138, USA",4.6,7,https://maps.google.com/?cid=6651646498065985439,establishment|point_of_interest,"2103 w godfrey ave, philadelphia, PA 19138 apartments"
1617 elaine st,ChIJXyJuIva5xokRYqTM88hE_Cw,Mt. Airy Place,"1651 E Mt Airy Ave, Philadelphia, PA 19150, USA",3.9,41,https://maps.google.com/?cid=3241541461674337378,establishment|point_of_interest,"1617 elaine st, philadelphia, PA 19150 apartments"
201 shawmont ave,ChIJ6-uSXue4xokRTm-bLzJL260,Ridgeview Apartments,"6725 Ridge Ave, Philadelphia, PA 19128, USA",4.2,64,https://maps.google.com/?cid=12527689467380330318,establishment|point_of_interest|real_estate_agency,"201 shawmont ave, philadelphia, PA 19128 apartments"
1133 e columbia ave,ChIJUSPekG3IxokRUPmiLMH8xtk,JBMP Group,"1133 E Columbia Ave, Philadelphia, PA 19125, USA",3.9,364,https://maps.google.com/?cid=15692507858226837840,establishment|point_of_interest|real_estate_agency,"1133 e columbia ave, philadelphia, PA 19125 apartments"
736 n 46th st,ChIJQfjkiB3HxokRFw0flMAMQ1Q,West Village,"800 N 48th St, Philadelphia, PA 19139, USA",3.7,43,https://maps.google.com/?cid=6071710743883877655,establishment|point_of_interest|real_estate_agency,"736 n 46th st, philadelphia, PA 19139 apartments"
8400 lindbergh blvd,ChIJc2Qo53PExokRB8ts_b9ISR8,International City Apartments,"7900 Lindbergh Blvd. suite 4400, Philadelphia, PA 19153, USA",3.2,287,https://maps.google.com/?cid=2254413077903362823,establishment|point_of_interest|real_estate_agency,"8400 lindbergh blvd, philadelphia, PA 19153 apartments"
1845 walnut st,ChIJLcKnqTDGxokRrGAJbQBh1tA,Parkway Parking - 1845 Walnut Street,"1845 Walnut St, Philadelphia, PA 19103, USA",3.4,33,https://maps.google.com/?cid=15048321859362316460,establishment|parking|point_of_interest,"1845 walnut st, philadelphia, PA 19103 apartments"
3101 w glenwood ave,ChIJrRSbpL3HxokRj8d345yTZ9A,Pyramid Lofts,"3101 W Glenwood Ave, Philadelphia, PA 19121, USA",2.2,5,https://maps.google.com/?cid=15017133784530667407,establishment|point_of_interest|real_estate_agency,"3101 w glenwood ave, philadelphia, PA 19121 apartments"
111 n 15th st,ChIJkY2m5y_GxokRgmd2VzhwQ2M,The Packard Grande,"111 S 15th St, Philadelphia, PA 19102, USA",5,9,https://maps.google.com/?cid=7152684020482336642,establishment|point_of_interest,"111 n 15th st, philadelphia, PA 19102 apartments"
5424 rising sun ave,ChIJRauRNKi3xokRHhPH8Bw4VkQ,Mar Y Sol Apts.,"5424 Rising Sun Ave, Philadelphia, PA 19120, USA",3,2,https://maps.google.com/?cid=4924184939526034206,establishment|point_of_interest,"5424 rising sun ave, philadelphia, PA 19120 apartments"
700 w walnut ln,ChIJkRqF1064xokR6X4rp61sqAw,Walnut Terrace,"401 W Walnut Ln, Philadelphia, PA 19144, USA",3.7,23,https://maps.google.com/?cid=912098417632313065,establishment|point_of_interest,"700 w walnut ln, philadelphia, PA 19129 apartments"
8027 walker st,ChIJgVpLLgW1xokRIq8FdYSMgWo,Walker Street Apartments,"6919 Walker St, Philadelphia, PA 19135, USA",4,1,https://maps.google.com/?cid=7674569740542914338,establishment|point_of_interest,"8027 walker st, philadelphia, PA 19136 apartments"
4100 parkside ave,ChIJYVlfmQ_HxokRCmMmj7P-zYc,Parkside Development Corporation,"4100 Parkside Ave, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=9785757612500214538,establishment|point_of_interest,"4100 parkside ave, philadelphia, PA 19104 apartments"
6523 bustleton ave,ChIJJQCXe4-2xokRmoulSnYmU9w,Audubon Homes,"6242a Roosevelt Blvd, Philadelphia, PA 19149, USA",3.8,98,https://maps.google.com/?cid=15876075400911489946,establishment|point_of_interest,"6523 bustleton ave, philadelphia, PA 19149 apartments"
2991 w school house ln,ChIJZQ4gqUO4xokROPKB-iCuLp0,Falls Village Apartments,"2991 W School House Ln, Philadelphia, PA 19144, USA",3.9,78,https://maps.google.com/?cid=11326181569548382776,establishment|point_of_interest|real_estate_agency,"2991 w school house ln, philadelphia, PA 19144 apartments"
6344 n 8th st,ChIJKTIRiGy3xokRLK-dOCXu4xg,Eola Park Apartments,"6344 N 8th St, Philadelphia, PA 19126, USA",4.5,8,https://maps.google.com/?cid=1793538920254648108,establishment|point_of_interest,"6344 n 8th st, philadelphia, PA 19126 apartments"
126 w allens ln,ChIJI29KA123xokR4Ks8BwQJx3I,Lawndale Apartments,"6000 Tabor Ave, Philadelphia, PA 19111, USA",3.3,35,https://maps.google.com/?cid=8270589153595141088,establishment|point_of_interest,"126 w allens ln, philadelphia, PA 19119 apartments"
6134 wayne ave,ChIJm3OuJw25xokRiP0lO9lcsgo,Tulpehocken Apartments,"6134 Wayne Ave, Philadelphia, PA 19144, USA",,,https://maps.google.com/?cid=770780574303780232,establishment|point_of_interest,"6134 wayne ave, philadelphia, PA 19144 apartments"
1741 frankford ave,ChIJsVazRRXIxokRidsP5CaFePc,Temple Physicians at Palmer Park,"1741 Frankford Ave Suite 100, Philadelphia, PA 19125, USA",2.2,77,https://maps.google.com/?cid=17832149126654974857,establishment|health|point_of_interest,"1741 frankford ave, philadelphia, PA 19125 apartments"
3111 w allegheny ave,ChIJOfIuAHG5xokRL2J3ZpJLwiA,The Reyburn,"3111 W Allegheny Ave, Philadelphia, PA 19132, USA",4.4,11,https://maps.google.com/?cid=2360532246851969583,establishment|point_of_interest,"3111 w allegheny ave, philadelphia, PA 19132 apartments"
3801 conshohocken ave,ChIJn24pZn7HxokRURvkMjLbauQ,The Helston Apartments,"3801 Conshohocken Ave #123, Philadelphia, PA 19131, USA",4,59,https://maps.google.com/?cid=16459208796827556689,establishment|point_of_interest|real_estate_agency,"3801 conshohocken ave, philadelphia, PA 19131 apartments"
33 roumfort rd,ChIJ45810Zi5xokRW7Zu_vnNCBk,Canterbury Apartments,"33 Roumfort Rd, Philadelphia, PA 19119, USA",4.4,14,https://maps.google.com/?cid=1803918124361102939,establishment|point_of_interest|real_estate_agency,"33 roumfort rd, philadelphia, PA 19119 apartments"
1101 n 63rd st,ChIJ4btMkTLHxokRtBs0to_P7dE,Overbrook Tower,"1101 N 63rd St, Philadelphia, PA 19151, USA",3.1,48,https://maps.google.com/?cid=15126974939551505332,establishment|point_of_interest,"1101 n 63rd st, philadelphia, PA 19151 apartments"
4618 chester ave,ChIJaYsYWu3GxokRMsDt5AH9rmU,University Court,"4618 Chester Ave, Philadelphia, PA 19143, USA",3.7,6,https://maps.google.com/?cid=7327071828355956786,establishment|point_of_interest,"4618 chester ave, philadelphia, PA 19143 apartments"
5600 race st,ChIJn1xNcNnGxokRDW76Vx2vlmo,Haddington Elderly Housing,"5600 Race St, Philadelphia, PA 19139, USA",4.1,7,https://maps.google.com/?cid=7680518755091901965,establishment|point_of_interest,"5600 race st, philadelphia, PA 19139 apartments"
1050 n hancock st,ChIJcRDyx9fJxokRx9Oa7HC8s7I,Piazza Navona,"1050 N Hancock St, Philadelphia, PA 19123, USA",5,1,https://maps.google.com/?cid=12876842952774308807,establishment|point_of_interest,"1050 n hancock st, philadelphia, PA 19123 apartments"
2101 n college ave,ChIJBy5cnPTHxokRdJVIDklHBSk,Girard Court Apartments,"2101 N College Ave, Philadelphia, PA 19121, USA",4,8,https://maps.google.com/?cid=2955847109536421236,establishment|point_of_interest,"2101 n college ave, philadelphia, PA 19121 apartments"
7127 keystone st,ChIJ9T9VXQC1xokR2B5XK6h8P4c,The Keys,"7127 Keystone St, Philadelphia, PA 19135, USA",3.5,10,https://maps.google.com/?cid=9745645180376522456,establishment|point_of_interest,"7127 keystone st, philadelphia, PA 19135 apartments"
7400 algon ave,ChIJkWsfp6-2xokRwB_s_Q0LQD8,Algon Gardens,"7320 Algon Ave, Philadelphia, PA 19111, USA",3,67,https://maps.google.com/?cid=4557654977621532608,establishment|point_of_interest,"7400 algon ave, philadelphia, PA 19111 apartments"
2201 tremont st,ChIJgeQYrZKzxokRIRcJnrxUxs8,St. Regis Apartment,"2301 Tremont St bldg i, Philadelphia, PA 19115, USA",4.8,29,https://maps.google.com/?cid=14971747180321773345,establishment|point_of_interest,"2201 tremont st, philadelphia, PA 19115 apartments"
171 w berks st,ChIJeXNJDRjJxokRfIUBB8IkxUI,171 W Berks,"171 W Berks St, Philadelphia, PA 19122, USA",,,https://maps.google.com/?cid=4811292192675038588,establishment|point_of_interest,"171 w berks st, philadelphia, PA 19122 apartments"
234 e sharpnack st,ChIJ1SWY_D24xokRWgt2H7AlRJw,Congress Hall Apartments,"5005 Erringer Pl, Philadelphia, PA 19144, USA",3.1,22,https://maps.google.com/?cid=11260166406705384282,establishment|point_of_interest,"234 e sharpnack st, philadelphia, PA 19119 apartments"
