apt_id,place_id,place_name,formatted_address,rating,user_ratings_total,url,types,text_search_query
4311 spruce st,ChIJLa7RHSjHxokRiTW1b0r5Fh8,The Ivy | University City,"4311-4335 Spruce St, S 44th St 265-271 S, Philadelphia, PA 19104, USA",1.8,4,https://maps.google.com/?cid=2240251962760443273,establishment|point_of_interest,"4311 spruce st, philadelphia, PA 19104 apartments"
4400 spruce st,ChIJY6f3M-7GxokRlCDkqmhdUtg,Spruce Square,"4534 Spruce St, Philadelphia, PA 19139, USA",3.6,14,https://maps.google.com/?cid=15587623964407767188,establishment|lodging|point_of_interest|real_estate_agency,"4400 spruce st, philadelphia, PA 19104 apartments"
1030 belmont ave,ChIJj3r4zwTHxokRnqsWYmIYZuc,Stephen Smith Towers Apartments,"1030 Belmont Ave, Philadelphia, PA 19104, USA",3.4,23,https://maps.google.com/?cid=16674041481217354654,establishment|point_of_interest,"1030 belmont ave, philadelphia, PA 19104 apartments"
115 s 44th st,ChIJSeYyjvHGxokRUghII7NGb3E,Osage Manor,"414 S 44th St, Philadelphia, PA 19104, USA",4.1,11,https://maps.google.com/?cid=8173829583905753170,establishment|point_of_interest,"115 s 44th st, philadelphia, PA 19104 apartments"
3514 lancaster ave,ChIJDdwzfVHGxokRynGB8_MBpYc,Quaker Court at University City,"3514 Lancaster Ave, Philadelphia, PA 19104, USA",3.1,22,https://maps.google.com/?cid=9774220713551557066,establishment|point_of_interest|real_estate_agency,"3514 lancaster ave, philadelphia, PA 19104 apartments"
4401 haverford ave,ChIJ9fZm4PzGxokRqDSjojmwW9c,West Park Rehabilitation and Nursing Center,"4401 Haverford Ave, Philadelphia, PA 19104, USA",3.7,72,https://maps.google.com/?cid=15518190702623405224,establishment|health|point_of_interest,"4401 haverford ave, philadelphia, PA 19104 apartments"
20 s 36th st,ChIJM9B-0FDGxokRpf5TSYialb4,The Axis on 36th Street,"20 S 36th St, Philadelphia, PA 19104, USA",3.9,54,https://maps.google.com/?cid=13733052548872666789,establishment|point_of_interest,"20 s 36th st, philadelphia, PA 19104 apartments"
4046 ogden st,ChIJwWHlIvjGxokRuVTPYvd3AQM,Campus Apartments Philadelphia,"4043 Walnut St, Philadelphia, PA 19104, USA",3.3,265,https://maps.google.com/?cid=216586161488876729,establishment|point_of_interest|real_estate_agency,"4046 ogden st, philadelphia, PA 19104 apartments"
3175 john f kennedy blvd,ChIJGfOlak7GxokRrHN9VAOtCEM,University Crossings,"3175 John F Kennedy Blvd, Philadelphia, PA 19104, USA",3.3,341,https://maps.google.com/?cid=4830300830168871852,establishment|point_of_interest,"3175 john f kennedy blvd, philadelphia, PA 19104 apartments"
4205 chester ave,ChIJ--z18vPGxokRJZAT1PMtSg8,Chester Hall Apartments,"4205 Chester Ave, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=1101743584103862309,establishment|point_of_interest,"4205 chester ave, philadelphia, PA 19104 apartments"
4209 chester ave,ChIJN9_17PPGxokRg7o5fwpyWIE,The Emerson,"4209 Chester Ave, Philadelphia, PA 19104, USA",,,https://maps.google.com/?cid=9320324818252970627,establishment|point_of_interest,"4209 chester ave, philadelphia, PA 19104 apartments"
3601 powelton ave,ChIJXdFYmFPGxokRG5t-N8dGocY,"Academic Properties, Inc.","3601 Powelton Ave Level, Philadelphia, PA 19104, USA",2.8,8,https://maps.google.com/?cid=14312798912203627291,establishment|point_of_interest,"3601 powelton ave, philadelphia, PA 19104 apartments"
4130 parkside ave,ChIJnR6DQg_HxokRKUJzvB1fJiU,The Brantwood II,"4142 Parkside Ave, Philadelphia, PA 19104, USA",1,2,https://maps.google.com/?cid=2676931609838699049,establishment|point_of_interest,"4130 parkside ave, philadelphia, PA 19104 apartments"
20 n 40th st,ChIJvUzkovjGxokRRKYEObwAkFg,Center Post Housing Inc,"55 N 40th St a14, Philadelphia, PA 19104, USA",4.2,13,https://maps.google.com/?cid=6381601480394450500,establishment|point_of_interest,"20 n 40th st, philadelphia, PA 19104 apartments"
4035 chestnut st,ChIJW3X-SvjGxokR4A8AoARDA54,The Branden Apartment Building,"4035 Chestnut St, Philadelphia, PA 19104, USA",5,2,https://maps.google.com/?cid=11386017970066034656,establishment|point_of_interest,"4035 chestnut st, philadelphia, PA 19104 apartments"
309 s 40th st,ChIJ-fFUQfbGxokRGD3fDAaL_8s,Pine Arms Apartment,"305 S 40th St, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=14699620566862609688,establishment|point_of_interest,"309 s 40th st, philadelphia, PA 19104 apartments"
4317 spruce st,ChIJLa7RHSjHxokRiTW1b0r5Fh8,The Ivy | University City,"4311-4335 Spruce St, S 44th St 265-271 S, Philadelphia, PA 19104, USA",1.8,4,https://maps.google.com/?cid=2240251962760443273,establishment|point_of_interest,"4317 spruce st, philadelphia, PA 19104 apartments"
4323 spruce st,ChIJY6f3M-7GxokRlCDkqmhdUtg,Spruce Square,"4534 Spruce St, Philadelphia, PA 19139, USA",3.6,14,https://maps.google.com/?cid=15587623964407767188,establishment|lodging|point_of_interest|real_estate_agency,"4323 spruce st, philadelphia, PA 19104 apartments"
3902 spring garden st,ChIJg82beVXGxokR5FySPNGRPnY,People's Emergency Center,"3902 Spring Garden St, Philadelphia, PA 19104, USA",4.3,22,https://maps.google.com/?cid=8520407872881974500,establishment|point_of_interest,"3902 spring garden st, philadelphia, PA 19104 apartments"
3943 chestnut st,ChIJgTLZbfjGxokRo0VyeHTsA4k,The HUB on Chestnut,"3945 Chestnut St, Philadelphia, PA 19104, USA",3.3,16,https://maps.google.com/?cid=9872994793107375523,establishment|point_of_interest,"3943 chestnut st, philadelphia, PA 19104 apartments"
3400 chestnut st,ChIJuSwyK1PHxokRvcUuU0x9E1c,The Chestnut,"3720 Chestnut St, Philadelphia, PA 19104, USA",4.1,82,https://maps.google.com/?cid=6274496472623793597,establishment|point_of_interest|real_estate_agency,"3400 chestnut st, philadelphia, PA 19104 apartments"
3312 hamilton st,ChIJ1zBMwFfGxokR_VuBR-8K100,Hamilton Court,"101 S 39th St, Philadelphia, PA 19104, USA",3.7,73,https://maps.google.com/?cid=5608963883726363645,establishment|point_of_interest,"3312 hamilton st, philadelphia, PA 19104 apartments"
3600 lancaster ave,ChIJm6orO27HxokRGgbP2EUaink,Paloma University City,"3600 Lancaster Ave, Philadelphia, PA 19104, USA",4,200,https://maps.google.com/?cid=8757841312667862554,establishment|point_of_interest|real_estate_agency,"3600 lancaster ave, philadelphia, PA 19104 apartments"
4105 spruce st,ChIJY6f3M-7GxokRlCDkqmhdUtg,Spruce Square,"4534 Spruce St, Philadelphia, PA 19139, USA",3.6,14,https://maps.google.com/?cid=15587623964407767188,establishment|lodging|point_of_interest|real_estate_agency,"4105 spruce st, philadelphia, PA 19104 apartments"
4231 locust st,ChIJOyWt6vDGxokR7SUMzLIKR50,Fairfax Apartments,"4247 Locust St, Philadelphia, PA 19104, USA",3.5,96,https://maps.google.com/?cid=11333038750344947181,establishment|point_of_interest,"4231 locust st, philadelphia, PA 19104 apartments"
4401 walnut st,ChIJi1Z6DIDHxokR3s5eaVicwO8,Walnut Apartments,"4400 Walnut St, Philadelphia, PA 19104, USA",2.8,6,https://maps.google.com/?cid=17275980074132098782,establishment|point_of_interest,"4401 walnut st, philadelphia, PA 19104 apartments"
4416 osage ave,ChIJSeYyjvHGxokRUghII7NGb3E,Osage Manor,"414 S 44th St, Philadelphia, PA 19104, USA",4.1,11,https://maps.google.com/?cid=8173829583905753170,establishment|point_of_interest,"4416 osage ave, philadelphia, PA 19104 apartments"
3925 walnut st,ChIJX9LkAFjGxokRg6CTZfPqyRI,The Radian,"3925 Walnut St, Philadelphia, PA 19104, USA",3.2,44,https://maps.google.com/?cid=1353871494103670915,establishment|point_of_interest,"3925 walnut st, philadelphia, PA 19104 apartments"
115 n 32nd st,ChIJR7cAbU7GxokRE_GECesGGSM,Caneris Hall,"115 N 32nd St, Philadelphia, PA 19104, USA",3.8,41,https://maps.google.com/?cid=2529060272292032787,establishment|point_of_interest,"115 n 32nd st, philadelphia, PA 19104 apartments"
4411 spruce st,ChIJB3yeE-3HxokRA7Ms0r8mMt8,2011 Spruce Street Apartments,"2011 Spruce St, Philadelphia, PA 19103, USA",,,https://maps.google.com/?cid=16082959824600216323,establishment|point_of_interest,"4411 spruce st, philadelphia, PA 19104 apartments"
4000 pine st,ChIJU1pSM-jHxokRIMkeq-sBbQQ,Luna on Pine,"400 S 40th St, Philadelphia, PA 19104, USA",3.4,38,https://maps.google.com/?cid=318913260313037088,establishment|point_of_interest,"4000 pine st, philadelphia, PA 19104 apartments"
3202 mantua ave,ChIJo1VlGK3HxokRHIhwg_AoD50,Mantua Presbyterian Apartments,"600 N 34th St #18, Philadelphia, PA 19104, USA",4.8,5,https://maps.google.com/?cid=11317309402067798044,establishment|point_of_interest,"3202 mantua ave, philadelphia, PA 19104 apartments"
2930 chestnut st,ChIJ74iazU_GxokRb2JomVnAWJk,Evo at Cira Centre South,"2930 Chestnut St, Philadelphia, PA 19104, USA",3.1,447,https://maps.google.com/?cid=11049793176811889263,establishment|point_of_interest|real_estate_agency,"2930 chestnut st, philadelphia, PA 19104 apartments"
305 s 40th st,ChIJ-fFUQfbGxokRGD3fDAaL_8s,Pine Arms Apartment,"305 S 40th St, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=14699620566862609688,establishment|point_of_interest,"305 s 40th st, philadelphia, PA 19104 apartments"
315 s 42nd st,ChIJwWHlIvjGxokRuVTPYvd3AQM,Campus Apartments Philadelphia,"4043 Walnut St, Philadelphia, PA 19104, USA",3.3,265,https://maps.google.com/?cid=216586161488876729,establishment|point_of_interest|real_estate_agency,"315 s 42nd st, philadelphia, PA 19104 apartments"
4401 spruce st,ChIJwWHlIvjGxokRuVTPYvd3AQM,Campus Apartments Philadelphia,"4043 Walnut St, Philadelphia, PA 19104, USA",3.3,265,https://maps.google.com/?cid=216586161488876729,establishment|point_of_interest|real_estate_agency,"4401 spruce st, philadelphia, PA 19104 apartments"
3105 hamilton st,ChIJ1zBMwFfGxokR_VuBR-8K100,Hamilton Court,"101 S 39th St, Philadelphia, PA 19104, USA",3.7,73,https://maps.google.com/?cid=5608963883726363645,establishment|point_of_interest,"3105 hamilton st, philadelphia, PA 19104 apartments"
3836 spring garden st,ChIJw4UVRFPGxokR8Mk7sEkz2wU,Camelot Apartments,"3600-3606 Spring Garden St, Philadelphia, PA 19104, USA",2.8,13,https://maps.google.com/?cid=421987381671610864,establishment|point_of_interest,"3836 spring garden st, philadelphia, PA 19104 apartments"
3221 spring garden st,ChIJyRPvSpbHxokRnwUoy3jT_qU,The Residences at 3221,"3221 Spring Garden St, Philadelphia, PA 19104, USA",,,https://maps.google.com/?cid=11961230176100550047,establishment|point_of_interest,"3221 spring garden st, philadelphia, PA 19104 apartments"
3862 lancaster ave,ChIJAUcWfQDHxokRCtUeNX2Q3NI,Apartments at 3862 Lancaster,"3862 Lancaster Ave, Philadelphia, PA 19104, USA",,,https://maps.google.com/?cid=15194178110277735690,establishment|point_of_interest,"3862 lancaster ave, philadelphia, PA 19104 apartments"
119 s 39th st,ChIJ1zBMwFfGxokR_VuBR-8K100,Hamilton Court,"101 S 39th St, Philadelphia, PA 19104, USA",3.7,73,https://maps.google.com/?cid=5608963883726363645,establishment|point_of_interest,"119 s 39th st, philadelphia, PA 19104 apartments"
4107 chester ave,ChIJIW_sDPTGxokRNDdRDG1P8Ro,Greenzang Apartments,"4107 Chester Ave, Philadelphia, PA 19104, USA",2.5,24,https://maps.google.com/?cid=1941420244150073140,establishment|point_of_interest,"4107 chester ave, philadelphia, PA 19104 apartments"
4213 chester ave,ChIJ--z18vPGxokRJZAT1PMtSg8,Chester Hall Apartments,"4205 Chester Ave, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=1101743584103862309,establishment|point_of_interest,"4213 chester ave, philadelphia, PA 19104 apartments"
4301 spruce st,ChIJF9GK5PbGxokRwCJMS7uoSpY,Castle Hill Apartments,"4301 Spruce St, Philadelphia, PA 19104, USA",5,4,https://maps.google.com/?cid=10829653776341410496,establishment|point_of_interest,"4301 spruce st, philadelphia, PA 19104 apartments"
3701 market st,ChIJw0-NzQDHxokRBIkSer52bnc,3701 MARKET STREET,"3701 Market, 3701 Market St, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=8605946498415495428,establishment|health|hospital|point_of_interest,"3701 market st, philadelphia, PA 19104 apartments"
1721 marlton ave,ChIJbQUi9gXHxokRkkwC8siUZUQ,Marlton Residences,"4130-40 Parkside Ave, Philadelphia, PA 19104, USA",4,2,https://maps.google.com/?cid=4928508958001482898,establishment|point_of_interest,"1721 marlton ave, philadelphia, PA 19104 apartments"
4113 warren st,ChIJXw50zlLGxokRdtzYjvaoRGY,Powelton Properties,"428 N 34th St, Philadelphia, PA 19104, USA",2.3,111,https://maps.google.com/?cid=7369200667196972150,establishment|point_of_interest|real_estate_agency,"4113 warren st, philadelphia, PA 19104 apartments"
3400 lancaster ave,ChIJRajzkFHGxokRLgwWfs1ECqQ,The Summit at University City,"3400 Lancaster Ave, Philadelphia, PA 19104, USA",3.4,435,https://maps.google.com/?cid=11820335821361646638,establishment|point_of_interest,"3400 lancaster ave, philadelphia, PA 19104 apartments"
3737 chestnut st,ChIJVxGuC1fGxokRtlLoV_iVV98,3737 Chestnut,"3737 Chestnut St, Philadelphia, PA 19104, USA",4,64,https://maps.google.com/?cid=16093496687291028150,establishment|point_of_interest,"3737 chestnut st, philadelphia, PA 19104 apartments"
407 n 40th st,ChIJT4w_b__GxokRROC1qqu-zX4,Blockley II,"415 N 40th St, Philadelphia, PA 19104, USA",2.6,5,https://maps.google.com/?cid=9137168863517335620,establishment|point_of_interest,"407 n 40th st, philadelphia, PA 19104 apartments"
3118 chestnut st,ChIJm03961fGxokRQy_qsog84qQ,Chestnut Hall Apartments,"3900 Chestnut St, Philadelphia, PA 19104, USA",2.8,180,https://maps.google.com/?cid=11881125324771700547,establishment|point_of_interest,"3118 chestnut st, philadelphia, PA 19104 apartments"
311 n 33rd st,ChIJJ4AVAODHxokR1acgKSqcDjg,319 N. 33rd St.,"319 N 33rd St, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=4039337620690479061,establishment|point_of_interest,"311 n 33rd st, philadelphia, PA 19104 apartments"
415 n 40th st,ChIJT4w_b__GxokRROC1qqu-zX4,Blockley II,"415 N 40th St, Philadelphia, PA 19104, USA",2.6,5,https://maps.google.com/?cid=9137168863517335620,establishment|point_of_interest,"415 n 40th st, philadelphia, PA 19104 apartments"
2929 walnut st,ChIJFTWnVU_GxokRrhTj1nEUCi0,AKA University City,"Cira Centre South, 2929 Walnut St, Philadelphia, PA 19104, USA",4.2,281,https://maps.google.com/?cid=3245428960642929838,establishment|lodging|point_of_interest,"2929 walnut st, philadelphia, PA 19104 apartments"
3714 chestnut st,ChIJuSwyK1PHxokRvcUuU0x9E1c,The Chestnut,"3720 Chestnut St, Philadelphia, PA 19104, USA",4.1,82,https://maps.google.com/?cid=6274496472623793597,establishment|point_of_interest|real_estate_agency,"3714 chestnut st, philadelphia, PA 19104 apartments"
4420 walnut st,ChIJi1Z6DIDHxokR3s5eaVicwO8,Walnut Apartments,"4400 Walnut St, Philadelphia, PA 19104, USA",2.8,6,https://maps.google.com/?cid=17275980074132098782,establishment|point_of_interest,"4420 walnut st, philadelphia, PA 19104 apartments"
900 belmont ave,ChIJS5CwXAPHxokRFWurOAvgM34,Pinn Gardens Inc,"908 Belmont Ave, Philadelphia, PA 19104, USA",3.7,3,https://maps.google.com/?cid=9093858411391183637,establishment|point_of_interest,"900 belmont ave, philadelphia, PA 19104 apartments"
3817 market st,ChIJf4Z7T1bGxokREhfJ7UjAYUg,Ralston Mercy-Douglass House,"3817 Market St, Philadelphia, PA 19104, USA",4.7,3,https://maps.google.com/?cid=5215661262931302162,establishment|point_of_interest,"3817 market st, philadelphia, PA 19104 apartments"
3300 race st,ChIJUf0A9k3GxokRpEmd9bOvg6c,Race Hall,"Race Street Hall, 3300 Race St, Philadelphia, PA 19104, USA",3.9,20,https://maps.google.com/?cid=12070684613737793956,establishment|point_of_interest,"3300 race st, philadelphia, PA 19104 apartments"
4230 w thompson st,ChIJE23uc__GxokR9Dt8oxYrdcA,University City Apartments at UPENN / DREXEL / PENN Medicine,"437 N 40th St, Philadelphia, PA 19104, USA",4.7,33,https://maps.google.com/?cid=13868038003789413364,establishment|point_of_interest,"4230 w thompson st, philadelphia, PA 19104 apartments"
4040 ogden st,ChIJvUzkovjGxokRRKYEObwAkFg,Center Post Housing Inc,"55 N 40th St a14, Philadelphia, PA 19104, USA",4.2,13,https://maps.google.com/?cid=6381601480394450500,establishment|point_of_interest,"4040 ogden st, philadelphia, PA 19104 apartments"
4400 w girard ave,ChIJIc9kKAXHxokRgZwqdj0jkTc,Centennial Healthcare and Rehabilitation Center,"4400 W Girard Ave, Philadelphia, PA 19104, USA",4.1,157,https://maps.google.com/?cid=4004020290591562881,establishment|health|point_of_interest,"4400 w girard ave, philadelphia, PA 19104 apartments"
600 n 34th st,ChIJo1VlGK3HxokRHIhwg_AoD50,Mantua Presbyterian Apartments,"600 N 34th St #18, Philadelphia, PA 19104, USA",4.8,5,https://maps.google.com/?cid=11317309402067798044,establishment|point_of_interest,"600 n 34th st, philadelphia, PA 19104 apartments"
3925 haverford ave,ChIJ13oTW1XGxokR4xH9fTKvMlQ,Grandview West,"3925 Haverford Ave, Philadelphia, PA 19104, USA",2.1,14,https://maps.google.com/?cid=6067104279418442211,establishment|point_of_interest,"3925 haverford ave, philadelphia, PA 19104 apartments"
4125 chestnut st,ChIJTyI7psvHxokRkF3lagbKYUQ,Uno on Chestnut,"4125 Chestnut St, Philadelphia, PA 19104, USA",4.2,62,https://maps.google.com/?cid=4927441596232064400,establishment|point_of_interest,"4125 chestnut st, philadelphia, PA 19104 apartments"
400 s 40th st,ChIJU1pSM-jHxokRIMkeq-sBbQQ,Luna on Pine,"400 S 40th St, Philadelphia, PA 19104, USA",3.4,38,https://maps.google.com/?cid=318913260313037088,establishment|point_of_interest,"400 s 40th st, philadelphia, PA 19104 apartments"
3900 warren st,ChIJfWWJCxXGxokR9LJiRMtzWuo,Knickerbocker Properties,"2118 Washington Ave #2000, Philadelphia, PA 19146, USA",4.3,161,https://maps.google.com/?cid=16886937069641970420,establishment|point_of_interest,"3900 warren st, philadelphia, PA 19104 apartments"
4233 chestnut st,ChIJoZBUJADHxokRnagkfYnPAXE,Solo On Chestnut 4233,"4233 Chestnut St, Philadelphia, PA 19104, USA",3.6,40,https://maps.google.com/?cid=8143017790679591069,establishment|point_of_interest,"4233 chestnut st, philadelphia, PA 19104 apartments"
862 n 41st st,ChIJ0xXm_5fHxokRO-kTNajhekw,862 N 41st St,"862 N 41st St, Philadelphia, PA 19104, USA",5,3,https://maps.google.com/?cid=5510965206602475835,establishment|point_of_interest,"862 n 41st st, philadelphia, PA 19104 apartments"
3600 chestnut st,ChIJr-5gef_HxokRFe1McY81670,The Accolade on Chestnut,"3600 Chestnut St, Philadelphia, PA 19104, USA",3.4,158,https://maps.google.com/?cid=13685090782892846357,establishment|point_of_interest|real_estate_agency,"3600 chestnut st, philadelphia, PA 19104 apartments"
520 n 37th st,ChIJx5U9tcrHxokRGnLBXa0CxNk,Park Towne Place,"2200 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA",4,427,https://maps.google.com/?cid=15691669945291207194,establishment|point_of_interest|real_estate_agency,"520 n 37th st, philadelphia, PA 19104 apartments"
4146 parkside ave,ChIJnR6DQg_HxokRKUJzvB1fJiU,The Brantwood II,"4142 Parkside Ave, Philadelphia, PA 19104, USA",1,2,https://maps.google.com/?cid=2676931609838699049,establishment|point_of_interest,"4146 parkside ave, philadelphia, PA 19104 apartments"
3025 john f kennedy blvd,ChIJ5Sc8bLjHxokR0kroE0iRcKQ,3025 JFK Boulevard,"3025 John F Kennedy Blvd, Philadelphia, PA 19104, USA",5,1,https://maps.google.com/?cid=11849130358369438418,establishment|point_of_interest|real_estate_agency,"3025 john f kennedy blvd, philadelphia, PA 19104 apartments"
30 n 3rd st,ChIJY4E1DULJxokRI5bGEgKOnJM,Wistar Alley Apartments,"30 N 3rd St, Philadelphia, PA 19106, USA",2,1,https://maps.google.com/?cid=10636532559498352163,establishment|point_of_interest,"30 n 3rd st, philadelphia, PA 19106 apartments"
253 n 2nd st,ChIJ18nVcojIxokRhkS2rT5OEQY,Papermill Lofts,"253-255 N 2nd St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=437216669940991110,establishment|point_of_interest,"253 n 2nd st, philadelphia, PA 19106 apartments"
231 n 3rd st,ChIJx64Jx4fIxokRarB4egPPqts,Chocolate Works,"231 N 3rd St Apt C15, Philadelphia, PA 19106, USA",3.4,30,https://maps.google.com/?cid=15828691454193610858,establishment|point_of_interest|real_estate_agency,"231 n 3rd st, philadelphia, PA 19106 apartments"
313 vine st,ChIJjXTMhIfIxokRHqYj7l9xshw,Printing House Apartments,"313 Vine St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=2067839835747624478,establishment|point_of_interest,"313 vine st, philadelphia, PA 19106 apartments"
509 vine st,ChIJjVXBT4fIxokREWhitzXOi7M,The Lofts at 509 Vine,"509 Vine St, Philadelphia, PA 19106, USA",3.6,11,https://maps.google.com/?cid=12937661084657149969,establishment|point_of_interest,"509 vine st, philadelphia, PA 19106 apartments"
225 church st,ChIJB_YL2drJxokR5HttduM5QNE,The Sugar Refinery Apartments,"225 Church St, Philadelphia, PA 19106, USA",5,1,https://maps.google.com/?cid=15078115201543666660,establishment|point_of_interest,"225 church st, philadelphia, PA 19106 apartments"
130 arch st,ChIJm4Dyx5PJxokRAqaNXhyjTwU,Chancery Lane Apartments,"130 Arch St, Philadelphia, PA 19106, USA",5,1,https://maps.google.com/?cid=382703835590534658,establishment|point_of_interest,"130 arch st, philadelphia, PA 19106 apartments"
24 bank st,ChIJP2p7cZ7JxokRCEWnK2kYm6c,Bank Street Court Apartments,"24 Bank St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=12077273665707132168,establishment|point_of_interest,"24 bank st, philadelphia, PA 19106 apartments"
400 walnut st,ChIJ71Ysq4TIxokR1E0RnY3-zI8,The Broderick,"400 Walnut St, Philadelphia, PA 19106, USA",4.2,22,https://maps.google.com/?cid=10361936726851669460,establishment|point_of_interest|real_estate_agency,"400 walnut st, philadelphia, PA 19106 apartments"
200 locust st,ChIJJ46S7JrIxokR5S_5Cstsr4w,Society Hill Towers - South Tower,"220 Locust St, Philadelphia, PA 19106, USA",4.7,7,https://maps.google.com/?cid=10137440905552539621,establishment|point_of_interest,"200 locust st, philadelphia, PA 19106 apartments"
220 locust st,ChIJJ46S7JrIxokR5S_5Cstsr4w,Society Hill Towers - South Tower,"220 Locust St, Philadelphia, PA 19106, USA",4.7,7,https://maps.google.com/?cid=10137440905552539621,establishment|point_of_interest,"220 locust st, philadelphia, PA 19106 apartments"
309 arch st,ChIJ6bmsDNDJxokRDok5BV5P4bI,218 Arch,"218 Arch St, Philadelphia, PA 19106, USA",2.7,15,https://maps.google.com/?cid=12889670873744247054,establishment|point_of_interest,"309 arch st, philadelphia, PA 19106 apartments"
25 n 4th st,ChIJp0LFPITIxokRdStDvpaxVhQ,Old City Presbyterian Apt,"25 N 4th St, Philadelphia, PA 19106, USA",4.8,4,https://maps.google.com/?cid=1465553989750958965,establishment|point_of_interest,"25 n 4th st, philadelphia, PA 19106 apartments"
117 chestnut st,ChIJw8mcFi_GxokR7qxNnoGidu4,1300 Chestnut Street,"1300 Chestnut St, Philadelphia, PA 19107, USA",3.5,2,https://maps.google.com/?cid=17183100105869077742,establishment|point_of_interest,"117 chestnut st, philadelphia, PA 19106 apartments"
237 n 2nd st,ChIJmXpuaUnJxokRHFtowOqD55E,The National Old City Apartments,"121 N 2nd St, Philadelphia, PA 19106, USA",4.6,72,https://maps.google.com/?cid=10513516899393362716,establishment|point_of_interest,"237 n 2nd st, philadelphia, PA 19106 apartments"
303 vine st,ChIJPRmCkIfIxokRh7SM60VXFjY,Penns View Apartments,"303 Vine St, Philadelphia, PA 19106, USA",3.5,4,https://maps.google.com/?cid=3897398485351969927,establishment|point_of_interest,"303 vine st, philadelphia, PA 19106 apartments"
304 arch st,ChIJgYAwdobIxokRhws7jlal6hU,304 Arch St,"304 Arch St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=1579256410518784903,street_address|subpremise,"304 arch st, philadelphia, PA 19106 apartments"
51 n 3rd st,ChIJWanN14XIxokRoAQpT7VI1mY,The Crafts House,"51 N 3rd St, Philadelphia, PA 19106, USA",5,1,https://maps.google.com/?cid=7410190180439098528,establishment|point_of_interest,"51 n 3rd st, philadelphia, PA 19106 apartments"
222 race st,ChIJ5bOMjGDJxokRJz3Z8JX0zaY,Pfeiffer House Apartments,"222 Race St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=12019531905349795111,establishment|point_of_interest,"222 race st, philadelphia, PA 19106 apartments"
200 w washington sq,ChIJ8yXmTJ3IxokR1AqJ_kW8-pY,The St. James,"200 W Washington Square, Philadelphia, PA 19106, USA",4.3,28,https://maps.google.com/?cid=10879214858676013780,establishment|point_of_interest|real_estate_agency,"200 w washington sq, philadelphia, PA 19106 apartments"
604 s washington sq,ChIJYzmYEJ3IxokRrdhHeSDEC4Q,Hopkinson House Owners Association,"604 S Washington Square, Philadelphia, PA 19106, USA",4.3,57,https://maps.google.com/?cid=9514914281503053997,establishment|point_of_interest,"604 s washington sq, philadelphia, PA 19106 apartments"
210 locust st,ChIJn_tnjR_HxokRK9xcYuUkS_g,210 South 12th Apartments,"210 S 12th St, Philadelphia, PA 19107, USA",4.9,57,https://maps.google.com/?cid=17891434512275790891,establishment|point_of_interest|real_estate_agency,"210 locust st, philadelphia, PA 19106 apartments"
301 race st,ChIJfUU4rYfIxokRwW5GNRmbRyU,Wireworks Condominium,"301 Race St APT 108, Philadelphia, PA 19106, USA",4.5,11,https://maps.google.com/?cid=2686286235320086209,establishment|point_of_interest,"301 race st, philadelphia, PA 19106 apartments"
17 bank st,ChIJP2p7cZ7JxokRCEWnK2kYm6c,Bank Street Court Apartments,"24 Bank St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=12077273665707132168,establishment|point_of_interest,"17 bank st, philadelphia, PA 19106 apartments"
716 sansom st,ChIJDdWoaDDGxokREXwLyjgCJIo,The Sansom Apartments,"1605 Sansom St, Philadelphia, PA 19103, USA",4.4,29,https://maps.google.com/?cid=9954083519326813201,establishment|point_of_interest,"716 sansom st, philadelphia, PA 19106 apartments"
701 chestnut st,ChIJoUbk8YLIxokRz2HYgKAJ6s8,Jefferson Flats,"707 Chestnut St, Philadelphia, PA 19106, USA",,,https://maps.google.com/?cid=14981797695362458063,establishment|point_of_interest,"701 chestnut st, philadelphia, PA 19106 apartments"
12 letitia st,ChIJL6VLIgDJxokRC0N_3oCcGAY,Old City Apartments,"124 Market St, Philadelphia, PA 19106, USA",5,1,https://maps.google.com/?cid=439273040971252491,establishment|point_of_interest,"12 letitia st, philadelphia, PA 19106 apartments"
399 market st,ChIJL6VLIgDJxokRC0N_3oCcGAY,Old City Apartments,"124 Market St, Philadelphia, PA 19106, USA",5,1,https://maps.google.com/?cid=439273040971252491,establishment|point_of_interest,"399 market st, philadelphia, PA 19106 apartments"
327 race st,ChIJlRh-K4bIxokRWDIEntVbgF8,Bridge Apartments,"205 Race St, Philadelphia, PA 19106, USA",4.5,44,https://maps.google.com/?cid=6881601203659354712,establishment|point_of_interest|real_estate_agency,"327 race st, philadelphia, PA 19106 apartments"
