term,estimate,std_error,conf_low,conf_high,timing
total_severe_complaints_lead_3,-0.0337554556165622,0.00461140543481519,-0.0427938102688,-0.0247171009643244,-3
total_severe_complaints_lead_2,-0.0287538788695739,0.00485607918647256,-0.0382717940750601,-0.0192359636640877,-2
total_severe_complaints_lead_1,0.00506593051407617,0.00527506869005954,-0.00527320411844053,0.0154050651465929,-1
total_severe_complaints,0.112932792224119,0.00565241973379721,0.101854049545876,0.124011534902361,0
total_severe_complaints_lag_1,0.0675686411899227,0.00590592542559809,0.0559930273557504,0.0791442550240949,1
total_severe_complaints_lag_2,0.0245891143525573,0.00631265293647258,0.012216314597071,0.0369619141080435,2
total_severe_complaints_lag_3,0.0383968639103943,0.00641420307053704,0.0258250258921417,0.0509687019286469,3
