term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
tc_black_c,5.74955959765194e-05,0.000804834497555057,0.0714377877081321,0.943061329874056,full,severe,bg,suppression,-0.00151998001923139,0.00163497121118443
tc_female_c,-0.000571323797447699,0.000633692028167428,-0.901579587642768,0.367462519384831,full,severe,bg,suppression,-0.00181336017265586,0.000670712577760459
tc_black_female_c,0.00129169510009787,0.00103264633654282,1.25085913190987,0.211231544107323,full,severe,bg,suppression,-0.00073229171952607,0.0033156819197218
tc_cov_c,0.00130876110669912,0.000753725272575371,1.73639010700447,0.0827534624318,full,severe,bg,suppression,-0.000168540427548608,0.00278606264094685
tenant_comp_missing,0.000496869437487658,0.000378134351193196,1.31400238015879,0.189098428727615,full,severe,bg,suppression,-0.000244273890851006,0.00123801276582632
building_type::COMMERCIAL:tc_black_c,-0.013441530590127,0.0182417467974178,-0.736855452463012,0.461355378125484,full,severe,bg,suppression,-0.049195354313066,0.0223122931328119
building_type::DETACHED:tc_black_c,0.00537904783513525,0.00367766416861656,1.46262616392152,0.143833523826881,full,severe,bg,suppression,-0.00182917393535321,0.0125872696056237
building_type::HIGHRISE_MULTI:tc_black_c,-0.0330667318024595,0.0928934572331092,-0.355964055891267,0.721930524403512,full,severe,bg,suppression,-0.215137907979354,0.149004444374435
building_type::LOWRISE_MULTI:tc_black_c,0.0117377106155505,0.00599951401940844,1.95644356819218,0.0506463459372086,full,severe,bg,suppression,-2.13368624900658e-05,0.023496758093591
building_type::MIDRISE_MULTI:tc_black_c,0.00266129878731751,0.0237630033779771,0.111993368219774,0.910847536291934,full,severe,bg,suppression,-0.0439141878335176,0.0492367854081526
building_type::OTHER:tc_black_c,-0.00620989097456516,0.00477785917119382,-1.29972248073053,0.193947601761118,full,severe,bg,suppression,-0.0155744949501051,0.00315471300097473
building_type::SMALL_MULTI_2_4:tc_black_c,0.00128771280496168,0.00189572582353274,0.679271648345218,0.497097741342617,full,severe,bg,suppression,-0.00242790980916249,0.00500333541908585
building_type::TWIN:tc_black_c,0.00189538326649688,0.00190496712998893,0.99496901372146,0.319953434147474,full,severe,bg,suppression,-0.00183835230828141,0.00562911884127518
building_type::COMMERCIAL:tc_female_c,0.0112932319218274,0.00679685150564496,1.66153871574921,0.0968684718366496,full,severe,bg,suppression,-0.00202859702923674,0.0246150608728915
building_type::DETACHED:tc_female_c,-0.00191788096076087,0.00288080157314715,-0.665745596169497,0.50570263743988,full,severe,bg,suppression,-0.00756425204412928,0.00372849012260754
building_type::HIGHRISE_MULTI:tc_female_c,-0.136476981161587,0.110213771662836,-1.2382933557441,0.215851326616333,full,severe,bg,suppression,-0.352495973620745,0.0795420112975717
building_type::LOWRISE_MULTI:tc_female_c,-0.0019944993327349,0.00550961762601518,-0.362003222023489,0.717413840291268,full,severe,bg,suppression,-0.0127933498797247,0.00880435121425485
building_type::MIDRISE_MULTI:tc_female_c,0.00999429256826159,0.00714766089306071,1.39826059431058,0.162295138259248,full,severe,bg,suppression,-0.00401512278213741,0.0240037079186606
building_type::OTHER:tc_female_c,0.00283144330617537,0.00427276704247807,0.662672052566017,0.50766882942789,full,severe,bg,suppression,-0.00554318009708164,0.0112060667094324
building_type::SMALL_MULTI_2_4:tc_female_c,-0.00227315057018387,0.00180737120365036,-1.25771095920571,0.208742848309876,full,severe,bg,suppression,-0.00581559812933858,0.00126929698897084
building_type::TWIN:tc_female_c,0.000276960698177628,0.00182756398429846,0.151546375698547,0.879570395758149,full,severe,bg,suppression,-0.00330506471104735,0.0038589861074026
tc_black_c,-2.41018294131304e-05,0.00120269805011783,-0.0200398008550601,0.98402263286174,pre,severe,tract,suppression,-0.00238139000764408,0.00233318634881782
tc_female_c,5.37257604082481e-05,0.000877238685228025,0.0612441759727946,0.951198453780848,pre,severe,tract,suppression,-0.00166566206263868,0.00177311358345518
tc_black_female_c,0.000226399483795045,0.00154852495041809,0.146203316733075,0.883842043603027,pre,severe,tract,suppression,-0.00280870941902442,0.00326150838661451
tc_cov_c,0.000254909110607385,0.0011444406667022,0.222736851305649,0.823865593882799,pre,severe,tract,suppression,-0.00198819459612892,0.00249801281734369
tenant_comp_missing,0.000142379869911455,0.000510821799875089,0.278727082411657,0.780612991695593,pre,severe,tract,suppression,-0.00085883085784372,0.00114359059766663
building_type::COMMERCIAL:tc_black_c,-0.0199239198891302,0.0144507009878416,-1.37875110044098,0.1688205271953,pre,severe,tract,suppression,-0.0482472938252999,0.00839945404703938
building_type::DETACHED:tc_black_c,0.0100631633192143,0.00563445407888071,1.78600502876284,0.0749330365819212,pre,severe,tract,suppression,-0.000980366675391933,0.0211066933138204
building_type::HIGHRISE_MULTI:tc_black_c,-0.0558510731815112,0.0700708599578679,-0.797065616364538,0.42593395166094,pre,severe,tract,suppression,-0.193189958698932,0.0814878123359099
building_type::LOWRISE_MULTI:tc_black_c,0.0163258374236787,0.00745157019398492,2.19092580471929,0.0290923793136722,pre,severe,tract,suppression,0.00172075984346828,0.0309309150038892
building_type::MIDRISE_MULTI:tc_black_c,-0.0150269566630092,0.0308118207367267,-0.487701028491884,0.626056040565845,pre,severe,tract,suppression,-0.0754181253069936,0.0453642119809752
