block,sample,outcome,fe,slope_var,slope_label,building_type,ref_building_type,base_term,interaction_term,estimable,estimate,std_error,stat_value,p_value,conf_low,conf_high
bldg_year_targeting,full,same,tract,tc_female_c,pct_women,TWIN,ROW,tc_female_c,building_type::TWIN:tc_female_c,TRUE,-0.0250105971761137,0.0169144843850401,-1.47864969494631,0.13923396360523,-0.0581629865707923,0.00814179221856501
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,COMMERCIAL,ROW,tc_black_c,building_type::COMMERCIAL:tc_black_c,TRUE,0.343763536262993,0.161675792441431,2.12625236636786,0.0334822519350452,0.0268789830777876,0.660648089448198
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,DETACHED,ROW,tc_black_c,building_type::DETACHED:tc_black_c,TRUE,0.0178590347598999,0.0738522760029582,0.241821047724847,0.808918829130102,-0.126891426205898,0.162609495725698
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,HIGHRISE_MULTI,ROW,tc_black_c,building_type::HIGHRISE_MULTI:tc_black_c,TRUE,0.172546104446163,0.100866407627282,1.71063992963593,0.0871476030989955,-0.0251520545033103,0.370244263395636
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,LOWRISE_MULTI,ROW,tc_black_c,building_type::LOWRISE_MULTI:tc_black_c,TRUE,0.119649696856774,0.036962180936589,3.23708433390444,0.00120757719211428,0.0472038222210592,0.192095571492488
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,MIDRISE_MULTI,ROW,tc_black_c,building_type::MIDRISE_MULTI:tc_black_c,TRUE,-0.0205745014933073,0.0795723137709883,-0.258563569642092,0.795971994747349,-0.176536236484444,0.13538723349783
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,OTHER,ROW,tc_black_c,building_type::OTHER:tc_black_c,TRUE,0.23529297363273,0.177024934696133,1.32915159119598,0.183797962286506,-0.111675898371691,0.58226184563715
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,ROW,ROW,tc_black_c,,TRUE,-0.0373836415445862,0.0151651559190287,-2.46510103451547,0.0136974621939935,-0.0671073471458824,-0.00765993594328987
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,SMALL_MULTI_2_4,ROW,tc_black_c,building_type::SMALL_MULTI_2_4:tc_black_c,TRUE,-0.0107197145505686,0.0248161601891059,-0.431965077146562,0.665766795303103,-0.0593593885212161,0.0379199594200789
bldg_year_targeting,pre,bw,bg,tc_black_c,pct_black,TWIN,ROW,tc_black_c,building_type::TWIN:tc_black_c,TRUE,-0.0175439791069216,0.0297333030015204,-0.59004474228862,0.555160653491417,-0.0758212529899017,0.0407332947760585
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,COMMERCIAL,ROW,tc_female_c,building_type::COMMERCIAL:tc_female_c,TRUE,-0.288242796524154,0.144747228399523,-1.99135278589627,0.0464421160253813,-0.571947364187219,-0.00453822886108846
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,DETACHED,ROW,tc_female_c,building_type::DETACHED:tc_female_c,TRUE,-0.0445828093813937,0.0878678959036182,-0.507384510837682,0.611885051569746,-0.216803885352485,0.127638266589698
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,HIGHRISE_MULTI,ROW,tc_female_c,building_type::HIGHRISE_MULTI:tc_female_c,TRUE,-0.18925890031493,0.314327993353255,-0.602106412145839,0.547103306566993,-0.80534176728731,0.426823966657451
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,LOWRISE_MULTI,ROW,tc_female_c,building_type::LOWRISE_MULTI:tc_female_c,TRUE,-0.039615421799562,0.0442498644562449,-0.895266511804448,0.370644637357144,-0.126345156133802,0.047114312534678
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,MIDRISE_MULTI,ROW,tc_female_c,building_type::MIDRISE_MULTI:tc_female_c,TRUE,0.0205970626610194,0.112344788011116,0.183337945850958,0.854532862470805,-0.199598721840768,0.240792847162807
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,OTHER,ROW,tc_female_c,building_type::OTHER:tc_female_c,TRUE,-0.0787154134329125,0.178108658938898,-0.441951637286296,0.658524203071619,-0.427808384953153,0.270377558087328
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,ROW,ROW,tc_female_c,,TRUE,0.00457334426022029,0.0159139224206116,0.287380077604057,0.773821313899253,-0.0266179436841784,0.0357646322046189
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,SMALL_MULTI_2_4,ROW,tc_female_c,building_type::SMALL_MULTI_2_4:tc_female_c,TRUE,-0.0383423166383228,0.0238988984024253,-1.6043549787396,0.10863582881,-0.0851841575070764,0.00849952423043075
bldg_year_targeting,pre,bw,bg,tc_female_c,pct_women,TWIN,ROW,tc_female_c,building_type::TWIN:tc_female_c,TRUE,-0.0635651509698203,0.0302148836022356,-2.10376951328441,0.0353985573947312,-0.122786322830202,-0.00434397910943863
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,COMMERCIAL,ROW,tc_black_c,building_type::COMMERCIAL:tc_black_c,TRUE,0.322683049227421,0.139175024909629,2.31854134344111,0.0204199187509818,0.0499000004045479,0.595466098050294
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,DETACHED,ROW,tc_black_c,building_type::DETACHED:tc_black_c,TRUE,0.0172041360965152,0.0712139664277373,0.241583736442663,0.809102725304405,-0.12237523810185,0.15678351029488
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,HIGHRISE_MULTI,ROW,tc_black_c,building_type::HIGHRISE_MULTI:tc_black_c,TRUE,0.192321442110011,0.0943813487456459,2.03770601571196,0.0415793422186025,0.007333998568545,0.377308885651477
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,LOWRISE_MULTI,ROW,tc_black_c,building_type::LOWRISE_MULTI:tc_black_c,TRUE,0.130634343533235,0.0348478289925856,3.74870823548375,0.000177747721249211,0.0623325987077671,0.198936088358703
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,MIDRISE_MULTI,ROW,tc_black_c,building_type::MIDRISE_MULTI:tc_black_c,TRUE,-0.024813567610422,0.0741389150697708,-0.334690190530443,0.737858801940861,-0.170125841147173,0.120498705926329
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,OTHER,ROW,tc_black_c,building_type::OTHER:tc_black_c,TRUE,0.254323201078487,0.17460239264456,1.45658485675059,0.145231010294282,-0.0878974885048514,0.596543890661826
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,ROW,ROW,tc_black_c,,TRUE,-0.0334769326057351,0.0151886045157877,-2.2040821835171,0.0275185648893285,-0.063246597456679,-0.0037072677547912
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,SMALL_MULTI_2_4,ROW,tc_black_c,building_type::SMALL_MULTI_2_4:tc_black_c,TRUE,-0.00134128910404511,0.0243388022268516,-0.0551090843149767,0.956051558907969,-0.0490453414686743,0.0463627632605841
bldg_year_targeting,pre,bw,tract,tc_black_c,pct_black,TWIN,ROW,tc_black_c,building_type::TWIN:tc_black_c,TRUE,-0.0188962954005186,0.0249622004418804,-0.756996381168998,0.449052030525451,-0.0678222082666042,0.030029617465567
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,COMMERCIAL,ROW,tc_female_c,building_type::COMMERCIAL:tc_female_c,TRUE,-0.258699563391734,0.135750477753863,-1.90569910082229,0.0566892560359865,-0.524770499789306,0.00737137300583801
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,DETACHED,ROW,tc_female_c,building_type::DETACHED:tc_female_c,TRUE,-0.0320580872683564,0.085350681252927,-0.375604351339105,0.707211055361403,-0.199345422524093,0.135229247987381
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,HIGHRISE_MULTI,ROW,tc_female_c,building_type::HIGHRISE_MULTI:tc_female_c,TRUE,-0.0916504388044616,0.294685455743568,-0.311011069661391,0.755792206305019,-0.669233932061856,0.485933054452932
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,LOWRISE_MULTI,ROW,tc_female_c,building_type::LOWRISE_MULTI:tc_female_c,TRUE,-0.0317771109016582,0.0428057231696338,-0.742356595068593,0.457871310361621,-0.11567632831414,0.0521221065108242
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,MIDRISE_MULTI,ROW,tc_female_c,building_type::MIDRISE_MULTI:tc_female_c,TRUE,0.0786798059885709,0.112493776365592,0.699414745691091,0.484292875223274,-0.141807995687989,0.299167607665131
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,OTHER,ROW,tc_female_c,building_type::OTHER:tc_female_c,TRUE,-0.0902333328262667,0.184118474295464,-0.490082992331692,0.624075172601726,-0.451105542445376,0.270638876792843
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,ROW,ROW,tc_female_c,,TRUE,0.0130421788424101,0.0149772336361099,0.870800253189987,0.383863227002635,-0.0163131990843653,0.0423975567691855
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,SMALL_MULTI_2_4,ROW,tc_female_c,building_type::SMALL_MULTI_2_4:tc_female_c,TRUE,-0.0298649045374837,0.022193300503754,-1.34567206587556,0.178408298974888,-0.0733637735248416,0.0136339644498742
bldg_year_targeting,pre,bw,tract,tc_female_c,pct_women,TWIN,ROW,tc_female_c,building_type::TWIN:tc_female_c,TRUE,-0.0548136653389307,0.0294697063618618,-1.86000039043035,0.0628854707231322,-0.11257428980818,0.00294695913031838
bldg_year_targeting,pre,same,bg,tc_black_c,pct_black,COMMERCIAL,ROW,tc_black_c,building_type::COMMERCIAL:tc_black_c,TRUE,0.272023658323249,0.115405047947643,2.35712096793773,0.0184172462132044,0.0458297643458679,0.498217552300629
