n_cases,retaliatory_share,plausibly_retaliatory_share,non_retaliatory_share,mean_black_case,mean_female_case,mean_black_female_case
255301,0.184354937896835,0.144417765696178,0.671227296406986,0.558728716299584,0.666726726491475,0.403182909585156
