retaliatory_status,building_type,num_units_bin,high_filing_longrun,intersection_group_bw,n_cases,within_bin_share
retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,Black+Male,34,0.248175182481752
retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,Black+Female,45,0.328467153284672
retaliatory,MIDRISE_MULTI,21-50,missing,White+Male,1,0.5
retaliatory,MIDRISE_MULTI,21-50,missing,Black+Female,1,0.5
retaliatory,MIDRISE_MULTI,51+,high_filing,White+Male,122,0.205042016806723
retaliatory,MIDRISE_MULTI,51+,high_filing,White+Female,89,0.149579831932773
retaliatory,MIDRISE_MULTI,51+,high_filing,Black+Male,144,0.242016806722689
retaliatory,MIDRISE_MULTI,51+,high_filing,Black+Female,240,0.403361344537815
retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,White+Male,131,0.406832298136646
retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,White+Female,81,0.251552795031056
retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,Black+Male,58,0.180124223602484
retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,Black+Female,52,0.161490683229814
retaliatory,MIDRISE_MULTI,51+,missing,White+Male,1,1
retaliatory,MIDRISE_MULTI,6-20,high_filing,White+Male,2,0.117647058823529
retaliatory,MIDRISE_MULTI,6-20,high_filing,White+Female,2,0.117647058823529
retaliatory,MIDRISE_MULTI,6-20,high_filing,Black+Male,6,0.352941176470588
retaliatory,MIDRISE_MULTI,6-20,high_filing,Black+Female,7,0.411764705882353
retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,White+Male,18,0.45
retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,White+Female,22,0.55
retaliatory,OTHER,1,high_filing,White+Male,3,0.136363636363636
retaliatory,OTHER,1,high_filing,White+Female,3,0.136363636363636
retaliatory,OTHER,1,high_filing,Black+Male,4,0.181818181818182
retaliatory,OTHER,1,high_filing,Black+Female,12,0.545454545454545
retaliatory,OTHER,1,low_or_mid_filing,White+Male,3,0.130434782608696
retaliatory,OTHER,1,low_or_mid_filing,White+Female,3,0.130434782608696
retaliatory,OTHER,1,low_or_mid_filing,Black+Male,5,0.217391304347826
retaliatory,OTHER,1,low_or_mid_filing,Black+Female,12,0.521739130434783
retaliatory,OTHER,2-5,high_filing,Black+Male,1,0.333333333333333
retaliatory,OTHER,2-5,high_filing,Black+Female,2,0.666666666666667
retaliatory,OTHER,2-5,low_or_mid_filing,White+Male,4,0.25
retaliatory,OTHER,2-5,low_or_mid_filing,White+Female,4,0.25
retaliatory,OTHER,2-5,low_or_mid_filing,Black+Male,5,0.3125
retaliatory,OTHER,2-5,low_or_mid_filing,Black+Female,3,0.1875
retaliatory,OTHER,21-50,low_or_mid_filing,White+Female,1,0.1
retaliatory,OTHER,21-50,low_or_mid_filing,Black+Male,4,0.4
retaliatory,OTHER,21-50,low_or_mid_filing,Black+Female,5,0.5
retaliatory,OTHER,51+,low_or_mid_filing,White+Male,44,0.5
retaliatory,OTHER,51+,low_or_mid_filing,White+Female,37,0.420454545454546
retaliatory,OTHER,51+,low_or_mid_filing,Black+Male,4,0.0454545454545455
retaliatory,OTHER,51+,low_or_mid_filing,Black+Female,3,0.0340909090909091
retaliatory,OTHER,51+,missing,White+Female,3,1
retaliatory,OTHER,6-20,low_or_mid_filing,White+Male,2,0.166666666666667
retaliatory,OTHER,6-20,low_or_mid_filing,White+Female,2,0.166666666666667
retaliatory,OTHER,6-20,low_or_mid_filing,Black+Male,4,0.333333333333333
retaliatory,OTHER,6-20,low_or_mid_filing,Black+Female,4,0.333333333333333
retaliatory,ROW,1,high_filing,White+Male,222,0.0589328378019644
retaliatory,ROW,1,high_filing,White+Female,591,0.15688877090523
retaliatory,ROW,1,high_filing,Black+Male,626,0.166179984072206
retaliatory,ROW,1,high_filing,Black+Female,2328,0.6179984072206
retaliatory,ROW,1,low_or_mid_filing,White+Male,279,0.098066783831283
retaliatory,ROW,1,low_or_mid_filing,White+Female,502,0.176449912126538
retaliatory,ROW,1,low_or_mid_filing,Black+Male,437,0.153602811950791
retaliatory,ROW,1,low_or_mid_filing,Black+Female,1627,0.571880492091388
retaliatory,ROW,2-5,high_filing,White+Male,34,0.0909090909090909
retaliatory,ROW,2-5,high_filing,White+Female,49,0.131016042780749
retaliatory,ROW,2-5,high_filing,Black+Male,82,0.219251336898396
retaliatory,ROW,2-5,high_filing,Black+Female,209,0.558823529411765
retaliatory,ROW,2-5,low_or_mid_filing,White+Male,81,0.153992395437262
retaliatory,ROW,2-5,low_or_mid_filing,White+Female,84,0.159695817490494
retaliatory,ROW,2-5,low_or_mid_filing,Black+Male,113,0.214828897338403
retaliatory,ROW,2-5,low_or_mid_filing,Black+Female,248,0.47148288973384
retaliatory,ROW,2-5,missing,Black+Male,2,0.4
retaliatory,ROW,2-5,missing,Black+Female,3,0.6
retaliatory,ROW,21-50,low_or_mid_filing,White+Male,2,0.133333333333333
retaliatory,ROW,21-50,low_or_mid_filing,White+Female,12,0.8
retaliatory,ROW,21-50,low_or_mid_filing,Black+Female,1,0.0666666666666667
retaliatory,ROW,6-20,high_filing,Black+Male,1,0.333333333333333
retaliatory,ROW,6-20,high_filing,Black+Female,2,0.666666666666667
retaliatory,ROW,6-20,low_or_mid_filing,White+Male,7,0.466666666666667
retaliatory,ROW,6-20,low_or_mid_filing,White+Female,1,0.0666666666666667
retaliatory,ROW,6-20,low_or_mid_filing,Black+Male,3,0.2
retaliatory,ROW,6-20,low_or_mid_filing,Black+Female,4,0.266666666666667
retaliatory,SMALL_MULTI_2_4,1,high_filing,White+Male,43,0.151408450704225
retaliatory,SMALL_MULTI_2_4,1,high_filing,White+Female,53,0.186619718309859
retaliatory,SMALL_MULTI_2_4,1,high_filing,Black+Male,61,0.214788732394366
retaliatory,SMALL_MULTI_2_4,1,high_filing,Black+Female,127,0.447183098591549
retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,White+Male,24,0.173913043478261
retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,White+Female,21,0.152173913043478
retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,Black+Male,31,0.22463768115942
retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,Black+Female,62,0.449275362318841
retaliatory,SMALL_MULTI_2_4,2-5,high_filing,White+Male,141,0.115479115479116
retaliatory,SMALL_MULTI_2_4,2-5,high_filing,White+Female,264,0.216216216216216
retaliatory,SMALL_MULTI_2_4,2-5,high_filing,Black+Male,191,0.156429156429156
retaliatory,SMALL_MULTI_2_4,2-5,high_filing,Black+Female,625,0.511875511875512
retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,White+Male,206,0.1609375
retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,White+Female,338,0.2640625
retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,Black+Male,207,0.16171875
retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,Black+Female,529,0.41328125
retaliatory,SMALL_MULTI_2_4,21-50,low_or_mid_filing,Black+Female,1,1
retaliatory,SMALL_MULTI_2_4,51+,low_or_mid_filing,White+Male,1,1
retaliatory,SMALL_MULTI_2_4,6-20,high_filing,White+Male,1,0.25
retaliatory,SMALL_MULTI_2_4,6-20,high_filing,White+Female,1,0.25
retaliatory,SMALL_MULTI_2_4,6-20,high_filing,Black+Female,2,0.5
retaliatory,SMALL_MULTI_2_4,6-20,low_or_mid_filing,White+Male,3,0.136363636363636
retaliatory,SMALL_MULTI_2_4,6-20,low_or_mid_filing,White+Female,4,0.181818181818182
retaliatory,SMALL_MULTI_2_4,6-20,low_or_mid_filing,Black+Male,6,0.272727272727273
retaliatory,SMALL_MULTI_2_4,6-20,low_or_mid_filing,Black+Female,9,0.409090909090909
retaliatory,TWIN,1,high_filing,White+Male,64,0.180281690140845
retaliatory,TWIN,1,high_filing,White+Female,78,0.219718309859155
retaliatory,TWIN,1,high_filing,Black+Male,60,0.169014084507042
retaliatory,TWIN,1,high_filing,Black+Female,153,0.430985915492958
retaliatory,TWIN,1,low_or_mid_filing,White+Male,50,0.150602409638554
retaliatory,TWIN,1,low_or_mid_filing,White+Female,103,0.310240963855422
retaliatory,TWIN,1,low_or_mid_filing,Black+Male,42,0.126506024096386
retaliatory,TWIN,1,low_or_mid_filing,Black+Female,137,0.412650602409639
retaliatory,TWIN,2-5,high_filing,White+Male,37,0.0724070450097847
retaliatory,TWIN,2-5,high_filing,White+Female,48,0.0939334637964775
retaliatory,TWIN,2-5,high_filing,Black+Male,126,0.246575342465753
retaliatory,TWIN,2-5,high_filing,Black+Female,300,0.587084148727984
retaliatory,TWIN,2-5,low_or_mid_filing,White+Male,54,0.118161925601751
retaliatory,TWIN,2-5,low_or_mid_filing,White+Female,74,0.161925601750547
retaliatory,TWIN,2-5,low_or_mid_filing,Black+Male,105,0.229759299781182
retaliatory,TWIN,2-5,low_or_mid_filing,Black+Female,224,0.490153172866521
retaliatory,TWIN,6-20,high_filing,White+Male,1,0.125
retaliatory,TWIN,6-20,high_filing,Black+Male,3,0.375
retaliatory,TWIN,6-20,high_filing,Black+Female,4,0.5
retaliatory,TWIN,6-20,low_or_mid_filing,White+Male,4,0.25
retaliatory,TWIN,6-20,low_or_mid_filing,White+Female,3,0.1875
retaliatory,TWIN,6-20,low_or_mid_filing,Black+Male,3,0.1875
retaliatory,TWIN,6-20,low_or_mid_filing,Black+Female,6,0.375
