term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
num_units_bin::2-5:tc_black_c,0.021889252596352,0.00791221370022932,2.76651433159819,0.00574513782965357,pre,same,bg,targeting,0.00638131374390251,0.0373971914488015
num_units_bin::21-50:tc_black_c,0.0692126715580272,0.0341896128634095,2.02437716491666,0.0431328610164505,pre,same,bg,targeting,0.00220103034574462,0.13622431277031
num_units_bin::51+:tc_black_c,0.0787690039095741,0.0470087884892642,1.67562293011578,0.0940494448944566,pre,same,bg,targeting,-0.0133682215293838,0.170906229348532
num_units_bin::6-20:tc_black_c,0.0694844995932939,0.0232418061812725,2.98963424147656,0.00284493487996899,pre,same,bg,targeting,0.0239305594779998,0.115038439708588
num_units_bin::2-5:tc_female_c,-0.0101845345883776,0.00784684082201767,-1.29791527818438,0.194543712100501,pre,same,bg,targeting,-0.0255643425995322,0.00519527342277702
num_units_bin::21-50:tc_female_c,0.0249417397270765,0.0507787644286552,0.491184454913628,0.623377831994118,pre,same,bg,targeting,-0.0745846385530876,0.124468118007241
num_units_bin::51+:tc_female_c,-0.0107077157467052,0.0786829983870426,-0.136086778163102,0.891773477532901,pre,same,bg,targeting,-0.164926392585309,0.143510961091898
num_units_bin::6-20:tc_female_c,0.0492731730370239,0.02929752098736,1.68182055602186,0.0928407135620076,pre,same,bg,targeting,-0.00814996809820179,0.10669631417225
tc_black_c,-0.0329149661036641,0.0100782151997663,-3.2659519023197,0.00119007907690861,full,bw,tract,targeting,-0.052668267895206,-0.0131616643121222
tc_female_c,0.00389686566007337,0.00943122286134303,0.41318774005924,0.679702126308073,full,bw,tract,targeting,-0.014588331148159,0.0223820624683057
tc_black_female_c,-0.0140514777770439,0.0115122041573981,-1.22057232350366,0.223004842978941,full,bw,tract,targeting,-0.0366153979255441,0.00851244237145635
tc_cov_c,-0.0259833835473802,0.00861405995710434,-3.01639223278806,0.0027300995602396,full,bw,tract,targeting,-0.0428669410633047,-0.00909982603145569
tenant_comp_missing,-0.00119887759354799,0.0055012200846083,-0.217929400225651,0.827601097018882,full,bw,tract,targeting,-0.0119812689593803,0.00958351377228427
num_units_bin::2-5:tc_black_c,0.0401959697344362,0.014240235863281,2.82270392993161,0.00501249378788804,full,bw,tract,targeting,0.0122851074424055,0.068106832026467
num_units_bin::21-50:tc_black_c,0.121580022135083,0.054460427443276,2.23244707841701,0.0261674938858894,full,bw,tract,targeting,0.0148375843462623,0.228322459923904
num_units_bin::51+:tc_black_c,0.0782059213688881,0.0760874819414869,1.02784215449567,0.30467788320598,full,bw,tract,targeting,-0.0709255432364262,0.227337385974202
num_units_bin::6-20:tc_black_c,0.111265515360754,0.0383632712783972,2.900313546082,0.00394459250207693,full,bw,tract,targeting,0.0360735036550953,0.186457527066412
num_units_bin::2-5:tc_female_c,-0.0146820405464972,0.0130521312211068,-1.12487687242637,0.261351225264461,full,bw,tract,targeting,-0.0402642177398665,0.0109001366468722
num_units_bin::21-50:tc_female_c,0.0426487522540494,0.0797716234151998,0.534635631420823,0.593214511289214,full,bw,tract,targeting,-0.113703629639742,0.199001134147841
num_units_bin::51+:tc_female_c,-0.0116158493644837,0.154632638579065,-0.0751190012097248,0.940159559213468,full,bw,tract,targeting,-0.31469582097945,0.291464122250483
num_units_bin::6-20:tc_female_c,0.0505509722286796,0.0491197171160254,1.02913809762531,0.304069385187805,full,bw,tract,targeting,-0.0457236733187301,0.146825617776089
tc_black_c,-0.0349502722941859,0.0104347522607606,-3.34941083609765,0.000832739568385553,full,bw,bg,targeting,-0.0554023867252767,-0.0144981578630952
tc_female_c,0.00381910782380396,0.0093635411479085,0.407870031591309,0.683435389854508,full,bw,bg,targeting,-0.0145334328260967,0.0221716484737046
tc_black_female_c,-0.0116890286236252,0.011888246437363,-0.983242455917488,0.32566871467469,full,bw,bg,targeting,-0.0349899916408567,0.0116119343936064
tc_cov_c,-0.0272300961960998,0.00904119440546032,-3.01178085272168,0.00264670820597192,full,bw,bg,targeting,-0.044950837230802,-0.00950935516139755
tenant_comp_missing,0.000320534246483509,0.00523650830606101,0.0612114462059586,0.951200101516413,full,bw,bg,targeting,-0.00994302203339606,0.0105840905263631
num_units_bin::2-5:tc_black_c,0.0396906971433695,0.0126294516662144,3.14270945345536,0.00171125488579849,full,bw,bg,targeting,0.0149369718775893,0.0644444224091497
num_units_bin::21-50:tc_black_c,0.131368195245612,0.0550796288728371,2.3850595571169,0.0172171173916706,full,bw,bg,targeting,0.0234121226548516,0.239324267836373
num_units_bin::51+:tc_black_c,0.0557270347452727,0.0744077357967509,0.748941412456016,0.454026256300422,full,bw,bg,targeting,-0.0901121274163591,0.201566196906904
num_units_bin::6-20:tc_black_c,0.131547060142113,0.0421993632594788,3.11727594876838,0.00186481193515656,full,bw,bg,targeting,0.0488363081535349,0.214257812130692
num_units_bin::2-5:tc_female_c,-0.0131042266461729,0.0128319886623935,-1.02121557234361,0.307339864068503,full,bw,bg,targeting,-0.0382549244244641,0.0120464711321183
num_units_bin::21-50:tc_female_c,0.0484697918206375,0.0786972305801087,0.61590212849102,0.538065542513293,full,bw,bg,targeting,-0.105776780116375,0.202716363757651
num_units_bin::51+:tc_female_c,-0.0605781862735236,0.139727006080299,-0.433546727815167,0.664688628442176,full,bw,bg,targeting,-0.33444311819091,0.213286745643863
num_units_bin::6-20:tc_female_c,0.0521607756969942,0.0495136676244766,1.05346216912457,0.29232245624254,full,bw,bg,targeting,-0.04488601284698,0.149207564240968
tc_black_c,-0.0329149661036641,0.0100782151997663,-3.2659519023197,0.00119007907690861,pre,bw,tract,targeting,-0.052668267895206,-0.0131616643121222
tc_female_c,0.00389686566007337,0.00943122286134303,0.41318774005924,0.679702126308073,pre,bw,tract,targeting,-0.014588331148159,0.0223820624683057
tc_black_female_c,-0.0140514777770439,0.0115122041573981,-1.22057232350366,0.223004842978941,pre,bw,tract,targeting,-0.0366153979255441,0.00851244237145635
tc_cov_c,-0.0259833835473802,0.00861405995710434,-3.01639223278806,0.0027300995602396,pre,bw,tract,targeting,-0.0428669410633047,-0.00909982603145569
tenant_comp_missing,-0.00119887759354799,0.0055012200846083,-0.217929400225651,0.827601097018882,pre,bw,tract,targeting,-0.0119812689593803,0.00958351377228427
num_units_bin::2-5:tc_black_c,0.0401959697344362,0.014240235863281,2.82270392993161,0.00501249378788804,pre,bw,tract,targeting,0.0122851074424055,0.068106832026467
num_units_bin::21-50:tc_black_c,0.121580022135083,0.054460427443276,2.23244707841701,0.0261674938858894,pre,bw,tract,targeting,0.0148375843462623,0.228322459923904
num_units_bin::51+:tc_black_c,0.0782059213688881,0.0760874819414869,1.02784215449567,0.30467788320598,pre,bw,tract,targeting,-0.0709255432364262,0.227337385974202
num_units_bin::6-20:tc_black_c,0.111265515360754,0.0383632712783972,2.900313546082,0.00394459250207693,pre,bw,tract,targeting,0.0360735036550953,0.186457527066412
num_units_bin::2-5:tc_female_c,-0.0146820405464972,0.0130521312211068,-1.12487687242637,0.261351225264461,pre,bw,tract,targeting,-0.0402642177398665,0.0109001366468722
num_units_bin::21-50:tc_female_c,0.0426487522540494,0.0797716234151998,0.534635631420823,0.593214511289214,pre,bw,tract,targeting,-0.113703629639742,0.199001134147841
num_units_bin::51+:tc_female_c,-0.0116158493644837,0.154632638579065,-0.0751190012097248,0.940159559213468,pre,bw,tract,targeting,-0.31469582097945,0.291464122250483
num_units_bin::6-20:tc_female_c,0.0505509722286796,0.0491197171160254,1.02913809762531,0.304069385187805,pre,bw,tract,targeting,-0.0457236733187301,0.146825617776089
tc_black_c,-0.0349502722941859,0.0104347522607606,-3.34941083609765,0.000832739568385553,pre,bw,bg,targeting,-0.0554023867252767,-0.0144981578630952
tc_female_c,0.00381910782380396,0.0093635411479085,0.407870031591309,0.683435389854508,pre,bw,bg,targeting,-0.0145334328260967,0.0221716484737046
tc_black_female_c,-0.0116890286236252,0.011888246437363,-0.983242455917488,0.32566871467469,pre,bw,bg,targeting,-0.0349899916408567,0.0116119343936064
tc_cov_c,-0.0272300961960998,0.00904119440546032,-3.01178085272168,0.00264670820597192,pre,bw,bg,targeting,-0.044950837230802,-0.00950935516139755
tenant_comp_missing,0.000320534246483509,0.00523650830606101,0.0612114462059586,0.951200101516413,pre,bw,bg,targeting,-0.00994302203339606,0.0105840905263631
num_units_bin::2-5:tc_black_c,0.0396906971433695,0.0126294516662144,3.14270945345536,0.00171125488579849,pre,bw,bg,targeting,0.0149369718775893,0.0644444224091497
num_units_bin::21-50:tc_black_c,0.131368195245612,0.0550796288728371,2.3850595571169,0.0172171173916706,pre,bw,bg,targeting,0.0234121226548516,0.239324267836373
num_units_bin::51+:tc_black_c,0.0557270347452727,0.0744077357967509,0.748941412456016,0.454026256300422,pre,bw,bg,targeting,-0.0901121274163591,0.201566196906904
num_units_bin::6-20:tc_black_c,0.131547060142113,0.0421993632594788,3.11727594876838,0.00186481193515656,pre,bw,bg,targeting,0.0488363081535349,0.214257812130692
num_units_bin::2-5:tc_female_c,-0.0131042266461729,0.0128319886623935,-1.02121557234361,0.307339864068503,pre,bw,bg,targeting,-0.0382549244244641,0.0120464711321183
num_units_bin::21-50:tc_female_c,0.0484697918206375,0.0786972305801087,0.61590212849102,0.538065542513293,pre,bw,bg,targeting,-0.105776780116375,0.202716363757651
num_units_bin::51+:tc_female_c,-0.0605781862735236,0.139727006080299,-0.433546727815167,0.664688628442176,pre,bw,bg,targeting,-0.33444311819091,0.213286745643863
num_units_bin::6-20:tc_female_c,0.0521607756969942,0.0495136676244766,1.05346216912457,0.29232245624254,pre,bw,bg,targeting,-0.04488601284698,0.149207564240968
