term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
building_type::SMALL_MULTI_2_4:tc_black_c,0.035638702846692,0.0211262436822499,1.68693987358649,0.0924443121315079,full,bw,tract,bldg_year_targeting,-0.00576873477051788,0.0770461404639019
building_type::TWIN:tc_black_c,0.0073359924814032,0.0214418786263664,0.342133849800939,0.73244131954105,full,bw,tract,bldg_year_targeting,-0.0346900896262749,0.0493620745890813
building_type::COMMERCIAL:tc_female_c,-0.246627435969256,0.110931904407554,-2.22323268753386,0.026793955667323,full,bw,tract,bldg_year_targeting,-0.464053968608062,-0.0292009033304494
building_type::DETACHED:tc_female_c,-0.0492795403809226,0.0747366452424874,-0.659375868705804,0.510058069255713,full,bw,tract,bldg_year_targeting,-0.195763365056198,0.0972042842943526
building_type::HIGHRISE_MULTI:tc_female_c,0.124132991359641,0.162636319610868,0.763255044486051,0.445789922068647,full,bw,tract,bldg_year_targeting,-0.194634195077661,0.442900177796943
building_type::LOWRISE_MULTI:tc_female_c,-0.022042210338723,0.0376120600585677,-0.586041027914981,0.558199559127619,full,bw,tract,bldg_year_targeting,-0.0957618480535156,0.0516774273760696
building_type::MIDRISE_MULTI:tc_female_c,0.0494122625898275,0.100022729678397,0.494010338936985,0.621587342506401,full,bw,tract,bldg_year_targeting,-0.146632287579831,0.245456812759486
building_type::OTHER:tc_female_c,-0.0804684316392083,0.167013973980592,-0.481806580140169,0.630223665383305,full,bw,tract,bldg_year_targeting,-0.407815820641169,0.246878957362753
building_type::SMALL_MULTI_2_4:tc_female_c,-0.0330879557940206,0.0196712912114935,-1.68204290395986,0.0933907726743706,full,bw,tract,bldg_year_targeting,-0.0716436865685478,0.00546777498050664
building_type::TWIN:tc_female_c,-0.0463413817979357,0.0259451382373284,-1.78612969312541,0.074883956179263,full,bw,tract,bldg_year_targeting,-0.0971938527430993,0.00451108914722796
tc_black_c,-0.0258148745618923,0.0126434195506941,-2.04176365882561,0.0413747922952794,full,bw,bg,bldg_year_targeting,-0.0505959768812527,-0.00103377224253198
tc_female_c,0.00747844742578111,0.0129000895686175,0.579720581473652,0.562202669637222,full,bw,bg,bldg_year_targeting,-0.0178057281287091,0.0327626229802713
tc_black_female_c,0.00804313783012262,0.0150708609342739,0.533688013259486,0.593647874123506,full,bw,bg,bldg_year_targeting,-0.0214957496010541,0.0375820252612994
tc_cov_c,-0.0151050149518515,0.0111164941613165,-1.3587930450604,0.174445904203228,full,bw,bg,bldg_year_targeting,-0.0368933435080319,0.00668331360432896
tenant_comp_missing,0.00433417276288334,0.00506790956319063,0.855219042258254,0.392586159540826,full,bw,bg,bldg_year_targeting,-0.0055989299809703,0.014267275506737
building_type::COMMERCIAL:tc_black_c,0.364347606402729,0.113842570486146,3.20045133245711,0.00140502061418698,full,bw,bg,bldg_year_targeting,0.141216168249882,0.587479044555575
building_type::DETACHED:tc_black_c,0.0161777539267716,0.0636786843715602,0.254052892053731,0.799494535008514,full,bw,bg,bldg_year_targeting,-0.108632467441486,0.14098797529503
building_type::HIGHRISE_MULTI:tc_black_c,0.17640256128087,0.0687730644301525,2.5649949255937,0.0104282075632926,full,bw,bg,bldg_year_targeting,0.041607354997771,0.311197767563969
building_type::LOWRISE_MULTI:tc_black_c,0.133955029912874,0.031166089544854,4.29810193929164,1.85005252999e-05,full,bw,bg,bldg_year_targeting,0.0728694944049601,0.195040565420788
building_type::MIDRISE_MULTI:tc_black_c,0.0675819832290509,0.062075585215641,1.08870472979484,0.276484206299221,full,bw,bg,bldg_year_targeting,-0.0540861637936055,0.189250130251707
building_type::OTHER:tc_black_c,0.16844113296597,0.140997496836578,1.19463917264574,0.232444119786249,full,bw,bg,bldg_year_targeting,-0.107913960833723,0.444796226765663
building_type::SMALL_MULTI_2_4:tc_black_c,0.0354816117906496,0.0199091361597166,1.78217736349816,0.0749516969195972,full,bw,bg,bldg_year_targeting,-0.00354029508239488,0.0745035186636941
building_type::TWIN:tc_black_c,0.01008459818081,0.0255104416162325,0.395312567791577,0.692676538155304,full,bw,bg,bldg_year_targeting,-0.0399158673870057,0.0600850637486256
building_type::COMMERCIAL:tc_female_c,-0.234843319184826,0.111896040704156,-2.09876343887566,0.0360286446179612,full,bw,bg,bldg_year_targeting,-0.454159558964973,-0.0155270794046793
building_type::DETACHED:tc_female_c,-0.0439481958225924,0.0764029091811437,-0.57521626196714,0.565243751610765,full,bw,bg,bldg_year_targeting,-0.193697897817634,0.105801506172449
building_type::HIGHRISE_MULTI:tc_female_c,0.0982380076494859,0.161737317833477,0.607392338177825,0.543695758051061,full,bw,bg,bldg_year_targeting,-0.21876713530413,0.415243150603102
building_type::LOWRISE_MULTI:tc_female_c,-0.0230758542694064,0.0379854556638176,-0.607491837761128,0.543629764058553,full,bw,bg,bldg_year_targeting,-0.0975273473704889,0.0513756388316761
building_type::MIDRISE_MULTI:tc_female_c,0.0327588922837126,0.0984504136274412,0.332745095492231,0.739379905338815,full,bw,bg,bldg_year_targeting,-0.160203918426072,0.225721702993497
building_type::OTHER:tc_female_c,-0.100199464964962,0.169172647416091,-0.592291168196446,0.553757763640883,full,bw,bg,bldg_year_targeting,-0.4317778539005,0.231378923970576
building_type::SMALL_MULTI_2_4:tc_female_c,-0.038518282849528,0.0206841571463971,-1.86221186470909,0.0627968144532364,full,bw,bg,bldg_year_targeting,-0.0790592308564664,0.0020226651574104
