spec,outcome,term,estimate,std_error,t_value,p_value,conf_low,conf_high,n_obs
filed_eviction_on_any_window_lpm,filed_eviction,any_window_status::near_q_any_not_same,0.01426151727023,0.000334350840933061,42.654348439594,0,0.0136061896220012,0.0149168449184588,6981480
filed_eviction_on_any_window_lpm,filed_eviction,any_window_status::same_q_any,0.0429658313925301,0.000580042742270919,74.0735608971074,0,0.0418289476176791,0.0441027151673811,6981480
