n_spells_reg,n_pid_reg,n_spells_total,n_pid_total,n_pid_multi_spell,mean_spell_years,median_spell_years,mean_unit_years,pct_high_filing,pct_has_rent
267002,189554,267296,189848,57703,6.3,8,12.2,0.0725,0.3405
