market_id,market_group,hhi_units_start,total_units_start,hhi_units_end,total_units_end,total_units_plot,log_hhi_units_start,log_hhi_units_end
42101017300,All tracts,237.938138777049,721,343.413450796387,885,885,5.47201071878129,5.8389351171674
42101017400,All tracts,631.604407417369,610,633.216877183561,610,610,6.44826326053537,6.45081298144755
42101017500,All tracts,68.322467876039,1008,68.8932980599644,1008,1008,4.22423867113528,4.232558902751
42101017601,All tracts,70.9077581883415,805,122.700706371688,835,835,4.26137985192884,4.80974810860077
42101017602,All tracts,138.941743464735,613,138.88851927647,613,613,4.93405473351431,4.93367159174717
42101017701,All tracts,20.4507295025607,887,30.2121715522595,887,887,3.01801855434942,3.4082448747172
42101017702,All tracts,112.753828895857,1045,113.848260590875,1048,1048,4.72520693697122,4.73486651431553
42101017800,All tracts,26.3055213645478,1649,27.584940312213,1650,1650,3.26977885496537,3.31726998294511
42101017900,All tracts,26.0790590746104,1428,27.1544635490936,1482,1482,3.26113265798009,3.30154143614874
42101018001,All tracts,99.309105624051,519,97.3424036281177,525,525,4.59823726497451,4.57823469721856
42101018002,All tracts,19.7535017571296,938,20.1046153640292,947,947,2.98333077978907,3.00094940880733
42101018300,All tracts,575.948788294467,405,576.558451455571,405,405,6.35601874753224,6.35707672477862
42101018400,All tracts,312.72068809416,235,313.807152557718,235,235,5.74531042183454,5.74877863340347
42101018800,All tracts,21.9257629641002,1837,24.6281796104724,1838,1838,3.08766233647149,3.20389129996018
42101019000,All tracts,141.746435914543,1084,131.772443185686,1084,1084,4.95403979883175,4.88107651967454
42101019100,All tracts,98.3315200690976,694,94.1790065526661,694,694,4.58834462752641,4.54519729637016
42101019200,All tracts,95.5419089888789,1584,110.997921130493,1584,1584,4.55956498880552,4.70951147258284
42101019501,All tracts,208.873073173378,837,208.75934860248,838,838,5.34172676208966,5.34118214645266
42101019502,All tracts,48.6923391906569,474,47.80216845591,474,474,3.88552171156796,3.86707100365484
42101019700,All tracts,26.765432098765,900,26.3950617283947,900,900,3.28711120788708,3.27317693691254
42101019800,All tracts,24.5054091207936,858,24.5054091207936,858,858,3.19889387362282,3.19889387362282
42101019900,All tracts,50.6208911614312,740,51.6435354273188,740,740,3.92436435988954,3.94436502659621
42101020000,All tracts,158.033412133761,421,162.772721887148,421,421,5.06280647987153,5.09235488355362
42101020101,All tracts,175.205291914939,1278,202.152541221455,1284,1284,5.16595838304008,5.30902256697712
42101020102,All tracts,28.9256977029038,798,37.0452242519371,821,821,3.36473039389181,3.6121394433511
42101020200,All tracts,73.9650810968924,1341,84.9719335761301,1384,1384,4.30359310476613,4.44232100874253
42101020300,All tracts,111.176147531506,744,114.464099895941,744,744,4.71111585819199,4.74026123580426
42101020400,All tracts,37.0452876578964,603,49.4033827026916,626,626,3.61214115493218,3.90001889761251
42101020500,All tracts,684.924226991311,889,665.864134404675,925,925,6.52930821461272,6.50108564733369
42101020600,All tracts,3932.86771042804,472,3932.86771042804,472,472,8.2771241360736,8.2771241360736
42101020700,All tracts,157.327286470143,1575,158.048259449385,1626,1626,5.05832826272638,5.06290042594287
42101020800,All tracts,2137.61321522072,1071,2137.61321522072,1071,1071,7.66744516559339,7.66744516559339
42101020900,All tracts,144.131827168853,1177,136.059668222393,1268,1268,4.97072834724253,4.9130935264485
42101021000,All tracts,69.8249085769242,1471,72.9562130177514,1625,1625,4.24599080251315,4.28985943950876
42101021100,All tracts,104.302300347222,384,103.889892655968,388,388,4.64729341686632,4.64333161383489
42101021200,All tracts,228.400032678594,507,302.776109633612,561,561,5.431098620858,5.71299362027898
42101021300,All tracts,61.4915387642662,924,65.0524458386433,1010,1010,4.11889958427849,4.17519380361591
42101021400,All tracts,34.5759992754888,1362,114.111199658086,1583,1583,3.54315977881037,4.73717340856358
42101021500,All tracts,67.880407933487,1022,74.5558994175743,1121,1121,4.21774744997506,4.31154917178305
42101021600,All tracts,765.729223003425,516,916.89487985508,685,685,6.64082861247299,6.82099283084906
42101021700,All tracts,378.421397584345,716,348.736987629383,801,801,5.93600838310631,5.85431802098252
42101021800,All tracts,2528.73365181298,1130,2484.6568174823,1140,1140,7.83547392353292,7.81788982737704
42101021900,All tracts,797.021331945891,248,728.994082840235,260,260,6.68088144373428,6.59166561515848
42101022000,All tracts,1127.54766600921,78,1127.54766600921,78,78,7.02780034632289,7.02780034632289
42101023100,All tracts,1049.59630911188,204,992.980368828078,205,205,6.95616090171249,6.90071089429092
42101023500,All tracts,279.947916666667,192,279.947916666667,192,192,5.63460357396213,5.63460357396213
42101023600,All tracts,382.304882737409,408,390.749936874001,436,436,5.94621841262554,5.96806780775071
42101023700,All tracts,339.24203808093,1167,317.559704305922,1235,1235,5.8267138292603,5.76066584571251
42101023800,All tracts,185.722784057109,1230,185.392770785542,1270,1270,5.22425515365485,5.22247665984478
42101023900,All tracts,2778.96,1000,2778.96,1000,1000,7.92983203597213,7.92983203597213
42101024000,All tracts,449.154968266131,1315,442.622976681719,1379,1379,6.10736796909936,6.09271833924222
42101024100,All tracts,917.408326997277,563,917.345229344194,563,563,6.82155265885752,6.82148387833614
42101024200,All tracts,86.492077418162,1019,91.1725305553657,1019,1019,4.46005281920168,4.51275365165963
42101024300,All tracts,301.663900777361,856,303.301598392873,856,856,5.70931348629595,5.71472768468682
42101024400,All tracts,34.8704364919564,579,37.2567794512007,579,579,3.55163937830226,3.61783392695577
42101024500,All tracts,44.7719095663048,869,71.9173643112883,946,946,3.80158092415329,4.27551774198471
42101024600,All tracts,246.796891409365,690,251.123713505563,690,690,5.50856569636587,5.52594570019739
42101024700,All tracts,119.564823567775,1102,124.346565912737,1112,1112,4.78385868092925,4.8230725535652
42101024800,All tracts,68.2180253536855,271,96.8262506724042,286,286,4.22270883130165,4.5729181421509
42101024900,All tracts,29.4317061143987,624,30.7158119658122,624,624,3.38207253251202,3.42477756974791
42101025200,All tracts,69.3308934853886,1515,71.0403571719944,1518,1518,4.23889060029943,4.26324812643021
42101025300,All tracts,98.9589530041641,820,99.6448461755534,827,827,4.59470514803801,4.60161232605943
42101025400,All tracts,339.993245771762,662,344.283093436533,662,662,5.82892575203572,5.84146426497541
42101025500,All tracts,495.352194097765,531,493.951043021087,532,532,6.20526901279808,6.2024364090807
42101025600,All tracts,605.536332179931,340,605.536332179931,340,340,6.40611456479322,6.40611456479322
42101025700,All tracts,910.001919806549,857,905.498312058449,859,859,6.8134467091862,6.80848541322283
42101025800,All tracts,1346.21952052455,121,1346.21952052455,121,121,7.20505558793542,7.20505558793542
42101025900,All tracts,71.6941552681317,609,71.8559322262395,609,609,4.27240922779941,4.27466317315633
42101026000,All tracts,67.1844181459567,312,66.1571334648258,312,312,4.20744134781442,4.19203272246157
