term,estimate,std_error,t_stat,p_value
is_corp_plaintiffTRUE,0.0682023023518216,0.0463118421586966,1.47267522026252,0.140934608009884
is_corp_ownerTRUE,0.068630149603363,0.0457431205584687,1.50033816594651,0.133623104038181
plaintiff_is_ownerTRUE,0.0163175620478078,0.0489019782273378,0.333678976583524,0.738643151784177
high_filer_bldgTRUE,0.0794077701480324,0.0407333925142575,1.949451426621,0.0513266783888491
log_ongoing_rent,-0.0142162989706398,0.0256685611211903,-0.553840899126355,0.579725499664851
pct_black,-0.0172788961722404,0.0488974564412513,-0.35337004068914,0.723833759240488
