year,market_group,n_markets,total_units,weighted_mean_hhi,weighted_mean_hhi_parcels,weighted_mean_top1,weighted_mean_top3,weighted_mean_corp_share,weighted_mean_log_rent,median_n_owners
2011,All ZIPs,55,346809,84.1221946577595,48.6488046683076,4.91538570221649,9.12144725194559,37.9776764732172,6.87972647008819,2434
2012,All ZIPs,55,349263,83.0216035633598,48.3550345716664,4.87626802724594,9.09114335042647,38.22592144029,6.9060218568107,2429
2013,All ZIPs,55,353399,87.997019195241,51.1374926554519,4.87833864838327,9.10161036109327,38.7219545046817,6.94377084985847,2431
2014,All ZIPs,55,356537,87.2299002609368,50.9046503553358,4.8362442046688,9.10172015807616,39.376558393659,6.96579843157209,2434
2015,All ZIPs,56,360902,86.7176157105182,50.3863517800818,4.77969088561438,9.09886894503217,39.8770303295632,7.00673564380502,2134.5
2016,All ZIPs,56,364042,86.5234838677678,50.1774682162112,4.7969739755303,9.06681097236033,40.4837903318848,7.04922682967462,2185.5
2017,All ZIPs,56,367468,85.4890926053521,50.5516975471712,4.79688027256795,9.05031186389019,41.1750138787595,7.08461813338174,2224.5
2018,All ZIPs,57,371495,85.7909620528724,51.3838326921796,4.7860671072289,9.08706712068803,41.8471311861533,7.09494379938824,2035
2019,All ZIPs,57,373892,85.1660484612202,51.3635561761429,4.76073304590631,9.03282231232548,42.3156954414644,7.15774624528296,2044
