market_id,market_group,market_cluster,year,n_owners,total_units_market,total_parcels_market,hhi_units,hhi_parcels,share_top1,share_top3,share_corp_units,n_buildings,mean_log_rent,mean_log_income,share_with_rent,share_with_income,market_filing_rate,log_hhi_units,log_total_units_market
08021__high,High-filing (>5%),08021,2012,1,1,1,10000,10000,100,100,0,1,7.27552966849152,,1,0,1,9.21034037197618,0
08021__high,High-filing (>5%),08021,2013,1,1,1,10000,10000,100,100,0,1,,3.05283255015904,0,1,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2014,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2015,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2016,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2017,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2018,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
08021__high,High-filing (>5%),08021,2019,1,1,1,10000,10000,100,100,0,1,,,0,0,0,9.21034037197618,0
11911__low,Lower-filing (<=5%),11911,2011,1,107,1,10000,10000,100,100,0,1,6.73881643098819,3.04700221523592,1,1,0.00934579439252336,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2012,1,107,1,10000,10000,100,100,0,1,,3.11541240046864,0,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2013,1,107,1,10000,10000,100,100,0,1,,3.24332297470679,0,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2014,1,107,1,10000,10000,100,100,0,1,,3.0385825600376,0,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2015,1,107,1,10000,10000,100,100,0,1,7.19279394260857,2.92281553413729,1,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2016,1,107,1,10000,10000,100,100,0,1,7.18916773842032,3.3246546759315,1,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2017,1,107,1,10000,10000,100,100,0,1,7.19279394260857,3.22914785034901,1,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2018,1,107,1,10000,10000,100,100,0,1,,3.31734978430913,0,1,0,9.21034037197618,4.67282883446191
11911__low,Lower-filing (<=5%),11911,2019,1,107,1,10000,10000,100,100,0,1,7.20785987143248,3.33966469239174,1,1,0,9.21034037197618,4.67282883446191
19027__low,Lower-filing (<=5%),19027,2018,1,6,2,10000,10000,100,100,0,2,7.82108465197,,0.5,0,0,9.21034037197618,1.79175946922806
19027__low,Lower-filing (<=5%),19027,2019,1,6,2,10000,10000,100,100,0,2,8.0127259268054,4.54075059111185,1,0.5,0,9.21034037197618,1.79175946922806
19050__high,High-filing (>5%),19050,2011,1,1,1,10000,10000,100,100,0,1,,4.55475046348823,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2012,1,1,1,10000,10000,100,100,0,1,,4.53425269855321,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2013,1,1,1,10000,10000,100,100,0,1,,4.63461893126263,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2014,1,1,1,10000,10000,100,100,0,1,,3.84691615040666,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2015,1,1,1,10000,10000,100,100,0,1,,3.61262381343173,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2016,1,1,1,10000,10000,100,100,0,1,,3.77882267427137,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2017,1,1,1,10000,10000,100,100,0,1,,3.69895288958317,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2018,1,1,1,10000,10000,100,100,0,1,,3.96807175696816,0,1,0,9.21034037197618,0
19050__high,High-filing (>5%),19050,2019,1,1,1,10000,10000,100,100,0,1,7.49554194388426,3.97796522841514,1,1,0,9.21034037197618,0
19102__high,High-filing (>5%),19102,2011,29,435,31,1342.58158277183,364.20395421436,29.6551724137931,51.9540229885058,78.8505747126437,31,7.48173232455983,3.74174964768229,0.387096774193548,0.774193548387097,0.0390804597701149,7.20234959382665,6.07534603108868
19102__high,High-filing (>5%),19102,2012,29,435,31,1342.58158277183,364.20395421436,29.6551724137931,51.9540229885058,78.8505747126437,31,7.35360674898108,3.72445891813116,0.483870967741936,0.741935483870968,0.0505747126436782,7.20234959382665,6.07534603108868
19102__high,High-filing (>5%),19102,2013,29,435,31,1342.58158277183,364.20395421436,29.6551724137931,51.9540229885058,78.8505747126437,31,7.70284474176111,3.85848106049857,0.483870967741936,0.709677419354839,0.0574712643678161,7.20234959382665,6.07534603108868
19102__high,High-filing (>5%),19102,2014,28,435,31,1345.75241115075,385.015608740895,29.6551724137931,51.9540229885058,80.2298850574713,31,7.6064804723837,4.39705897907722,0.67741935483871,0.774193548387097,0.0620689655172414,7.20470854911752,6.07534603108868
19102__high,High-filing (>5%),19102,2015,28,435,31,1345.75241115075,385.015608740895,29.6551724137931,51.9540229885058,80.2298850574713,31,7.48840069997766,4.33455141566139,0.612903225806452,0.741935483870968,0.0528735632183908,7.20470854911752,6.07534603108868
19102__high,High-filing (>5%),19102,2016,28,435,31,1345.75241115075,385.015608740895,29.6551724137931,51.9540229885058,80.2298850574713,31,7.65677650778549,4.49195829117984,0.612903225806452,0.67741935483871,0.0344827586206897,7.20470854911752,6.07534603108868
19102__high,High-filing (>5%),19102,2017,30,585,33,1093.92943239097,358.126721763085,22.0512820512821,47.6923076923077,85.2991452991453,33,7.64734675150935,4.45351863121214,0.666666666666667,0.727272727272727,0.0307692307692308,6.99753147668843,6.37161184723186
19102__high,High-filing (>5%),19102,2018,30,585,33,1093.92943239097,358.126721763085,22.0512820512821,47.6923076923077,85.2991452991453,33,7.74784520189706,4.60045536783181,0.606060606060606,0.787878787878788,0.0376068376068376,6.99753147668843,6.37161184723186
19102__high,High-filing (>5%),19102,2019,30,585,33,1093.92943239097,358.126721763085,22.0512820512821,47.6923076923077,85.2991452991453,33,7.57423420321777,4.58388809071999,0.666666666666667,0.787878787878788,0.041025641025641,6.99753147668843,6.37161184723186
19102__low,Lower-filing (<=5%),19102,2011,348,3974,422,266.60459569993,54.131758046764,10.2415702063412,22.546552591847,59.2350276799195,422,7.81581262319031,4.29228581006351,0.0545023696682465,0.31042654028436,0.00805234021137393,5.58576664578032,8.28752842311176
19102__low,Lower-filing (<=5%),19102,2012,349,3984,423,265.330901920936,53.9320065500838,10.2158634538153,22.4899598393574,59.0863453815261,423,7.750964072726,4.32374766990196,0.0756501182033097,0.307328605200946,0.00577309236947791,5.58097773351973,8.29004161870449
19102__low,Lower-filing (<=5%),19102,2013,349,3984,423,265.330901920936,53.9320065500838,10.2158634538153,22.4899598393574,59.136546184739,423,7.79005209211085,4.40534673204923,0.106382978723404,0.328605200945626,0.00552208835341366,5.58097773351973,8.29004161870449
19102__low,Lower-filing (<=5%),19102,2014,348,3984,423,265.375004032193,54.0437827294622,10.2158634538153,22.4899598393574,59.4126506024097,423,7.7115903307417,4.46775314348426,0.156028368794326,0.335697399527187,0.00451807228915663,5.58114393521774,8.29004161870449
19102__low,Lower-filing (<=5%),19102,2015,346,3984,423,265.398945178303,54.267335088219,10.2158634538153,22.4899598393574,59.4628514056225,423,7.77752959365791,4.41919725471111,0.15839243498818,0.321513002364066,0.00251004016064257,5.58123414743016,8.29004161870449
19102__low,Lower-filing (<=5%),19102,2016,347,4226,424,265.550132604845,54.0672837308647,9.63085660198769,22.4325603407478,61.5002366303833,424,7.79799380511823,4.64292151491865,0.183962264150943,0.330188679245283,0.00402271651680076,5.58180364622752,8.349011198176
19102__low,Lower-filing (<=5%),19102,2017,347,4213,424,266.876529526204,54.0672837308647,9.66057441253264,22.5017802041301,61.6662710657489,424,7.81663985688482,4.54685028077093,0.186320754716981,0.318396226415094,0.00332304770947069,5.58678611521219,8.34593026197902
19102__low,Lower-filing (<=5%),19102,2018,347,4125,424,259.249366391186,54.0672837308647,9.86666666666667,21.7212121212121,60.8484848484849,424,7.7795989754528,4.69810258517617,0.181603773584906,0.351415094339623,0.00266666666666667,5.55779040309965,8.32482129876878
19102__low,Lower-filing (<=5%),19102,2019,347,4125,424,259.249366391186,54.0672837308647,9.86666666666667,21.7212121212121,61.9151515151515,424,7.90685158675051,4.69368430419669,0.106132075471698,0.35377358490566,0.00533333333333333,5.55779040309965,8.32482129876878
19103__high,High-filing (>5%),19103,2011,101,1113,116,1065.98566803012,124.851367419739,24.7079964061096,49.4159928122192,61.2758310871519,116,7.40562304806781,3.57165212736016,0.258620689655172,0.879310344827586,0.0691823899371069,6.97165516001076,7.01481435127555
19103__high,High-filing (>5%),19103,2012,101,1113,116,1065.98566803012,124.851367419739,24.7079964061096,49.4159928122192,61.2758310871519,116,7.3838938675526,3.57519440179611,0.275862068965517,0.870689655172414,0.0700808625336927,6.97165516001076,7.01481435127555
19103__high,High-filing (>5%),19103,2013,101,1222,116,975.541156270341,124.851367419739,22.5040916530278,47.2176759410802,64.7299509001637,116,7.39294002153376,3.71682248964538,0.431034482758621,0.913793103448276,0.0842880523731588,6.88299234909666,7.10824413973154
19103__high,High-filing (>5%),19103,2014,102,1771,118,958.74591615146,123.527721918989,18.1253529079616,46.5273856578204,75.776397515528,118,7.58722881443452,4.11624669144336,0.5,0.872881355932204,0.0671936758893281,6.8656260931172,7.47929963778283
19103__high,High-filing (>5%),19103,2015,102,1771,118,958.74591615146,123.527721918989,18.1253529079616,46.5273856578204,75.776397515528,118,7.54179861538908,4.00019368731345,0.542372881355932,0.88135593220339,0.0654997176736307,6.8656260931172,7.47929963778283
19103__high,High-filing (>5%),19103,2016,102,1931,119,847.790995453986,126.403502577502,14.3448990160539,40.3935784567582,77.9906784049715,119,7.65556163715484,4.03316887552877,0.613445378151261,0.848739495798319,0.0538581046090109,6.74263413778875,7.56579328242852
19103__high,High-filing (>5%),19103,2017,102,1931,119,847.790995453986,126.403502577502,14.3448990160539,40.3935784567582,77.9906784049715,119,7.71980975518687,3.92534214032067,0.453781512605042,0.848739495798319,0.0466079751424133,6.74263413778875,7.56579328242852
19103__high,High-filing (>5%),19103,2018,102,1931,119,847.790995453986,126.403502577502,14.3448990160539,40.3935784567582,77.9906784049715,119,7.70996662158923,4.24861255747504,0.630252100840336,0.882352941176471,0.0403935784567582,6.74263413778875,7.56579328242852
19103__high,High-filing (>5%),19103,2019,102,1931,119,847.790995453986,126.403502577502,14.3448990160539,40.3935784567582,78.612118073537,119,7.7892289291866,4.18671647965036,0.436974789915966,0.907563025210084,0.0336613153806318,6.74263413778875,7.56579328242852
19103__low,Lower-filing (<=5%),19103,2011,1441,12834,1714,72.3617716294296,21.8599249233093,3.7400654511454,8.51644070437899,44.6626149290946,1714,7.71254215795856,4.02529911952209,0.0624270711785298,0.563593932322054,0.00241545893719807,4.28167814377394,9.45985317831046
19103__low,Lower-filing (<=5%),19103,2012,1440,12862,1715,72.1417196641751,21.9126384414668,3.73192349556834,8.49790079303374,45.6149898927072,1715,7.56041251779731,4.06311252138017,0.0688046647230321,0.555102040816327,0.00155496812315348,4.27863251306451,9.46203250669481
19103__low,Lower-filing (<=5%),19103,2013,1438,13287,1717,74.0766192321889,21.9633803457092,3.61255362384285,8.3540302551366,47.4523970798525,1717,7.62470000257713,4.14347859250495,0.115317414094351,0.567268491555038,0.00210732294724167,4.30509995258202,9.49454139259131
19103__low,Lower-filing (<=5%),19103,2014,1435,13208,1717,73.635121382669,21.6106094490368,3.62658994548758,8.26771653543307,47.4258025439128,1717,7.63467060863208,4.36200664432995,0.200931857891672,0.568433313919627,0.00295275590551181,4.29912210461391,9.48857798559996
19103__low,Lower-filing (<=5%),19103,2015,1436,13320,1719,73.0957308660013,21.6009619077884,3.5960960960961,8.1981981981982,47.8303303303303,1719,7.61921303730263,4.34888601396226,0.270506108202443,0.559045956951716,0.0027027027027027,4.29176996376442,9.49702194409438
19103__low,Lower-filing (<=5%),19103,2016,1440,13271,1722,73.1575681074306,21.5291351519776,3.60937382262075,8.22846808831286,47.4342551427926,1722,7.65244773027893,4.39332714959159,0.303716608594657,0.534843205574913,0.00361690904980785,4.29261558222976,9.49333648243725
19103__low,Lower-filing (<=5%),19103,2017,1444,13444,1726,71.9504164231888,21.8389863165627,3.57036596251116,8.13002082713478,47.441237726867,1726,7.66533912808433,4.29480530825121,0.241599073001159,0.542294322132097,0.00282653972032133,4.27597722099125,9.506288188845
19103__low,Lower-filing (<=5%),19103,2018,1447,13480,1729,71.6121917072447,21.7733014299336,3.56083086053412,8.10830860534125,47.7670623145401,1729,7.54771803566712,4.4515911735197,0.259687680740312,0.565066512434933,0.00148367952522255,4.27126533471226,9.5089623844663
19103__low,Lower-filing (<=5%),19103,2019,1449,13631,1733,72.73254768498,21.71952149793,3.52138507813073,8.01848727166019,48.3383464162571,1733,7.74284472518079,4.43884038645409,0.165608770917484,0.572417772648586,0.00227422786295943,4.28678898290781,9.52010188957084
19104__high,High-filing (>5%),19104,2011,828,2736,1146,90.2093806641358,45.7772539129956,4.93421052631579,11.3304093567251,58.3333333333333,1146,6.8227541634541,2.46203496545497,0.204188481675393,0.741710296684119,0.119883040935673,4.50213342015485,7.91425227874244
19104__high,High-filing (>5%),19104,2012,826,2738,1148,90.0136114239919,45.496485328218,4.93060628195763,11.3221329437546,58.8750913075237,1148,6.82508246249672,2.47325332616535,0.231707317073171,0.740418118466899,0.111395178962747,4.4999608969393,7.91498300584839
19104__high,High-filing (>5%),19104,2013,832,2784,1160,88.4183222684634,46.3287752675387,4.84913793103448,11.1350574712644,59.8419540229885,1160,6.88819673377427,2.58310605894115,0.253448275862069,0.818103448275862,0.106681034482759,4.48207921364743,7.93164402145431
19104__high,High-filing (>5%),19104,2014,836,3161,1166,192.966897956859,46.0150225514802,11.1040809870294,18.9496994621955,64.8528946535906,1166,6.91258673771938,2.5473656695212,0.33704974271012,0.789879931389365,0.107877254033534,5.26251866101793,8.05864371221562
19104__high,High-filing (>5%),19104,2015,832,3289,1168,193.514761838688,46.1214580596737,10.6719367588933,18.7290969899666,66.5551839464883,1168,6.9211555949115,2.64384555001841,0.347602739726027,0.778253424657534,0.109455761629675,5.26535379813204,8.09833884618906
19104__high,High-filing (>5%),19104,2016,830,3078,1174,101.95814181086,46.0865603115776,4.3859649122807,12.280701754386,64.1975308641975,1174,7.02824220186973,2.86495252447694,0.355195911413969,0.776831345826235,0.1137102014295,4.62456235465432,8.03203531439882
19104__high,High-filing (>5%),19104,2017,828,3082,1175,101.687342426204,46.0588501584429,4.38027255029202,12.2647631408177,65.1200519143413,1175,7.00619215700523,2.7515196026007,0.365957446808511,0.768510638297872,0.108695652173913,4.6219028353894,8.03333401588006
19104__high,High-filing (>5%),19104,2018,828,3106,1177,100.743881459933,46.1334455569759,4.34642627173213,12.16999356085,65.6793303283967,1177,6.99137040259909,2.84845757429966,0.344944774851317,0.847918436703484,0.103026400515132,4.61258146905643,8.04109100370863
19104__high,High-filing (>5%),19104,2019,826,3106,1177,100.774978449786,46.2056305758415,4.34642627173213,12.16999356085,65.9368963296845,1177,7.08641778048367,2.85952999092107,0.293967714528462,0.867459643160578,0.112685125563426,4.61289009515836,8.04109100370863
19104__low,Lower-filing (<=5%),19104,2011,2700,11772,4083,92.4960418526204,116.475492098828,6.787291879035,12.8100577641862,59.683995922528,4083,7.23737475077105,2.71712391441631,0.0337986774430566,0.69164829782023,0.00475705062861026,4.52716585282035,9.37347910935336
19104__low,Lower-filing (<=5%),19104,2012,2701,11860,4101,91.3616987393674,115.402949459329,6.72849915682968,12.7065767284992,60.168634064081,4101,7.09591851611244,2.77140677551352,0.0421848329675689,0.681541087539625,0.0051433389544688,4.5148263396421,9.38092667255172
19104__low,Lower-filing (<=5%),19104,2013,2711,12159,4123,89.3970203085581,114.162907993711,6.56303972366149,12.3941113578419,61.0000822436056,4123,7.31823102855462,2.89795240208773,0.0645161290322581,0.743148193063303,0.00477012912246073,4.49308735174212,9.40582491529642
19104__low,Lower-filing (<=5%),19104,2014,2727,12564,4151,87.934366935906,112.52233717981,6.35148042024833,11.9945877109201,61.89111747851,4151,7.20840863020376,2.81213222695536,0.111298482293423,0.720308359431462,0.00541228907991086,4.47659070593464,9.43859086065854
19104__low,Lower-filing (<=5%),19104,2015,2739,12859,4179,85.550516954605,111.197059145708,6.20577027762657,11.7194183062447,61.5133369624388,4179,7.27018477047454,2.82606008728761,0.180904522613065,0.666905958363245,0.00412162687611789,4.44910704303888,9.46179923427044
19104__low,Lower-filing (<=5%),19104,2016,2758,12978,4207,82.3459290888129,109.643853111582,6.14886731391586,11.6196640468485,62.5211897056557,4207,7.28172855578657,2.97295331010348,0.204896600903257,0.665557404326123,0.00362151333025119,4.41092902114324,9.47101089518111
19104__low,Lower-filing (<=5%),19104,2017,2752,13322,4241,77.8213650947268,108.06856702137,5.99009157784117,11.3196216784267,62.2278937096532,4241,7.24830929581202,2.88476515116357,0.197594906861589,0.688281065786371,0.00397838162438072,4.35441600909784,9.49717208297312
19104__low,Lower-filing (<=5%),19104,2018,2744,13783,4267,77.1034691494538,106.974190391554,5.78974098527171,10.9410142929696,63.8685337009359,4267,7.26469237958544,3.02524893014453,0.199671900632763,0.740098429810171,0.00529637959805558,4.34514827501038,9.53119122769444
19104__low,Lower-filing (<=5%),19104,2019,2746,13668,4280,75.1162288370526,106.673071883992,5.83845478489903,11.0330699443957,63.5352648522096,4280,7.35864336018485,3.01089888026131,0.126869158878505,0.767757009345794,0.00658472344161545,4.31903663179018,9.52281261323518
19105__high,High-filing (>5%),19105,2011,1,1,1,10000,10000,100,100,100,1,7.64969262371151,4.22624639651619,1,1,1,9.21034037197618,0
19105__high,High-filing (>5%),19105,2012,1,1,1,10000,10000,100,100,100,1,7.64969262371151,4.21042054494192,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2013,1,1,1,10000,10000,100,100,100,1,,4.23497795144045,0,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2014,1,1,1,10000,10000,100,100,100,1,7.69986316596182,4.71716294377941,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2015,1,1,1,10000,10000,100,100,100,1,7.11476944836646,4.60872053857424,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2016,1,1,1,10000,10000,100,100,100,1,7.54230409432739,4.62965410723988,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2017,1,1,1,10000,10000,100,100,100,1,7.37729266516649,4.55374142169953,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2018,1,1,1,10000,10000,100,100,100,1,7.43838353004431,4.67052133019042,1,1,0,9.21034037197618,0
19105__high,High-filing (>5%),19105,2019,1,1,1,10000,10000,100,100,100,1,,4.59465124288061,0,1,0,9.21034037197618,0
19105__low,Lower-filing (<=5%),19105,2011,1,7,1,10000,10000,100,100,100,1,,1.97186340534002,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2012,1,7,1,10000,10000,100,100,100,1,,1.89932476227996,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2013,1,7,1,10000,10000,100,100,100,1,,2.10185626029699,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2014,1,7,1,10000,10000,100,100,100,1,,3.81516745209208,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2015,1,7,1,10000,10000,100,100,100,1,,3.49291584936576,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2016,1,7,1,10000,10000,100,100,100,1,,4.27718152927223,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2017,1,7,1,10000,10000,100,100,100,1,7.59839932932396,4.13465788288105,1,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2018,1,7,1,10000,10000,100,100,100,1,,4.19432573069676,0,1,0,9.21034037197618,1.94591014905531
19105__low,Lower-filing (<=5%),19105,2019,1,7,1,10000,10000,100,100,100,1,,4.39081044382093,0,1,0,9.21034037197618,1.94591014905531
19106__high,High-filing (>5%),19106,2011,88,330,96,371.349862258953,128.038194444444,10,26.6666666666667,57.8787878787879,96,7.18508438814021,4.29163557843578,0.3125,0.791666666666667,0.0545454545454545,5.91714464319549,5.79909265446053
19106__high,High-filing (>5%),19106,2012,88,330,96,371.349862258953,128.038194444444,10,26.6666666666667,57.8787878787879,96,7.39315887009886,4.35774245337643,0.322916666666667,0.802083333333333,0.0696969696969697,5.91714464319549,5.79909265446053
19106__high,High-filing (>5%),19106,2013,89,336,97,361.394557823129,126.474651929004,9.82142857142857,26.1904761904762,58.6309523809524,97,7.30776197025647,4.40120945843219,0.412371134020619,0.855670103092784,0.0773809523809524,5.88997031944798,5.8171111599632
19106__high,High-filing (>5%),19106,2014,90,336,97,328.266723356009,120.0977787225,9.82142857142857,22.9166666666667,61.6071428571429,97,7.32032208748576,4.50112600658935,0.54639175257732,0.855670103092784,0.068452380952381,5.79382645889508,5.8171111599632
19106__high,High-filing (>5%),19106,2015,90,336,97,328.266723356009,120.0977787225,9.82142857142857,22.9166666666667,61.6071428571429,97,7.32917141109994,4.44739922294259,0.587628865979382,0.835051546391753,0.12202380952381,5.79382645889508,5.8171111599632
19106__high,High-filing (>5%),19106,2016,92,492,99,1037.82470751537,117.334965819814,29.6747967479675,41.869918699187,73.9837398373984,99,7.40703329771974,4.71511011577588,0.535353535353535,0.757575757575758,0.0792682926829268,6.94488217423877,6.19847871649231
19106__high,High-filing (>5%),19106,2017,93,592,100,980.18626734843,116,22.8040540540541,47.1283783783784,56.25,100,7.45339274855892,4.79871541359667,0.53,0.81,0.0743243243243243,6.88774262232673,6.38350663488401
19106__high,High-filing (>5%),19106,2018,93,541,100,792.091047932733,116,20.5175600739372,42.1441774491682,61.3678373382625,100,7.56536349147678,4.97054623457714,0.52,0.86,0.0536044362292052,6.67467634471811,6.29341927884648
19106__high,High-filing (>5%),19106,2019,93,541,100,792.091047932733,116,20.5175600739372,42.1441774491682,61.1829944547135,100,7.63276890574204,4.84260539103768,0.43,0.86,0.055452865064695,6.67467634471811,6.29341927884648
19106__low,Lower-filing (<=5%),19106,2011,1053,6571,1284,92.4152626563115,38.9408099688462,5.14381372698219,11.5507533099985,37.3459138639477,1284,7.50962357233059,4.60895707997506,0.0646417445482866,0.40809968847352,0.00213057373306955,4.52629214526999,8.79042130689787
19106__low,Lower-filing (<=5%),19106,2012,1053,6602,1284,91.8336828154038,38.9408099688462,5.1196607088761,11.4965162072099,37.6401090578613,1284,7.50181883800094,4.64023093069905,0.0677570093457944,0.404984423676012,0.00166616176916086,4.51997914553,8.79512791241314
19106__low,Lower-filing (<=5%),19106,2013,1051,6602,1284,91.8359771088261,38.9772032491909,5.1196607088761,11.4965162072099,37.7309906089064,1284,7.58120414188354,4.7295656919116,0.101246105919003,0.419781931464174,0.00212056952438655,4.52000412835431,8.79512791241314
19106__low,Lower-filing (<=5%),19106,2014,1057,6637,1291,91.2388439539835,38.6096679568554,5.09266234744614,11.435889709206,37.9840289287329,1291,7.60366421477265,4.7495802727806,0.150271107668474,0.407436096049574,0.00241072773843604,4.51348072694994,8.80041533314592
19106__low,Lower-filing (<=5%),19106,2015,1064,6984,1298,95.7400256387038,38.2359016241641,4.83963344788087,11.7983963344788,37.4284077892325,1298,7.64419387833014,4.72054793669213,0.205701078582435,0.412942989214176,0.00214776632302406,4.56163645175944,8.85137709751944
19106__low,Lower-filing (<=5%),19106,2016,1073,6952,1306,95.9240810899932,37.8040801202607,4.86191024165708,11.8527042577675,36.608170310702,1306,7.70031832901448,5.05272624629249,0.215926493108729,0.407350689127106,0.00345224395857307,4.56355705662394,8.84678466694523
19106__low,Lower-filing (<=5%),19106,2017,1088,7158,1323,94.155461670211,36.9701924609607,4.72198938250908,11.0785135512713,38.8656049175747,1323,7.63836634695646,4.94356955094009,0.186696900982615,0.414210128495843,0.00279407655769768,4.54494726372558,8.87598589132597
19106__low,Lower-filing (<=5%),19106,2018,1103,7209,1338,93.0213521995642,36.2296982981081,4.68858371480094,11.0001387154945,39.2148703010126,1338,7.68628197767756,5.09345705291145,0.20627802690583,0.434977578475336,0.00249687890137328,4.53282906034439,8.88308552440458
19106__low,Lower-filing (<=5%),19106,2019,1109,7269,1344,92.1396861647545,35.9401573129248,4.64988306507085,10.9093410372816,39.7028477094511,1344,7.7091150972844,5.0763636640159,0.136904761904762,0.441220238095238,0.00261383959279131,4.52330575343245,8.89137400948464
