year,market_group,n_markets,total_units,weighted_mean_hhi,weighted_mean_top1,weighted_mean_top3,weighted_mean_corp_share,median_n_owners
2011,2-4,48,89766,42.62555335316,3.22616580888087,5.05202415168327,26.4042064924359,676.5
2019,2-4,50,94030,40.4202060906139,3.22237583749867,5.22067425289801,30.5179198128257,654
2011,5-49,49,67264,276.002490397025,7.71437916270219,15.8598953377735,57.6965390104662,63
2019,5-49,49,78078,231.392402409332,6.85340300724916,14.4663029278414,60.1949332718564,63
2011,50+,47,51589,1185.03636034747,19.4324371474539,43.0770125414333,70.7534551939367,8
2019,50+,48,61349,1084.94833808811,18.3735676213141,39.4986063342516,73.521980798383,8
