market_id,market_group,market_cluster,year,n_owners,total_units_market,total_parcels_market,hhi_units,hhi_parcels,share_top1,share_top3,share_corp_units,n_buildings,mean_log_rent,mean_log_income,share_with_rent,share_with_income,market_filing_rate,log_hhi_units,log_total_units_market
42101000100,All tracts,42101000100,2011,506,3118,598,72.2387873017728,37.1360499323273,3.39961513790892,8.30660679923028,44.2270686337396,598,7.44094751198348,4.62376666839525,0.107023411371237,0.424749163879599,0.00705580500320718,4.27997712189381,8.04494704961772
42101000100,All tracts,42101000100,2012,508,3161,599,71.6388770487678,36.9842893414457,3.35336918696615,8.19360961720975,44.9857639987346,599,7.48433392866433,4.64218277833841,0.121869782971619,0.430717863105175,0.00601075608984499,4.27163790215017,8.05864371221562
42101000100,All tracts,42101000100,2013,508,3167,600,71.4215281943799,36.9444444444447,3.34701610356805,8.17808651720872,45.2478686454058,600,7.42255620798671,4.7414085707398,0.151666666666667,0.448333333333333,0.00852541837701295,4.26859933922638,8.06054004653864
42101000100,All tracts,42101000100,2014,514,3175,607,72.7187054374109,36.3958105463713,3.33858267716535,8.47244094488189,45.4803149606299,607,7.48240495095714,4.81867654583289,0.220757825370675,0.4332784184514,0.0062992125984252,4.28659864769496,8.06306291132679
42101000100,All tracts,42101000100,2015,519,3275,613,72.1571004020746,35.8997149844717,3.23664122137405,8.21374045801527,46.9007633587786,613,7.53592708035537,4.76906086154008,0.270799347471452,0.446982055464927,0.00763358778625954,4.27884569204893,8.09407314806935
42101000100,All tracts,42101000100,2016,528,3397,621,82.6951762403737,35.13630552768,4.2979099205181,10.1560200176626,47.7774506917869,621,7.57669380570287,4.99424143702058,0.272141706924316,0.420289855072464,0.00647630261995879,4.41516127191704,8.13064796816058
42101000100,All tracts,42101000100,2017,538,3764,633,107.347023820952,34.2160628317724,5.73857598299681,12.2741764080765,48.4059511158342,633,7.53933425776318,4.91874811045023,0.262243285939968,0.459715639810427,0.00664187035069076,4.67606679986922,8.23323750070527
42101000100,All tracts,42101000100,2018,548,3756,643,100.585956328589,33.4019431659045,5.75079872204473,11.5282215122471,49.653887113951,643,7.55106798343634,5.06774010951394,0.264385692068429,0.477449455676516,0.00372736954206603,4.61101264880138,8.23110984032815
42101000100,All tracts,42101000100,2019,555,3815,648,98.6964266390004,32.8646547782351,5.66186107470511,11.3499344692005,50.3276539973788,648,7.61986152197983,5.02291300446454,0.16820987654321,0.469135802469136,0.0055045871559633,4.5920487415186,8.24669594371856
42101000200,All tracts,42101000200,2011,244,1511,282,261.138152555209,61.1136260751469,9.9933818663137,23.4943745863666,36.9291859695566,282,7.46683488384569,2.82393560265724,0.0531914893617021,0.478723404255319,0.00661813368630046,5.56504958741711,7.32052696227274
42101000200,All tracts,42101000200,2012,245,1543,283,252.594767664812,60.8073518210991,9.78613091380428,23.0071289695399,38.2372002592353,283,7.49821514351029,3.05806588552934,0.0636042402826855,0.484098939929329,0.00777705767984446,5.53178649578583,7.34148385236316
42101000200,All tracts,42101000200,2013,245,1543,283,252.594767664812,60.8073518210991,9.78613091380428,23.0071289695399,38.3668178872327,283,7.57062457388244,3.10645658438448,0.088339222614841,0.530035335689046,0.00777705767984446,5.53178649578583,7.34148385236316
42101000200,All tracts,42101000200,2014,246,1548,284,251.069981104234,60.503868280103,9.75452196382429,22.9328165374677,38.2428940568476,284,7.4951547221059,3.9551124793388,0.102112676056338,0.51056338028169,0.00258397932816537,5.52573170945194,7.34471905414967
42101000200,All tracts,42101000200,2015,245,1566,285,247.09299954819,60.9418282548478,9.64240102171137,22.669220945083,39.0166028097063,285,7.51385079745329,3.74320321551056,0.126315789473684,0.505263157894737,0.00446998722860792,5.5097647821529,7.35627987655075
42101000200,All tracts,42101000200,2016,245,1571,286,246.798979433486,60.8831727712846,9.61171228516868,22.5970719287078,39.2106938255888,286,7.49076461182059,4.09972837008733,0.167832167832168,0.475524475524476,0.00509229789942712,5.50857415682611,7.35946763825562
42101000200,All tracts,42101000200,2017,245,1571,286,246.798979433486,60.8831727712846,9.61171228516868,22.5970719287078,39.528962444303,286,7.36494880080867,4.007846986742,0.206293706293706,0.5,0.0063653723742839,5.50857415682611,7.35946763825562
42101000200,All tracts,42101000200,2018,245,1572,287,246.537692053688,60.8238536342559,9.60559796437659,22.5826972010178,39.6310432569975,287,7.41778217218394,4.15764897284702,0.18815331010453,0.529616724738676,0.0089058524173028,5.50751489073327,7.36010397298915
42101000200,All tracts,42101000200,2019,246,1596,288,241.440066331241,60.5227623456788,9.46115288220551,22.2431077694236,40.6641604010025,288,7.58292067243268,4.12761175624156,0.104166666666667,0.527777777777778,0.0056390977443609,5.48662126975128,7.37525577800976
42101000300,All tracts,42101000300,2011,187,1993,209,410.828265210223,87.2232778553605,8.27897641746111,23.9337681886603,62.5188158554942,209,7.54821695496389,3.9769087727931,0.0717703349282297,0.712918660287081,0.00702458605117913,6.01817528097035,7.5973963202128
42101000300,All tracts,42101000300,2012,187,2013,209,404.383430207379,87.2232778553605,8.19672131147541,23.6959761549926,62.8415300546448,209,7.56480977241463,4.04467809800286,0.062200956937799,0.722488038277512,0.00993541977148534,6.00236351253679,7.60738142563979
42101000300,All tracts,42101000300,2013,187,2013,209,404.343945180964,85.8496829285044,8.19672131147541,23.6959761549926,62.8415300546448,209,7.58746582948003,4.072275711001,0.114832535885167,0.751196172248804,0.00943864878291108,6.00226586522659,7.60738142563979
42101000300,All tracts,42101000300,2014,185,1993,209,417.796960712217,86.7654128797418,8.27897641746111,24.3853487205218,62.468640240843,209,7.7036589477125,4.29320461407295,0.239234449760766,0.732057416267943,0.00903161063723031,6.03499557459198,7.5973963202128
42101000300,All tracts,42101000300,2015,186,1993,209,417.751644050716,86.3075479041231,8.27897641746111,24.3853487205218,70.7476166583041,209,7.53758649171999,4.24925344350855,0.320574162679426,0.717703349282297,0.00802809834420472,6.03488710295721,7.5973963202128
42101000300,All tracts,42101000300,2016,187,1994,210,417.335255515795,85.7142857142861,8.27482447342026,24.3731193580742,70.7121364092277,210,7.57245590729899,4.68885059630701,0.333333333333333,0.70952380952381,0.0105315947843531,6.03388986884985,7.59789795052178
42101000300,All tracts,42101000300,2017,188,1995,211,416.959692464244,86.4760450124654,8.27067669172932,24.3609022556391,70.6766917293233,211,7.64944865285903,4.60670864507836,0.293838862559242,0.691943127962085,0.0105263157894737,6.03298955636964,7.59839932932396
42101000300,All tracts,42101000300,2018,188,2013,212,410.799746999694,86.3296546813808,8.19672131147541,24.1430700447094,70.8892200695479,212,7.56546720170298,4.73232336792173,0.344339622641509,0.735849056603774,0.00894187779433681,6.018105862182,7.60738142563979
42101000300,All tracts,42101000300,2019,190,2024,214,406.861730381665,85.1602760066376,8.15217391304348,24.0118577075099,70.9486166007905,214,7.75065422784326,4.7306966908944,0.168224299065421,0.752336448598131,0.0153162055335968,6.00847339892972,7.61283103040736
42101000401,All tracts,42101000401,2011,191,2036,209,223.289241588537,63.4142991231886,7.80943025540275,20.8251473477407,34.6267190569745,209,7.62083551645287,3.53471040850002,0.0478468899521531,0.200956937799043,0.0132612966601179,5.40846797850291,7.61874237767041
42101000401,All tracts,42101000401,2012,191,2036,209,223.289241588537,63.4142991231886,7.80943025540275,20.8251473477407,34.6267190569745,209,7.50358725793435,3.60008359821499,0.0574162679425837,0.200956937799043,0.0152259332023576,5.40846797850291,7.61874237767041
42101000401,All tracts,42101000401,2013,191,2145,209,230.785531484832,63.4142991231886,7.41258741258741,20.2331002331002,37.948717948718,209,7.43955813362443,3.69837227869776,0.0861244019138756,0.205741626794258,0.0284382284382284,5.44148884412835,7.67089483136212
42101000401,All tracts,42101000401,2014,191,2145,209,230.785531484832,63.4142991231886,7.41258741258741,20.2331002331002,37.948717948718,209,7.80447521303927,3.81998921893797,0.0813397129186603,0.200956937799043,0.041025641025641,5.44148884412835,7.67089483136212
42101000401,All tracts,42101000401,2015,192,2255,210,232.614392259624,63.0385487528344,7.0509977827051,19.2461197339246,40.9756097560976,210,7.78719631646147,3.74954567847114,0.0952380952380952,0.19047619047619,0.0341463414634146,5.44938211374913,7.72090525193678
42101000401,All tracts,42101000401,2016,192,2154,210,229.035570280595,63.0385487528344,7.38161559888579,20.1485608170845,38.2079851439183,210,7.81467862232054,3.44978024135374,0.0952380952380952,0.176190476190476,0.0278551532033426,5.4338773202282,7.67508185771633
42101000401,All tracts,42101000401,2017,193,2154,210,228.96660054193,62.5850340136054,7.38161559888579,20.1485608170845,38.2079851439183,210,7.68565815274722,3.36208016548363,0.0952380952380952,0.185714285714286,0.0181058495821727,5.43357614375534,7.67508185771633
42101000401,All tracts,42101000401,2018,193,2154,210,228.96660054193,62.5850340136054,7.38161559888579,20.1485608170845,37.6044568245125,210,7.68361027485726,3.5108742914327,0.1,0.2,0.010213556174559,5.43357614375534,7.67508185771633
42101000401,All tracts,42101000401,2019,193,2154,210,228.96660054193,62.5850340136054,7.38161559888579,20.1485608170845,37.6044568245125,210,7.83684294513139,3.47744426024683,0.0952380952380952,0.195238095238095,0.011142061281337,5.43357614375534,7.67508185771633
42101000402,All tracts,42101000402,2011,110,3256,121,525.516302543331,105.867085581586,15.1412776412776,32.4324324324324,46.9594594594595,121,7.85656275474414,3.05766031676849,0.107438016528926,0.396694214876033,0.00337837837837838,6.26438121275366,8.08825472712243
42101000402,All tracts,42101000402,2012,110,3256,121,525.516302543331,105.867085581586,15.1412776412776,32.4324324324324,46.9594594594595,121,7.4401902813964,3.09705018572638,0.140495867768595,0.396694214876033,0.0085995085995086,6.26438121275366,8.08825472712243
42101000402,All tracts,42101000402,2013,110,3256,121,525.516302543331,105.867085581586,15.1412776412776,32.4324324324324,46.9594594594595,121,7.83062743016111,3.15145991853113,0.132231404958678,0.396694214876033,0.00982800982800983,6.26438121275366,8.08825472712243
42101000402,All tracts,42101000402,2014,112,3805,123,491.885460896772,103.774208473792,12.9566360052562,28.9618922470434,54.6123521681997,123,7.77707775168789,4.14503004098493,0.178861788617886,0.430894308943089,0.00998685939553219,6.19824588633413,8.24407127029579
42101000402,All tracts,42101000402,2015,113,3835,124,484.831774858956,102.757544224766,12.8552803129074,28.735332464146,54.9674054758801,124,7.79107066448472,4.07406725446051,0.161290322580645,0.443548387096774,0.00782268578878748,6.18380197480813,8.25192471380136
42101000402,All tracts,42101000402,2016,114,3721,125,470.637356011816,101.76,13.2491265788766,28.3794678849772,53.6146197258801,125,7.82685532671711,4.04446943147435,0.2,0.432,0.0110185434023112,6.15408785268349,8.22174772834662
42101000402,All tracts,42101000402,2017,114,3721,125,470.637356011816,101.76,13.2491265788766,28.3794678849772,53.6146197258801,125,7.69213637276757,3.96546657157705,0.256,0.424,0.00806234883095942,6.15408785268349,8.22174772834662
42101000402,All tracts,42101000402,2018,114,3721,125,470.637356011816,101.76,13.2491265788766,28.3794678849772,54.5014780972857,125,7.57061990057288,4.15736702433134,0.216,0.448,0.0083310937919914,6.15408785268349,8.22174772834662
42101000402,All tracts,42101000402,2019,115,3723,126,470.134723794109,100.781053162006,13.2420091324201,28.3642224012893,54.5259199570239,126,7.91602859122824,4.10698387119321,0.150793650793651,0.436507936507937,0.008058017727639,6.15301929999933,8.22228507387272
42101000500,All tracts,42101000500,2011,107,2104,153,365.712060316038,316.544918621043,11.1216730038023,26.2832699619772,52.9942965779468,153,7.33528900629715,2.77431623481579,0.0915032679738562,0.320261437908497,0.0118821292775665,5.90184630332645,7.6515955738576
42101000500,All tracts,42101000500,2012,107,2104,153,365.712060316038,316.544918621043,11.1216730038023,26.2832699619772,52.8992395437262,153,7.2617196590352,2.84161593222426,0.130718954248366,0.320261437908497,0.0161596958174905,5.90184630332645,7.6515955738576
42101000500,All tracts,42101000500,2013,107,2104,153,365.712060316038,316.544918621043,11.1216730038023,26.2832699619772,52.8992395437262,153,7.45406797537843,2.98492050386326,0.111111111111111,0.339869281045752,0.0175855513307985,5.90184630332645,7.6515955738576
42101000500,All tracts,42101000500,2014,108,2198,154,353.390169407047,312.868949232585,10.6460418562329,25.1592356687898,55.1865332120109,154,7.30093605468251,3.67512835791402,0.136363636363636,0.324675324675325,0.0241128298453139,5.86757274231433,7.69530313496357
42101000500,All tracts,42101000500,2015,108,2198,154,353.390169407047,312.868949232585,10.6460418562329,25.1592356687898,55.1865332120109,154,7.34047248747108,3.47979581496119,0.136363636363636,0.324675324675325,0.0191082802547771,5.86757274231433,7.69530313496357
42101000500,All tracts,42101000500,2016,109,2363,155,378.058261364323,309.261186264308,9.90266610241219,26.2801523487093,58.3157003808718,155,7.28644226515739,4.10500165147995,0.167741935483871,0.348387096774194,0.0160812526449429,5.93504831433613,7.76768727718691
42101000500,All tracts,42101000500,2017,109,2363,155,378.058261364323,309.261186264308,9.90266610241219,26.2801523487093,59.9661447312738,155,7.34955369377178,3.97184841501538,0.187096774193548,0.32258064516129,0.0122725349132459,5.93504831433613,7.76768727718691
42101000500,All tracts,42101000500,2018,109,2595,156,400.798927832909,313.116370808679,9.40269749518304,26.5125240847784,64.5472061657033,156,7.49919940331402,4.10324778655535,0.205128205128205,0.371794871794872,0.00847784200385356,5.99345987469948,7.86134179559999
42101000500,All tracts,42101000500,2019,110,2492,156,378.823793120328,324.621959237344,9.3900481540931,26.685393258427,64.0850722311397,156,7.66355113884264,4.11396360711531,0.121794871794872,0.378205128205128,0.0124398073836276,5.93707117116703,7.82084087990734
42101000600,All tracts,42101000600,2011,106,642,118,659.155093603517,106.291295604711,17.7570093457944,37.5389408099688,68.2242990654206,118,7.37944800477891,4.0124599437121,0.0932203389830508,0.61864406779661,0.014018691588785,6.49095885370733,6.46458830368996
42101000600,All tracts,42101000600,2012,106,642,118,659.155093603517,106.291295604711,17.7570093457944,37.5389408099688,68.2242990654206,118,7.73308788012355,3.98601034204796,0.161016949152542,0.610169491525424,0.029595015576324,6.49095885370733,6.46458830368996
42101000600,All tracts,42101000600,2013,106,642,118,659.155093603517,106.291295604711,17.7570093457944,37.5389408099688,68.2242990654206,118,7.29849279499658,4.18738843433667,0.186440677966102,0.703389830508475,0.0327102803738318,6.49095885370733,6.46458830368996
42101000600,All tracts,42101000600,2014,106,642,118,659.155093603517,106.291295604711,17.7570093457944,37.5389408099688,68.2242990654206,118,7.58439086388885,4.20605155124392,0.288135593220339,0.669491525423729,0.029595015576324,6.49095885370733,6.46458830368996
42101000600,All tracts,42101000600,2015,106,642,118,659.155093603517,106.291295604711,17.7570093457944,37.5389408099688,68.2242990654206,118,7.70245614375426,4.08867345419017,0.296610169491525,0.728813559322034,0.0109034267912773,6.49095885370733,6.46458830368996
42101000600,All tracts,42101000600,2016,108,964,119,1407.75382655257,103.806228373703,33.402489626556,53.9419087136929,78.8381742738589,119,7.43216046374541,4.35700269796591,0.319327731092437,0.647058823529412,0.00518672199170125,7.24975068233567,6.87109129461055
42101000600,All tracts,42101000600,2017,108,964,119,1407.75382655257,103.806228373703,33.402489626556,53.9419087136929,78.8381742738589,119,7.72444274618038,4.28494537098143,0.403361344537815,0.705882352941177,0.0134854771784232,7.24975068233567,6.87109129461055
42101000600,All tracts,42101000600,2018,108,860,119,1009.49161709032,103.806228373703,25.3488372093023,48.3720930232558,75.9302325581395,119,7.76262085615905,4.3973304857426,0.453781512605042,0.756302521008403,0.0162790697674419,6.91720213369694,6.75693238924755
42101000600,All tracts,42101000600,2019,108,860,119,1009.49161709032,103.806228373703,25.3488372093023,48.3720930232558,75.8139534883721,119,8.00769676736991,4.36475241540617,0.319327731092437,0.789915966386555,0.0186046511627907,6.91720213369694,6.75693238924755
42101000700,All tracts,42101000700,2011,216,2744,259,369.409217247914,87.2080022659177,11.2609329446064,25.2186588921283,62.2084548104956,259,7.75947384984741,4.1420663052114,0.127413127413127,0.617760617760618,0.0105685131195335,5.91190501939731,7.91717198884578
42101000700,All tracts,42101000700,2012,216,2752,260,371.553246687397,89.9408284023676,11.2281976744186,25.4360465116279,62.3183139534884,260,7.47045816322912,4.15811560864372,0.130769230769231,0.611538461538462,0.00981104651162791,5.91769218279003,7.92008319905323
